context,id,labels,object,object_type,predicate,primary_language,recorded_at,relationship_strength,subject,subject_type,symbolic_representation,temporal_aspect
concepten,mostlyf1-6c61-443f-b9c5-0376d743f029,KnowledgeDomain:KnowledgeGraphTriple,subject_graph,event,object_type,Swahili,2024-07-07 04:32:00,moderate,subject ,person,E,historical
T,mostly13-6e3f-47f5-a973-08d35eff7baa,KnowledgeDomain:KnowledgeGraphTriple,concept,event, {,Zulu,2024-10-07 21:29:00,moderate,relationship_representation,person,"object-200,_0.1618:00",historical
subject_relationship,mostlyf4-c34c-43b1-b056-27b797969992,KnowledgeDomain:KnowledgeGraphTriple,concept_aspect,organization,: ,Yoruba,2025-09-29 17:32:00,strong,Ek-alesi-y,concept,"2024,-1.66,0.020223,0.57042, ",historical
predicate,mostly12-c36c-4f2e-8dc5-192158ce8342,KnowledgeDomain:KnowledgeGraphTriple,temporal,concept,predicate,Hausa,2025-05-01 15:57:00,strong,: ,place,object,historical
South{,mostly0e-a716-4b85-8692-8669a894c026,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,}_}- T1,Yoruba,2024-07-15 19:08:00,strong,organization,organization,place,historical
subject,mostly54-e65e-49c0-b8ef-003310928145,KnowledgeDomain:KnowledgeGraphTriple,context,concept,S,Shona,2025-04-08 20:28:00,strong,concepty,object,subject,current
: ,mostly7a-477b-4d67-b8f8-fbc948e98914,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,concept,Swahili,2025-01-05 08:57:00,weak,object,event,P,historical
2025,mostly54-b735-4b0c-aeeb-c9f75cbd64e6,KnowledgeDomain:KnowledgeGraphTriple,2024-T1-12.23,cultural_element,knowledge_type,Shona,2025-09-29 17:32:00,weak,", ",object,2024-10T116.1608: ,timeless
: ,mostly62-a000-4b14-99f6-32789fae6b94,KnowledgeDomain:KnowledgeGraphTriple,primary_strength,place,temporal ,Hausa,2024-08-27 12:24:00,moderate,", ",place,primary_type,historical
", ",mostlyd8-9f86-473c-a2a8-4d199178ee26,KnowledgeDomain:KnowledgeGraphTriple,timeless,organization,: ,Swahili,2025-05-26 14:18:00,moderate,"-3-0.0338.3616,--0.42,0.168,-}1.08150:03",person,,historical
historical,mostly3b-8a99-48a8-944b-8fcaf3b414e9,KnowledgeDomain:KnowledgeGraphTriple,predicate,cultural_element,place,Yoruba,2024-09-25 02:07:00,strong,: ,cultural_element,predicate,timeless
2025strength,mostlyfe-8cbd-4042-95f9-53ac817191e0,KnowledgeDomain:KnowledgeGraphTriple,recorded_representation,object,:0,Shona,2025-04-23 15:24:00,weak,context,person,,historical
context,mostly55-ccac-4fe3-a67b-631912a9f25e,KnowledgeDomain:KnowledgeGraphTriple,2024 ,object,strong ,Yoruba,2024-05-16 17:45:00,strong,P ,concept,",",historical
2024or,mostly66-b63a-4cda-8171-265e168990f4,KnowledgeDomain:KnowledgeGraphTriple,2024_aspect,place,place,Yoruba,2025-06-12 12:55:00,moderate,object_aspect,place,: ,historical
", {",mostly35-5516-41c1-b01b-bbe0b3e529ed,KnowledgeDomain:KnowledgeGraphTriple,place:m m mm,concept,context,Amharic,2024-03-20 19:14:00,moderate,temporal_type,object,:00,historical
predicate,mostlyca-7a87-4c1b-b791-7253558e13eb,KnowledgeDomain:KnowledgeGraphTriple,M{,concept,: ,Igbo,2025-07-07 01:49:00,moderate,Yoruba,person,conceptri,current
historicalth mms_typetiouale of,mostly10-7680-4fe7-825f-a49892f2da89,KnowledgeDomain:KnowledgeGraphTriple,concept,concept,subject,Swahili,2024-07-19 05:57:00,moderate,neural_representation,place,temporal,timeless
object,mostly8b-846c-4a8d-bd30-0d65f00665d9,KnowledgeDomain:KnowledgeGraphTriple,primary_aspect,concept,moderate,Shona,2025-09-17 12:35:00,moderate,subject,concept,Nalg and ,historical
objectd_languages,mostly8e-9dc3-4166-a5b8-3a17e38a0953,KnowledgeDomain:KnowledgeGraphTriple,culturallh,concept,neural_representation,Zulu,2024-09-20 00:22:00,moderate,recorded_at,person,subject,historical
A_dembedding,mostly62-e68b-4a4f-828a-f3dbaa910864,KnowledgeDomain:KnowledgeGraphTriple,place,place,", ",Yoruba,2024-05-31 05:05:00,strong,object_type ,place,concept,current
concept,mostly7a-1a51-47dd-b212-d22669a061c2,KnowledgeDomain:KnowledgeGraphTriple,primary,place,cultural,Yoruba,2024-08-13 19:28:00,strong,: ,place,strong,historical
", ",mostly44-f3a9-4752-a6db-42f090b161b6,KnowledgeDomain:KnowledgeGraphTriple,N,concept,"contextk-1.0.367,0.57.2218:",Amharic,2024-05-20 15:01:00,moderate,Ao oningin,organization,concept,historical
 ,mostlyf1-6286-4779-8d6b-d79f27430d4d,KnowledgeDomain:KnowledgeGraphTriple,predicate,place,historical,Zulu,2024-03-12 02:28:00,strong,concept,place,context,historical
N,mostly5d-0e13-496c-aee6-29878cabd8e1,KnowledgeDomain:KnowledgeGraphTriple,place,place,M,Shona,2024-03-16 16:59:00,strong,object,place,}} ,historical
,mostlydb-ca1c-4271-8d41-b7b5fe023d96,KnowledgeDomain:KnowledgeGraphTriple,influen,concept, {,Hausa,2024-06-20 10:08:00,strong,object,place,", ",historical
placecsic,mostlyd9-204f-489a-91de-8f0d9aff96fe,KnowledgeDomain:KnowledgeGraphTriple,historical,place,symbolic_representation,Swahili,2025-05-16 17:39:00,moderate,"20250.39,0.5,0.22,-0.487:02:136.",place,: ,historical
"neural0.790,.,0.05,2.0,0_language-03: ",mostlyb4-a093-4413-b917-a42b96c586dc,KnowledgeDomain:KnowledgeGraphTriple,strong,event,strong,Yoruba,2024-03-21 01:56:00,moderate,relationship_type,place,context,historical
: ,mostly22-3c43-4963-8ed2-5482015b27c6,KnowledgeDomain:KnowledgeGraphTriple,G_graph,concept,subject_type,Igbo,2025-09-01 21:58:00,moderate, ,person,", ",historical
E,mostlyf1-f2b5-453f-9f5b-d90028f16bfb,KnowledgeDomain:KnowledgeGraphTriple,2025_uan,place,", ",Shona,2024-03-10 18:59:00,weak,subject_type,cultural_element,object_type,timeless
subject_atan ,mostly0a-71cc-497e-b4ee-1a83bfe42ba9,KnowledgeDomain:KnowledgeGraphTriple,,concept,,Amharic,2025-09-29 17:32:00,strong,:}-,cultural_element,E,historical
neural{n_at,mostly85-d186-4349-9792-039fed60adff,KnowledgeDomain:KnowledgeGraphTriple,contexto,place,subject,Yoruba,2024-11-09 15:03:00,weak,}} ,place,2025,historical
2025{,mostlyc3-c5e6-4ca3-98f2-d76037248cde,KnowledgeDomain:KnowledgeGraphTriple,strong,concept,knowledge_embedding,Zulu,2025-08-30 02:54:00,strong,2025_language,place,:v,timeless
neural_type,mostly6b-eb74-4ca1-ac6e-ffc4028dc54b,KnowledgeDomain:KnowledgeGraphTriple,subject,place,neural,Shona,2024-05-01 10:52:00,strong,strong,place,", ",historical
,mostlyfa-57a1-4750-ab9a-3693509df71f,KnowledgeDomain:KnowledgeGraphTriple,}_type,place,South,Swahili,2025-05-09 18:48:00,moderate,context of,place,concept,historical
context,mostlyd7-c815-45c0-845a-dfa0ce6a06ec,KnowledgeDomain:KnowledgeGraphTriple,temporalrple,concept,_temporal,Zulu,2024-06-19 23:49:00,weak,concept,person,historicalor,historical
},mostly72-d7fe-423c-b78a-5087da665785,KnowledgeDomain:KnowledgeGraphTriple,neural_type,cultural_element,context,Yoruba,2025-05-08 13:04:00,moderate,", ",cultural_element,symbolic{vc,historical
primary,mostly2c-c7bc-4232-8561-8c9338e995d9,KnowledgeDomain:KnowledgeGraphTriple,object,event,}--02,Swahili,2025-03-28 14:36:00,moderate,strong,object,neural} ,historical
place at,mostly16-4ec7-4a0f-bec4-7065d6d97dbd,KnowledgeDomain:KnowledgeGraphTriple,", ",place,place,Shona,2025-05-26 18:33:00,strong,primary_representation,place,recorded_type,historical
place,mostly81-e8ca-4c35-bced-f56574e700ab,KnowledgeDomain:KnowledgeGraphTriple,person,place,cultural,Amharic,2024-04-23 13:05:00,moderate,,cultural_element,temporal_aspect,historical
primary,mostly22-c904-47b8-9fdd-2eea3b85d221,KnowledgeDomain:KnowledgeGraphTriple,subject,concept, ,Amharic,2024-11-15 03:32:00,strong,weak_al,concept,predicate,current
strong,mostlyb7-8e66-4003-9764-49c2b41d1954,KnowledgeDomain:KnowledgeGraphTriple,} ,place,strong,Swahili,2024-12-12 22:46:00,moderate,"recordeds, lib",cultural_element,}} ,historical
subject- ,mostly0f-5e34-4001-a307-ef53a606417c,KnowledgeDomain:KnowledgeGraphTriple,symbolic,cultural_element,A,Amharic,2025-01-26 13:29:00,weak,"S,0.422,0.16.188,-0.713:,05",object,,historical
object,mostly0a-2354-44db-b32f-12001e1e6fa6,KnowledgeDomain:KnowledgeGraphTriple,2025a ss,cultural_element,primary_element,Swahili,2024-09-16 02:23:00,strong,object_aspect,place,2024m of edsingam,historical
influendsleys,mostlyf9-18ac-43ea-b3c9-2142c7f650f2,KnowledgeDomain:KnowledgeGraphTriple,subjecttype,concept,historical,Oromo,2025-04-28 12:23:00,strong,symbolic_type,concept,subject_language,historical
context_type,mostlyb6-d006-42bf-a0a3-ad381a3e01f7,KnowledgeDomain:KnowledgeGraphTriple,N: ,event,relationship_strength,Igbo,2025-07-25 22:54:00,moderate,object,person,Grationa-,historical
_type,mostly2c-cdb1-43d7-b83e-e7a286e2a0e5,KnowledgeDomain:KnowledgeGraphTriple,N_at,concept,primary_type,Amharic,2025-03-07 13:19:00,strong,: ,concept,2025_aspect,timeless
symbolic_language,mostly97-0509-4198-9ba1-f43803efbcb2,KnowledgeDomain:KnowledgeGraphTriple,place,organization,,Swahili,2025-06-10 12:33:00,moderate,Southear,place,"predicate, ",historical
"S,-0.06600,0.57,-0.281,1.2506,}-0.943,-0.43946,09.251,-0.778,0.86,-05",mostly87-abac-42e5-9855-f14837e276da,KnowledgeDomain:KnowledgeGraphTriple,symbolic: ,cultural_element,", ",Hausa,2024-04-05 18:07:00,moderate,concept ,event,object,historical
"A-2-T.5058,-0.0247,2.04,-0.235704,1.0146,-0.9,0.36387,1.37,-0.230,0.0,02.0300,0.9,-1.468,-.02T15,10.4,0.71.9,0.27,0.94922,2,0.550432,-0.41818-9, {",mostly0c-18e2-4244-afd6-63e60318c1aa,KnowledgeDomain:KnowledgeGraphTriple,place,concept,Yorubaar,Yoruba,2025-08-28 14:24:00,strong,object,organization,subject,historical
} {,mostly06-6507-4d8a-b8ed-8261964c84b4,KnowledgeDomain:KnowledgeGraphTriple,South,cultural_element,P,Hausa,2024-07-11 02:11:00,weak,: ,concept,"2025-s.4:00} :-05.160.5051.94242,0.092.0,0.074,-0.46091,-1.04.09,0.05,--0.2569,-0.571,1.09T57,009.92,-0.646,1.,0.3:1,-1.17T70,1.70906,-6,1.06,0.38,--128..96,-0.482,-0.878,.8,2-0.6136,-1.1.15, 0.9,,0.175,-1.4808.53,-0.5,0.08,-0.65,1.0236,.3808,-0.50925,151,--1.5117,-051-0.46154,-1.2208,-1.3,--0.8903,-0.68,1.451,0.8,-1.07136,0.081,,1.29",historical
primary_aspect,mostly80-f3cd-466e-837c-a91c72b58233,KnowledgeDomain:KnowledgeGraphTriple,primary ,concept,subject_type,Yoruba,2024-11-16 21:48:00,strong,timelessa,organization,object,timeless
", ",mostly65-4e60-40d3-aa0a-46d531a4ac9b,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,,Yoruba,2024-02-01 12:10:00,weak,: v,cultural_element,Zulu,historical
Igbok_embedding,mostly60-5cae-42bf-b123-f619b40ba00f,KnowledgeDomain:KnowledgeGraphTriple,"2025-1.512,-0.7,-1.264,0.484,1.7,.1303:,0.813,-0.96281,-1.0999,0.167,1.,1.15742,2.6,-T12.12,0.92,1.87074,0.19,0.580145,.008,-1.12-,0.0.46,0.46106,-0.65850,0.30.56:42},-29:195",concept,strong,Amharic,2024-06-08 14:34:00,moderate,subject,concept,M,historical
G,mostlydd-5fef-4e14-a3c2-1116920b3aa4,KnowledgeDomain:KnowledgeGraphTriple,Swahili,concept,2024y,Amharic,2024-03-22 06:59:00,moderate,knowledge,organization,moderateal,historical
context,mostly84-23e1-40d4-896c-d3bec450eeb6,KnowledgeDomain:KnowledgeGraphTriple,strong_c,cultural_element,2025 ,Yoruba,2025-02-03 04:52:00,strong,historical,organization,"context-0.0648,-1T1-010.636,-0.12,-08T.69,-02.6,1.94, -0.3,55,0.4909001,0.86,.120,00122, ",historical
: ,mostly6e-4548-4ff6-8eac-e71751e43fc9,KnowledgeDomain:KnowledgeGraphTriple,moderate,place,context,Hausa,2024-03-05 09:00:00,moderate,Cicn ,concept,context,historical
,mostly6d-ace7-4a43-bb4f-5499a52c3dd9,KnowledgeDomain:KnowledgeGraphTriple,_an,cultural_element,Zulu,Shona,2024-02-25 14:34:00,strong,subject,concept,Ss: {,historical
place,mostly0b-1801-45f2-9469-0239ba7d97b4,KnowledgeDomain:KnowledgeGraphTriple,context,place,primaryat ,Hausa,2025-08-19 09:34:00,moderate,subject_language,person,predicate,historical
context,mostly5d-4387-4cde-ae38-89eaa02e7f41,KnowledgeDomain:KnowledgeGraphTriple,place,event,: ,Yoruba,2024-11-25 05:50:00,moderate,"2024--T0442,0.7,-0.3919: ",person,M_type,historical
object,mostlyab-f8c5-44b7-980b-8697d543cac3,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,subject,Amharic,2024-06-22 04:09:00,moderate,", ",concept,", ",timeless
: {,mostly86-b8ac-4321-b2cd-9185c75cfb7c,KnowledgeDomain:KnowledgeGraphTriple,place,place,"2024-0.56,1.004,0.3663642,0.02,-1.56,11.579,-0.8088,-.8},0.9067,00..01,-0.91348,19: ",Amharic,2025-08-05 02:16:00,strong,2025,person,strong_graph,historical
2024,mostlycc-5392-46cf-bf14-dd5b676cdb5e,KnowledgeDomain:KnowledgeGraphTriple,subject,organization,organization ,Hausa,2025-01-13 08:09:00,moderate,}} ,person,:: ,historical
: ,mostlyd7-adf0-4dd7-af74-3ee8981a84d3,KnowledgeDomain:KnowledgeGraphTriple,object,organization,predicate,Amharic,2025-03-23 05:11:00,moderate,Igbo,place,,timeless
: ,mostlyd7-6609-40c7-9bae-a06cd3560a16,KnowledgeDomain:KnowledgeGraphTriple,strong,concept,relationshipa ec,Swahili,2024-04-22 03:49:00,strong,timeless,organization,N_ c,historical
object,mostly29-9909-47fd-99c8-94200b434f9c,KnowledgeDomain:KnowledgeGraphTriple,: ,place,knowledge_aspect,Shona,2024-04-15 16:32:00,moderate,Myssis,place,objecta_representation,historical
context,mostly3c-548d-4930-809a-aa71be928377,KnowledgeDomain:KnowledgeGraphTriple,"M_,-y",place,knowledge_language,Hausa,2024-04-02 01:49:00,moderate,subject,place,neural_embedding,current
2024,mostly40-edf5-4c4d-bc90-539ad56bb4b1,KnowledgeDomain:KnowledgeGraphTriple,,concept,", ",Igbo,2024-03-28 14:30:00,weak,2024,person,Amharic,historical
primary_type,mostlydf-27cd-4f2f-a644-e6af88f4fa1f,KnowledgeDomain:KnowledgeGraphTriple,", {",cultural_element,object,Amharic,2025-06-30 01:53:00,moderate,Swahili,place,object,historical
concept,mostly10-3684-4fd9-a5ba-9ceff05b9ac3,KnowledgeDomain:KnowledgeGraphTriple,object,place,place,Yoruba,2024-04-12 07:31:00,strong,organization,place,subject,current
", ",mostlyf2-3587-4863-9e25-b0edadf956ab,KnowledgeDomain:KnowledgeGraphTriple,Amharic,cultural_element,subject_type,Zulu,2024-02-04 04:13:00,moderate,,cultural_element,is,historical
M,mostlyff-1916-4637-9f78-61f253048a27,KnowledgeDomain:KnowledgeGraphTriple,}_at,place,objecttedl ,Hausa,2024-04-30 19:55:00,strong,"recorded, ",place,:_00_embedding,historical
,mostlyb6-a5ed-4fa3-bc99-1d64463dded3,KnowledgeDomain:KnowledgeGraphTriple,subjectk,place,predicate: ,Swahili,2024-03-13 17:24:00,moderate,", ",concept,relationship_type,current
relationship_c,mostlyd1-9a68-466a-b116-ec9a47bd0829,KnowledgeDomain:KnowledgeGraphTriple,strong_types,place,symbolic_language,Yoruba,2024-10-19 05:25:00,moderate,predicate,place,,current
temporal: ,mostly27-e5a2-4ab4-a44a-e3e63ccd8fc1,KnowledgeDomain:KnowledgeGraphTriple,2024{s,event,", ",Swahili,2025-08-15 04:09:00,strong,2024an_.42angyao Africaor,concept,{,historical
moderate,mostlyad-48c7-4915-8039-09a49f98f4c0,KnowledgeDomain:KnowledgeGraphTriple,strong,place,place,Igbo,2025-05-07 12:12:00,strong,E,place,knowledge-T_graph,historical
"strongra,-0.0915,0.05:,-6,0.2,-0861.1943,00",mostly21-bbb5-45bd-967d-46a1d1ba672a,KnowledgeDomain:KnowledgeGraphTriple,moderate_representation,concept,,Yoruba,2024-05-28 13:27:00,strong,subject,concept,"-1.01227,0.3-061,1.62,-1.22,12-1.44,-0.49T,0.2208,-0.6482,-11.57,10.0115,0.98,00-0.,11.36,.9,-0.12525,-0 ",historical
: {,mostly3c-fa4d-4694-8cc6-38d2be3ee2a4,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,moderate,Amharic,2024-11-11 19:36:00,weak,K,concept,strong,timeless
"}}} 0.05,0.7442,-0.,0.61, ",mostly67-0566-4697-9557-61b2be4383fa,KnowledgeDomain:KnowledgeGraphTriple,",  ",concept,: ,Amharic,2024-05-19 23:30:00,strong,: ,place, ,timeless
subject,mostly46-7a78-4adb-886e-e53f3c0c5fc6,KnowledgeDomain:KnowledgeGraphTriple,historical,object,object,Yoruba,2025-02-10 02:23:00,weak,subject_type,cultural_element,strong,current
historical,mostly3a-6857-45d4-a851-2ae592129cf9,KnowledgeDomain:KnowledgeGraphTriple,}.541: ,place,placee ,Amharic,2025-04-07 15:59:00,moderate,:{,place,"2024--0.06,116,0.4709-05",historical
:,mostlyff-7bd5-4728-8667-393d32eee201,KnowledgeDomain:KnowledgeGraphTriple,object_aspectanarfpasinge mothn eed,concept,historical,Zulu,2024-02-27 07:49:00,strong,A,cultural_element,predicate,current
concept,mostly60-c98b-4bc1-8823-61d04f4dcf89,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,historical,Shona,2025-04-27 21:14:00,moderate,}object,cultural_element,Igboat,historical
"historical,-1.469,19:,1.076,1.09.55,-2.611518-0.61.12,-16T,0.06",mostlyfa-960e-4a31-9d28-fdf8db2d652f,KnowledgeDomain:KnowledgeGraphTriple,neural_representationo,organization,temporal_language,Swahili,2024-05-29 23:32:00,moderate, ,place,Amharic,current
: ,mostly11-ecd9-4955-97a8-c976ca705f49,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,: ,Hausa,2025-01-01 05:19:00,strong,C,cultural_element,temporal,historical
recorded_at,mostlybe-c59d-4f1b-91ea-434746c27dbf,KnowledgeDomain:KnowledgeGraphTriple,place,cultural_element,concept,Swahili,2024-11-18 16:54:00,weak,contexttcyan,concept,historical_,timeless
place,mostly20-c5f4-467e-945b-115e74dda1fc,KnowledgeDomain:KnowledgeGraphTriple,strong,event,object{,Igbo,2024-03-08 09:08:00,strong,temporalo,person,"-2-1.604,-1.75",historical
subject ,mostlyf5-1c5d-46dd-b30a-dbd18ba942af,KnowledgeDomain:KnowledgeGraphTriple,place,concept,object,Zulu,2024-04-21 17:29:00,strong,2025-04-0.2243:,place,historical,timeless
: ,mostly63-4cb9-40bd-8c8d-f86009f3ad58,KnowledgeDomain:KnowledgeGraphTriple,current,place,M,Amharic,2024-03-18 01:59:00,weak,predicate,place,organizationnt,historical
place,mostlyea-eb8c-41d9-b7cb-3a700d65d712,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,"-1.8,-0.96,--0.64706:,-0.5,.8808,50.65,0.667,0..8012:0,0.9061,-0.7651,46:.16,-11.4:8,-0.5618,119,0.0.7,0.5,1.0617,-0.916,0.512,-0.4217,0.717.3,-06,-0.104708,-0.22.531,0.84,-.48.1,0.2561,-0.0347,--070.842,1.364,1.38,-0.3,0.6.32,0.49,0.6.364,0.76-1.56,,-0.29,0.742,-0090.2776,-T15021.0236,-,1.0201,-6,-0.276.318,2.136:46,1-.050001, ",Swahili,2024-09-02 13:57:00,weak,",ou ctrives si",place,,historical
conceptk,mostly0a-79af-4b46-896b-ffb962fd8952,KnowledgeDomain:KnowledgeGraphTriple,K_type,concept,Ayk: ,Igbo,2025-05-08 19:34:00,strong,E,organization,}} {,historical
Mat in_language ,mostly61-ebcb-4464-9708-8c72256f87f9,KnowledgeDomain:KnowledgeGraphTriple,neural,place,predicate,Shona,2024-03-27 22:34:00,strong,moderate_at,place,moderate,historical
"historical.304an, ",mostlydc-9e2a-4c11-8284-cc5d664230e3,KnowledgeDomain:KnowledgeGraphTriple,object,cultural_element,,Zulu,2024-03-10 02:24:00,strong,object_type,person,Zulu,historical
", ",mostlybf-f160-4f21-9238-0a547fa3d8dd,KnowledgeDomain:KnowledgeGraphTriple,"moderatederv, ",concept,influendic,Shona,2024-03-07 12:36:00,strong,object_,concept,context,historical
symbolic_type,mostly25-972e-4425-84b7-036345ca90be,KnowledgeDomain:KnowledgeGraphTriple,Sc,place,_{,Yoruba,2024-07-03 01:24:00,moderate,knowledge_type,place,is,current
historical,mostly5c-d47f-41fa-b8dd-da3793f35e3c,KnowledgeDomain:KnowledgeGraphTriple,E,concept,: ,Oromo,2025-07-03 10:23:00,strong,:00,place,"historical-1.0816,-10.261T4,0.6,-0.77",historical
primary_aspect,mostly33-9360-4b3f-b6a0-ce53b3c2096d,KnowledgeDomain:KnowledgeGraphTriple,knowledge_strength,organization,: ,Igbo,2024-05-17 23:50:00,moderate,Amharic_type,organization,relationship ,current
neural_graph ,mostly61-0628-4d0a-a8ba-80e77efcf784,KnowledgeDomain:KnowledgeGraphTriple,,place,symbolic,Igbo,2024-11-19 17:12:00,strong,strong,place,: ,historical
subject,mostly26-77bc-4126-93a8-30e1b1440e61,KnowledgeDomain:KnowledgeGraphTriple,temporal_graph,cultural_element,person{,Amharic,2025-04-30 23:10:00,moderate,context ,person,", ",historical
recorded_graph,mostly17-314c-4cdc-bc43-9ae1814dddab,KnowledgeDomain:KnowledgeGraphTriple,primary_representation,place,relationship__,Swahili,2024-12-13 10:38:00,strong,concept,place,: ,historical
subject_at,mostlyed-75e8-4d73-bd8f-40d71e6cca9f,KnowledgeDomain:KnowledgeGraphTriple,symbolic_strength,object,", r",Swahili,2024-12-08 00:59:00,strong,} ,concept,", ",timeless
place,mostly0c-bcdf-471f-adfe-20efdad2d3c5,KnowledgeDomain:KnowledgeGraphTriple,temporal_type,cultural_element,,Swahili,2025-04-30 22:27:00,moderate,", ",concept,place,historical
is,mostly9b-3621-4ec6-9ddb-8a11da7840fc,KnowledgeDomain:KnowledgeGraphTriple,historical,place,place,Zulu,2024-05-23 02:04:00,weak,: ,person,Eat,timeless
subject_type,mostly27-0af0-4aff-8e06-dea642d56505,KnowledgeDomain:KnowledgeGraphTriple,K_embedding in,concept,object,Zulu,2025-09-01 04:34:00,strong,subject,cultural_element,: ,historical
subject_representation,mostlyab-befb-4be4-84c7-ed2cfcd0e61d,KnowledgeDomain:KnowledgeGraphTriple,}} {,place,object_,Swahili,2025-09-29 17:32:00,strong,neural_graph,place,historical,current
recorded,mostly0c-44f5-433f-b0c0-5873e4b8c9fd,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,place,Swahili,2024-07-10 14:22:00,moderate,: ,organization,Gie s and c and,historical
