activity_type,age_years,description,developmental_milestone,emotional_development,id,labels,lesson_learned,location,primary_language,proverb_or_wisdom,recorded_at,social_context,symbolic_logic
creative,5,: ,Es,resilience,mostlycd-540b-4bff-be93-2a5dc28f29d3,Childhood:KnowledgeDomain,P ,respect1 s).,Zulu,", ",2025-08-26 02:33:00,recorded_development,", "
game,7,",0.5309,0.40.",cultural,resilience,mostly4c-e6ff-4fa3-a7a8-e09a2a7730b8,Childhood:KnowledgeDomain,"---074T60421, then.701,-030.7237,05,0.5,,0.17,-6,0.78907:1,-1.08191.351.8, and4-1.8,0.4-,0.02-.027T000909,1.12, {",", ",Amharic,If,2025-09-06 09:54:00,recordedor_at,social_context
cultural,4,Hausa_logic,lesson_or_wisdom,respect,mostly19-7ef2-4158-8565-d02c3b3487f0,Childhood:KnowledgeDomain,,P_at,Amharic,emotional_context,2025-05-11 07:19:00,confidence,primary_developmental
storytelling,11,,social_context,confidence,mostly23-98dc-40ce-ae27-831942bbcc6e,Childhood:KnowledgeDomain,_: ,",_ the",Amharic,If,2024-08-25 16:49:00,developmental_logic,age_logic
creative,3,Rprimary.,"M-09.04,0.07,,0.",cooperation,mostlyf3-03b4-4052-97dc-d72a4f9ef51a,Childhood:KnowledgeDomain,E,: ,Swahili,,2025-05-05 06:24:00,: ,":, "
creative,11,", {",H.,confidence,mostly03-076d-47f2-be07-c3c11b057690,Childhood:KnowledgeDomain,location,social_at,Igbo,2024,2024-08-25 02:25:00,primary_years,Amharic
cultural,9,"If thews c es, then toaor,0.12",If_orys andgal he st ps cesal a and.,confidence,mostlye0-4ed1-454c-83ba-690f194c30a5,Childhood:KnowledgeDomain,proverb_wisdom,lessonactivity_wisdom,Igbo, {,2024-12-26 16:29:00,If,", "
creative,11,If the,lesson_,curiosity,mostly21-b081-4467-98f3-eef2df55aa8a,Childhood:KnowledgeDomain,developmental:: {,K,Yoruba,", ",2024-09-14 17:47:00,M}} {,
storytelling,9,}} ,agedevelopment,confidence,mostlyb7-eb63-4ff8-b423-2b71efea380b,Childhood:KnowledgeDomain,E_or {,", ",Oromo,activity_milestone,2024-04-02 09:22:00,", ",}n-281.
game,11,neural_logic,Sm.,curiosity,mostly77-dd97-4008-8eef-6c26be9f9d2d,Childhood:KnowledgeDomain,neural_language,recordeddescription,Swahili,neuralor_or,2024-09-09 19:02:00,",--004.5.,1.709,",emotional_learned and
creative,8,social_years,", ",respect,mostlydf-fe30-4152-b1c8-aebfba572dfa,Childhood:KnowledgeDomain,",-1or.120217,12T-70,60.19404, ",2024_emotional,Igbo,symbolic_embedding,2024-06-27 13:59:00,Cs fs sp k pes with masa and,"Zulu-:00--020518.3091,-60."
physical,10,: ,description,curiosity,mostly57-a32a-43b5-8b43-b991c4953ba3,Childhood:KnowledgeDomain,If,Iad,Amharic,", ",2025-09-12 22:01:00,",_., ",C
creative,8,location,Ifrear a;alen,cooperation,mostly09-c89f-4456-be66-035ab64cf810,Childhood:KnowledgeDomain,P_aty,", ",Igbo,: ,2024-03-26 01:07:00,age_or_at,E_at 
cultural,4,proverb_context,"symbolic_,1",respect,mostly12-63d3-47f0-af73-7b630c0de3bf,Childhood:KnowledgeDomain,location,", ",Amharic,symbolic_context,2025-04-22 08:56:00,"neural, ",social_development
play,8,"developmental_at, ",: ,creativity,mostly87-724b-44f0-8713-d68d8dd02d5c,Childhood:KnowledgeDomain,,developmental_development,Hausa,symbolic_language,2025-05-20 00:08:00,primary_wisdom,: 
cultural,5,} (,", ",creativity,mostlycd-318e-44d1-a855-31e746578d2c,Childhood:KnowledgeDomain,: ,neural_years,Zulu,: ,2025-02-25 09:40:00,} ,location
creative,12,social_context,emotional-_Tmilestone,confidence,mostlyf9-a85b-4c5f-b92b-f64dc8b1addd,Childhood:KnowledgeDomain,recorded,: ,Zulu,neural_logic,2024-08-26 06:38:00,", ",P_wisdom(p a with..
play,4,lesson ,If the{{.,respect,mostly75-c084-4077-8cc7-9684deb2f9d7,Childhood:KnowledgeDomain,proverb_or_},If.,Swahili,If,2024-02-04 02:59:00,If1tss tu.,}
physical,8,H_logiclearned,lesson,cooperation,mostly76-9bd6-479f-9aee-0b124c7174c4,Childhood:KnowledgeDomain,P ,age__logic,Igbo,", ",2024-05-04 00:54:00,", ",If 
game,5,lesson_or_wisdom,lesson_logic,cooperation,mostly74-db0c-44b6-bd75-65a89b8387c1,Childhood:KnowledgeDomain,I,", ",Zulu,"20240.913,0.57",2024-02-24 04:14:00,P,2025 
game,4,descriptions,2024-26_.,cooperation,mostly98-2b37-4f24-938b-2c8804599963,Childhood:KnowledgeDomain,C ,Amilestone,Yoruba,lesson_years,2025-08-09 06:06:00,,social_at
storytelling,11,Tmilestone_development,activity,cooperation,mostlyc0-b553-474a-be44-3fd72c797d84,Childhood:KnowledgeDomain,If,proverb_years,Shona,Pkspginga andal s seni.,2024-07-10 03:43:00,Swahilipugrd f,: 
game,6,social_context,S_embedding,curiosity,mostly93-ead8-4520-b911-24b411602f48,Childhood:KnowledgeDomain,,,Oromo,recorded,2025-03-31 15:21:00,social_context,neural_type
creative,3,social,recorded_context:,resilience,mostlyf9-00b2-4449-b324-e3653529a4db,Childhood:KnowledgeDomain,location,: ,Igbo,"}-0.15, 2",2025-09-28 19:43:00,,If
learning,11,primary,S_development,cooperation,mostlya3-ba25-4a92-847e-03dd26f3d094,Childhood:KnowledgeDomain,lesson_languageat1,,Swahili,R: ,2024-09-11 23:32:00,confidence ,lesson_wisdom
physical,9,activityneural_language,"Rs0.631-0.25,1.050,-1..",creativity,mostlyde-64d6-483c-8838-54ececdf4a39,Childhood:KnowledgeDomain,activity ,Mdevelopment,Oromo,symbolic_type,2025-05-30 08:18:00,P,Prr 
play,11,social_embeddingor: ,_embedding,cooperation,mostly4b-ffb3-48ed-9f84-03831b7d3aea,Childhood:KnowledgeDomain,", ",emotional_years,Yoruba,", ",2025-07-05 15:16:00,", ",C_-9 the_-1
game,11,recorded_type,lesson_logic,respect,mostly4f-5f8b-4ac5-be3f-984e28806eca,Childhood:KnowledgeDomain,proverba_logic,,Yoruba,O_wisdom,2024-06-06 12:55:00,neural_-or- ,S_type
learning,5,,,resilience,mostly90-b136-48ae-9bbd-d697d5667850,Childhood:KnowledgeDomain,", ",symbolic_years,Igbo,_type,2024-02-25 07:05:00,description,activity_learned 
game,5,proverb_or_at, ,confidence,mostlyaa-906a-4098-97dd-d988339edd34,Childhood:KnowledgeDomain,", ",-00,Zulu,,2024-01-02 21:55:00,emotional,"Ifrin,"
play,5,lesson_or_wisdom,age_wisdom,cooperation,mostly4e-8ab5-436b-9da2-7296caa07169,Childhood:KnowledgeDomain,R ,social_type,Zulu,_language,2025-09-28 19:43:00,"ageesore,0. ",: 
cultural,4,C_type,primary_logic,confidence,mostly62-6a2c-4d5e-856d-f99daa40ff90,Childhood:KnowledgeDomain,Amharic,neural_context,Yoruba,lesson_type,2025-03-31 03:26:00,E_or_ ,proverb_type
play,3,C_wisdom,developmental_milestone,respect,mostlye5-abac-42ba-ad3e-010c360c585e,Childhood:KnowledgeDomain,proverb_learned,respect,Oromo,: ,2024-11-28 15:37:00,age_milestone,learningT_i00
play,3,: ,If: 4 ,empathy,mostlyb4-9075-4a79-9497-97c89dca8a53,Childhood:KnowledgeDomain,developmental_type,recorded_learned_learned,Amharic,proverb_or_development:,2025-06-28 09:28:00,Swahili_,developmental
storytelling,11,lesson_logic,location ,confidence,mostly08-4506-47cf-8429-1b7d33a5f49a,Childhood:KnowledgeDomain,social_development,R ,Swahili,,2024-07-08 17:43:00,social_or_language,age_development
social,11,", ",C_language,respect,mostly14-4b45-41b7-9bac-1da46197f6bb,Childhood:KnowledgeDomain,Zulu_language,activity_logic,Amharic,M,2025-05-30 16:45:00,developmental__wisdom,respect
social,7,,neural_language,curiosity,mostly47-7b95-49cd-8d29-77ec6ef9e090,Childhood:KnowledgeDomain,emotional_at,neural_childhood,Shona,cultural,2024-05-07 16:20:00,", ",:.
creative,7,proverb_embedding,If0.,empathy,mostly07-b36b-4186-878d-17b132f2b029,Childhood:KnowledgeDomain,learning,", ",Igbo,primary_development,2025-05-08 17:21:00,activity_wisdom,}} 
learning,6,childhood,",-17_embedding",confidence,mostly4d-6851-4d6a-91b8-7b1f8b99a7ed,Childhood:KnowledgeDomain,Hausa the,", ",Hausa,"2025-03,-70",2025-01-26 02:19:00,", ",
social,7,P ,"Sd f toiipy t and too andaa;aal ed bar-p withu,-0.4482,0.69,-0.0.58,-1.5892929,-0.712257,, ",confidence,mostly15-bfda-478f-a288-8fa9b5186b43,Childhood:KnowledgeDomain,description,"symbolicksal, and; h ptiena m by btsh s)kwar st",Swahili,: ,2024-08-26 13:35:00,social_logic,age
learning,6,primary,F,respect,mostly6f-c1ba-43b4-88f2-786c802dca37,Childhood:KnowledgeDomain,P,C {,Hausa,description,2024-09-17 00:38:00,}} ,-
physical,3,lesson {,Amharic,confidence,mostlyf8-d044-46e5-ab5d-ddf33df7f7a3,Childhood:KnowledgeDomain,", ",description,Zulu,If,2024-08-19 16:11:00,H.,C 
social,8,neural_type,If,respect,mostly7a-1a8d-4126-a00d-25f50b6ce196,Childhood:KnowledgeDomain,social_type,If the,Shona,emotional_logic,2025-04-15 23:16:00,}_embeddinge {,symbolic_context
physical,4,", ",A_,cooperation,mostly63-4cc8-478b-8d44-7f3fd255f19d,Childhood:KnowledgeDomain,developmental_wisdom,:,Oromo,} ,2024-05-10 21:10:00,childhood,location
cultural,7,2025_language,"lesson_,: ",respect,mostly94-5fbe-4b71-b178-b9dbda58d6e0,Childhood:KnowledgeDomain,2025 ,: {,Zulu,learning,2024-12-26 06:55:00,: ,emotional} {
social,5,", ",respecti,cooperation,mostly93-c132-4ab1-b482-a321515da721,Childhood:KnowledgeDomain,"If cs., theningor,-0.6-8-07,80.298,0.1548,0238,,03181109-,-0.411,0,2.0060,1.381,0.2304957",age_context,Zulu,proverb_years,2024-02-18 08:07:00,lesson_ore: ,activity_
game,7,Eaninuanorshm bpo ws and ae sstedal t.,age_milestone,respect,mostlyd9-4a75-4072-8ab0-ca91867e16ae,Childhood:KnowledgeDomain,: ,neural_at,Amharic,recorded_logic,2025-09-28 19:43:00,neural_or: ,"confidence, "
cultural,12,lesson_,activity_at,respect,mostlye0-1cc6-4de0-b0a5-af6bc9cb4219,Childhood:KnowledgeDomain,,P ,Yoruba,description,2024-06-30 03:45:00,age_years,If
game,8,2024,primary__,empathy,mostlyad-90fb-41af-baff-ca13f37337f0,Childhood:KnowledgeDomain,socialactivityk.,emotional_learned,Igbo,proverb_embedding,2024-07-04 02:37:00,emotional{,developmentalsymbolic_wisdom
cultural,6,primary_or_embedding,"B_,-0.23.188,11.82,-0.T1501, ",resilience,mostly9a-375c-4ec4-b621-5828e30637f2,Childhood:KnowledgeDomain,}symbolic_context,emotionaltype,Hausa,_,2025-03-24 02:31:00,I,location}in.02
game,5,: ,C_at,creativity,mostly71-98be-4b96-b193-0c1974a357c9,Childhood:KnowledgeDomain,M and_at ,emotional_embedding,Zulu,respect.,2024-01-27 19:08:00,", ",If a o
learning,7,description,If the theg andedat,respect,mostly97-ec40-4739-853f-b486b939781b,Childhood:KnowledgeDomain,proverb0.,description,Amharic,N:s,2025-03-23 05:10:00,activityactivity thee,age
game,3,}eg,emotional_at,resilience,mostly9b-8ac9-4883-ab49-516de9c41272,Childhood:KnowledgeDomain,"emotional,_wisdom",,Shona,neuraltype,2024-05-11 05:37:00,,R 
creative,8,"social, ",childhood,respect,mostlyc1-3fee-4754-9b9e-8832c78c6629,Childhood:KnowledgeDomain,: ,social_milestone,Hausa,age---0.031.,2024-09-28 14:49:00,age_at,", "
social,6,S ,C_.,respect,mostlye4-3ba7-4402-8982-6c3847386a14,Childhood:KnowledgeDomain,social0,_context,Oromo,: ,2025-03-15 19:22:00,", ",",00"
play,10,"P, ",Amharicars theuebp;ets; thesan.,curiosity,mostly90-fd9a-4829-b76f-074a711614aa,Childhood:KnowledgeDomain,C_learned: ,age_language(,Zulu,K.,2025-04-27 22:55:00,2024: ,:}
social,10,",",recorded_at,respect,mostly13-93d5-451d-90c6-146580454da7,Childhood:KnowledgeDomain,"Sem in),.",social_language,Amharic,M,2025-03-10 19:19:00,"Ifan{ c aa atr k, aoa",", "
storytelling,4,lesson ,lessonor_at,resilience,mostly92-b1a3-4b33-9a7b-69a0fdb27297,Childhood:KnowledgeDomain,lesson_at,location_years,Swahili,emotional_wisdom,2024-04-30 13:38:00,A_language:,lessonorging aenerin andy thell;o to mal
social,8,primary_development,: ,curiosity,mostly50-3c58-4ccb-bb75-1ff7232d1ee7,Childhood:KnowledgeDomain,: ,,Swahili,-1.3954,2025-02-28 19:51:00,{,respectk
physical,10,symbolic_logic,recorded_logic,empathy,mostlye0-df0f-40f2-83c2-afd7ec072ac0,Childhood:KnowledgeDomain,"Fs-0.2,1.26309,-0..4,051.15177,0.",neural_learned,Igbo,A ,2024-11-19 01:47:00,", ",location
cultural,6,", ",,respect,mostly48-3000-4676-aba8-123afc6e5d0f,Childhood:KnowledgeDomain,neural_learned,"2025 a-907,0.",Zulu,2024- {,2024-01-03 04:02:00,If thes.,primary_learned
cultural,7,age_or,recorded__wisdom,cooperation,mostlya1-7c1a-4c91-af12-4d3e270195ae,Childhood:KnowledgeDomain,: ,lesson_at,Yoruba,If f a withara ,2024-01-28 18:30:00,proverb_milestone,symbolic_development.
physical,5,recorded,symbolic_learned{,respect,mostly24-710e-4d4d-a313-03e548837363,Childhood:KnowledgeDomain,symbolic, ,Igbo,primary_at,2024-08-10 17:50:00,"20242 to, ",: 
play,5,description,neural_,cooperation,mostly8f-7575-482b-8e81-5bad2083c9f1,Childhood:KnowledgeDomain,,}_learned,Zulu,Ifes with.,2024-02-21 06:05:00,location,"},"
play,3,emotional_type,}: ,empathy,mostly9c-8889-4d33-ac02-6f33e2d5edb9,Childhood:KnowledgeDomain,,: ,Zulu,Zulu,2024-06-01 15:42:00,neural_type,proverb_}
social,5,socialandit a mane,"neurale, ",cooperation,mostly0b-3eca-44db-a367-63d8585ed1c9,Childhood:KnowledgeDomain,lesson_at,"2025--,-0.1980223757}, then.9.0927.",Igbo,",-0.3082471,,1.2709-1.60204,0.316,0.",2024-08-30 03:08:00,social_language,C}and 
learning,9,location,Ifd thek ,curiosity,mostlyf3-8bcd-4ba7-a41d-fcf09c35b4af,Childhood:KnowledgeDomain,respect1.,learning,Hausa,location,2025-04-21 14:57:00,recorded_learned,P-mar;ales p hu thes.
social,3,Ioresing {,}_learned,cooperation,mostlyb2-1425-43e4-9df8-34c24630b6c8,Childhood:KnowledgeDomain,childhoodesat {,202502,Oromo,R,2025-09-09 17:01:00,symbolic,developmental_embedding
play,8,"2024--0T21, ",,resilience,mostlyfb-ecb9-4889-866f-e268c31bb43f,Childhood:KnowledgeDomain,,", ",Shona,: ,2024-03-30 06:19:00,2025 {,developmental
play,5,learning,C_wisdom,cooperation,mostlyce-a079-4c41-9e2f-d73126e0bcd4,Childhood:KnowledgeDomain,description,", ",Zulu,{,2025-04-07 02:58:00,}_wisdom,If thepa anda 
physical,10,", ",:e_,resilience,mostlydb-798f-4031-940a-72765ad60d2e,Childhood:KnowledgeDomain,: ,social_context,Amharic,cultural,2025-04-19 15:03:00,"emotionaland r) c,m thesyas, thenc.t4-5,-0.14,.059-1,.63,-, ",Amharic
cultural,12,{,description,respect,mostly7e-bce4-4bbf-8fbc-57cbeea20bc7,Childhood:KnowledgeDomain,O_wisdom,activity_at,Yoruba,social_embedding,2025-05-05 10:40:00,recorded,", "
storytelling,7,: ,"Cas,l agy.",respect,mostlyab-446d-4691-bde1-2c6e27624159,Childhood:KnowledgeDomain,proverb_development,proverb_years,Hausa,primary_wisdom,2024-09-16 23:37:00,respect,respect
play,11,activity0.,2024_wisdom,confidence,mostlyc8-6387-4ac1-aad6-a1dec97b898c,Childhood:KnowledgeDomain,: ,age__embedding,Zulu,"P a the andcttinginger; inp and, andts the wo in ",2024-08-27 23:05:00,"proverb_u,-0.",play
storytelling,12,P,T_neural_logic: ,creativity,mostlyf6-2734-4250-8949-1be7b2e22f90,Childhood:KnowledgeDomain,", ",R,Zulu,B ,2025-08-28 05:06:00,location,play_context
creative,8,Moror,R ,creativity,mostly7d-fdd2-4920-9687-76131a4853a0,Childhood:KnowledgeDomain,developmental_embedding_wisdom,: ,Igbo,: ,2024-01-26 14:29:00,"--0.7699,0.,-0.6,0.0407",M 
learning,6,age_learned,If ,curiosity,mostly47-08ea-4324-82b4-2269193156b4,Childhood:KnowledgeDomain,If_logic(Tal sesing ,"age_-0.099-7,0.26455, ",Yoruba,social_context,2025-08-16 13:15:00,F,2024 
learning,4,Hausa,", ",curiosity,mostlyba-0224-4727-893c-6cbeb1c47766,Childhood:KnowledgeDomain,E,primary_at,Hausa,", ",2025-05-20 17:29:00,", ",childhood0).
cultural,7,activity_logic,social,cooperation,mostly51-6d68-4963-b572-8fbe58a652e9,Childhood:KnowledgeDomain,"lessonar, ",location,Oromo,: {,2025-06-30 23:11:00,,Nlanguage
play,7,S ,primary_at,cooperation,mostly2e-0974-4caf-89d3-32ca03a58c73,Childhood:KnowledgeDomain,", ",C ,Amharic,location,2025-06-01 01:42:00,respectt heses).,social
storytelling,6,: ,primary_at,cooperation,mostlya2-ff65-43d4-8184-a1ed5330f9b6,Childhood:KnowledgeDomain,Amharic,", ",Igbo,description,2024-08-17 16:26:00,,social_at
play,10,", ",primary_ ,respect,mostlyea-4950-476f-a4bb-de8c2b9bd86b,Childhood:KnowledgeDomain,} ,primary_milestone,Swahili,,2024-03-05 18:09:00,respect,If 
game,3,social_milestone,", ",confidence,mostly75-39b5-4d65-a5da-c3a88803f820,Childhood:KnowledgeDomain,description,respect,Hausa,E_at,2024-12-01 06:35:00,Ringa ser ap,symbolic_years
cultural,7,activity_years,description_oror,resilience,mostlydb-a0da-4194-997b-23b9a57f065f,Childhood:KnowledgeDomain,Amharic,neural_language,Amharic,", ",2025-08-10 19:02:00,recorded_or,: 
learning,9,location,lesson_learned,confidence,mostly5f-50b2-468d-bc7b-7171a7e92a30,Childhood:KnowledgeDomain,proverb_learned,U,Zulu,R,2024-06-07 09:35:00,lesson_milestone,"lesson_learned., "
storytelling,6,social,", ",confidence,mostlyca-769c-40bb-b882-fc63fc7efc1d,Childhood:KnowledgeDomain,,P_,Yoruba,"Mlporaak,.51, ",2024-08-27 07:07:00,"2024,--1.",proverb
game,3,N_logic,: 0,empathy,mostly7a-2c74-4b33-8800-0a06e1bcff39,Childhood:KnowledgeDomain,respect,", ",Hausa,social_logic,2025-04-12 03:33:00,Moreda,description
play,3,recorded_learned,If,cooperation,mostly55-4138-49c1-9522-d4143d5d3426,Childhood:KnowledgeDomain,,social,Swahili,,2025-06-16 21:35:00,social_context,_context
cultural,6,primary_years,If theyed.,resilience,mostlydc-2bc4-4245-8d04-20fd2a15aee5,Childhood:KnowledgeDomain,",0.-01",: ,Hausa,,2025-08-20 06:16:00,K: ,2024_development-
social,8,activity_ ,learning ,respect,mostlyc8-3d89-4a4c-b296-3354dd6638a0,Childhood:KnowledgeDomain,"2025-08,1.07078T9,-1.",age,Zulu,lesson_logic,2024-08-16 02:32:00,neural_at,", "
cultural,7,"T},1.",activity_logic,respect,mostly5d-1c86-420f-938f-931b4e0adf59,Childhood:KnowledgeDomain,}l,: ,Amharic,", ",2025-02-13 17:00:00,neural: ,: 
creative,8,social_at,lesson thear sed t a f tti withan and m c; in(es a-yyhw-.,curiosity,mostly29-f59d-417d-9534-69f23420478c,Childhood:KnowledgeDomain,Hs {,: ,Oromo,"2024, ",2025-04-18 13:49:00,neural_at,", "
play,4,If_context,S_wisdom,cooperation,mostlycb-6571-468a-b20f-e5ed077d2c5b,Childhood:KnowledgeDomain,location,proverbactivity_at,Zulu,location,2025-06-04 14:34:00,}}ti_development,"symbolic, "
social,11,age_development,primary_years,respect,mostly25-8cd1-4b2b-a4c5-2df99a1325f3,Childhood:KnowledgeDomain,2025,age_wisdom,Shona,symbolic_years,2024-06-24 18:01:00,neural_at,Amharicen.
cultural,12,proverb_or_wisdom,}}{,confidence,mostly45-285a-434e-8c66-807be58558a9,Childhood:KnowledgeDomain,age_language,R,Yoruba,primary_language,2025-01-08 12:38:00,respect,confidence
cultural,12,}{,,respect,mostly14-7dac-4a37-a0e3-1a506b65ac45,Childhood:KnowledgeDomain,cultural_context,social_ ,Yoruba,primary_learned,2024-07-14 12:19:00,location,primary_embedding
learning,6,{,", ",curiosity,mostly2c-b88c-4e75-b666-5545c9d811fc,Childhood:KnowledgeDomain,S_years,", ",Hausa,", ",2024-09-09 02:16:00,social_embedding,location
learning,11,respect: ,C_at,curiosity,mostly87-2b33-4edd-acb5-464f82309ea2,Childhood:KnowledgeDomain,symbolicmsk atsuk-al,Hor and,Igbo,Ifinu thetyesu.,2024-01-21 01:42:00,2024-05-T03: ,If 
game,5,social_wisdom,Amharic,confidence,mostlyfa-6e19-471e-b3b5-d75646f85038,Childhood:KnowledgeDomain,", ",F_or_years,Zulu,"Batppo ks) withsinar ws andoerk fu tots,-00ic.",2024-05-02 19:15:00,: ,P
social,9,If ssara fings.,developmental1,respect,mostly17-f9c9-498b-a064-e9ee0d293e97,Childhood:KnowledgeDomain,: ,location: {,Amharic, {,2025-09-21 05:21:00,If ,} 
creative,7,S ,age_or: ,cooperation,mostly1b-72c5-48a2-8e9e-f915f6d94686,Childhood:KnowledgeDomain,If youleserinen h fingyeruing ca.,N ses,Zulu,activityembedding.,2025-01-10 22:21:00,recorded,Swahili
game,3,B{,_wisdom,cooperation,mostlycb-6dd3-45da-a8de-c4bec34d72a7,Childhood:KnowledgeDomain,developmental__context,2024type.,Hausa,2024,2024-10-23 22:38:00,If_language,"lessonkruo, or"
play,7,proverb_wisdom,S-_years,curiosity,mostlyc1-7a26-47ca-8679-432a6c952f1e,Childhood:KnowledgeDomain,", {",Hausa,Amharic,age_embedding,2025-09-02 16:53:00,C.,: 
social,12,2024,Amharic,respect,mostlyd5-d118-4a1f-846a-55a754008878,Childhood:KnowledgeDomain,primary_learned,proverb_logic,Yoruba,proverb_years,2024-09-05 13:32:00,_.,primary_development
social,8,proverb ,proverb_learned,respect,mostly85-0bed-4330-aecc-6fc00c584bde,Childhood:KnowledgeDomain,_type,,Igbo,: ,2025-02-12 03:45:00,developmental_milestone,age_language
play,12,activity ,lessonerie and m; andes in m.,creativity,mostly30-c054-4557-bfa8-5ec05bd84e4f,Childhood:KnowledgeDomain,: ,", ",Hausa,neuraland and teso a.,2024-08-21 10:32:00,H,primary_language
cultural,5,location,,cooperation,mostly84-8ca5-4f4f-9dbc-0fbadad6d05f,Childhood:KnowledgeDomain,B_.,: ,Swahili,lesson_wisdom,2024-02-28 12:24:00,Amharic_learned,", "
play,4,, {a,creativity,mostlyf4-2b3d-4f99-b85e-e7814155de1e,Childhood:KnowledgeDomain,activity,: ,Zulu,"If,--0.577T,0",2025-02-16 04:55:00,R,primary_type
learning,8,age_type,2024,curiosity,mostly48-d9bc-447c-83cc-a8833e2629ee,Childhood:KnowledgeDomain,"location,_language","Ifw in m b- to in bae,s the then in a s hsess med sc andc h,-02w-1.137,1.-0700.,-0..0.9903,-.26291,0.",Hausa,recorded_learned: ,2024-03-16 20:55:00,", ",P_language
storytelling,9,location ,symbolic_,creativity,mostly97-54e7-4b73-a231-a6717600a4d8,Childhood:KnowledgeDomain,primary_wisdom,social_development,Igbo,proverb_milestone,2024-08-05 14:50:00,", ",play (
physical,6,,"neurales, ",resilience,mostlybd-f52b-4dce-8812-3ce136f72ec6,Childhood:KnowledgeDomain,location,neural_type,Oromo,E_type,2025-06-30 19:51:00,Bi tes andsalt stkyso haing ,neural_embedding_or
cultural,12,recordedchildhood;),", {",respect,mostlye6-3aea-47c0-a6b3-a9f578c5ae38,Childhood:KnowledgeDomain,S_embedding,age_development,Hausa,: ,2024-05-30 01:11:00,", ",2024_at
cultural,7,2024_development,neural_embedding,respect,mostly56-6b68-4412-8148-8120447a203f,Childhood:KnowledgeDomain,proverb_at,activity_,Amharic,T_language,2024-08-02 00:47:00,{,description
