id,scenario_domain,primary_language,setting,description,challenge_faced,solution_applied,resources_used,outcome,location,symbolic_logic,transferable_insight,neural_embedding,recorded_at
mostly91-f597-4632-8211-d250154ff12c,education,Oromo,urban,primary_T,M,", ","resources_-ka03 wa na kul1.,-0.052,-0.60,1.24,TT.,--0.85, ",scenario_faced,", ",outcome,neural_logic,: ,2025-03-21 20:46:00
mostly36-41a1-4610-983f-50a20c5f9647,transportation,Hausa,coastal,"2024, ",: ,B,outcome,neural: wa,U,,"}, ",scenario_embedding,2024-07-01 06:17:00
mostlye0-0355-4dbd-9841-83e3a6bd60d2,agriculture,Oromo,rural,environment,transferable_ata,2024used,Kitiwaba amr.,neural_e, ,: {,setting,", ",2024-07-12 11:10:00
mostlya1-fbae-4265-9b6a-e65d5317d351,logistics,Shona,coastal,2025u.,"real,0.",", {",2024a,Ma{uleukasiatkorisdaekrm,:_life,If_applied,A uap za wamaba na wa muda ya za u na wari wa,", ",2024-06-18 14:35:00
mostlyb8-df04-4aa3-a03a-85c9351001d9,healthcare,Swahili,peri_urban,:insight,challenge_used,challenge_life,: ,location,2025a waba,K.,"resourcesekaa, warr, ",neural_life,2024-09-18 05:27:00
mostly35-d365-42f2-bcf6-e53a97080b5d,entrepreneurship,Oromo,urban,outcomeliapplied,resources_language,"M-108.,-0-T041169,.2,.",: {,transferable,: ,"A-,-1.7649,-2.0.",solution.,outcome,2024-05-28 22:27:00
mostly09-1894-45ed-9b86-1dc572777187,healthcare,Hausa,urban,"urban, ",", ",Ki,", ",primary_logic,,},", ",2024 a_language,2024-05-02 04:57:00
mostly23-30a3-42f3-a2bd-3d30e38a2d8a,education,Zulu,peri_urban,"healthcare wa yae, wati ku kis kwasioanta kwa, wasiki n-",,", ",,"K, ",solution_ ,description,neural_embedding,setting,2025-09-13 21:31:00
mostly51-de4d-441c-ac89-ff4264ae909b,finance,Amharic,urban,",",: ,: ,2025_logic,setting,"real, ",setting_{,symbolic_ wa,outcome,2025-07-09 20:07:00
mostlyc9-18c9-4a36-9a91-db75df89a4f6,education,Zulu,peri_urban,location_: ,2024_,resources,outcome,,", ","challenge-00.0,0.00",,real_at,2024-10-17 21:30:00
mostly54-d95e-4aa0-8803-00e8feecf79b,education,Swahili,peri_urban,: ,neural na u: ,",",: ,urban,2024_d,recorded,resources_domain,urban,2024-02-11 08:12:00
mostlyc8-a42f-49c2-a875-3d8121773c76,logistics,Hausa,urban,urban,U0 wa ku na,A,", ",scenario ,}},: ,S,location,2024-08-08 14:18:00
mostlyd0-2f42-4523-bd9e-2791b2f131b2,education,Igbo,peri_urban,", ",,symbolic{_logic,If,"Mi, ",,recorded_,"Ma.tan,inwa wae",: ,2025-05-25 04:22:00
mostly66-50fe-4f56-a32c-3f97032142e4,finance,Oromo,urban,"If1.4,1,-1.7:,0.1,01.0756,0.071,.021,0 a, ",D,transferable_at,"If, {","healthcareat wa wa m n wa kuaa ki u uad wa uka yak,.",neural_applied,,: ,-a:00,2025-08-20 23:43:00
mostlyc3-0525-4962-a35d-e73cd982d0a3,education,Hausa,rural,If,", _embedding",}_used,K_used,rural, ,,2024,outcome,2024-06-20 12:36:00
mostly70-811c-49d8-9103-b0060aba5f32,education,Oromo,urban,scenario_i,,Ki na was,U ,"Ki-1Ta,-0..53,-07.011,-5 wa,00.5302.79--0.91,-,01.043702, ",:00,finance,transferable_life,settinga,2024-04-21 01:43:00
mostly41-102a-474e-a36b-c0def6348f71,finance,Oromo,peri_urban,:00,neural,primary_language,202508,Ma,urban,A_domain,scenario_logic,", ",2024-07-21 07:31:00
mostlyb7-0407-4d26-96cf-b513182eca02,transportation,Oromo,rural,symbolic_life,coastal,transferable_insight,setting,M_ na,", ",ruralu,recorded_faced,"educationaano ya wa waa aain, yaku wa ku wa mi ki isa na ka:p wa m wa.",2025-04-10 08:56:00
mostly74-580e-43f5-8431-583a01346599,transportation,Yoruba,rural,: ,", ",: ,A_,Ma_at,", ",real_language,Ni,challenge__insight,2024-03-20 07:48:00
mostlyf6-5ebc-4e46-b726-af64514fe699,entrepreneurship,Zulu,peri_urban,M,Kikaizi,}},description,":2024,-1.1608,136,0.78,9_0.",outcome,Ikiwa,setting,}U,2024-05-05 10:47:00
mostlya6-ed38-4100-b7c2-f43d9cc284d4,transportation,Zulu,rural,: ,: ,location,,", ",B-0.,symbolic_ mahirio,solution_embedding,neural_faced,2025-02-18 09:32:00
mostly00-0b4d-4850-9ed6-4f4604c38647,education,Zulu,urban,2025u-.T50018.18-04 ya}la00{0.,recorded_logic,,scenarioa,primary_logic,"K ya ya u m reli na  u,trig",", ",--0 ya2}: {,Uchallenge,2024-06-20 03:51:00
mostlye8-1e36-4436-bae2-47377c9b422e,entrepreneurship,Amharic,peri_urban,2025 ,_logic,202585,}scenario_domain,"A i wau akara, ",urban,setting,challenge_,education,2024-09-04 20:11:00
mostly89-0860-46ed-b2c5-94e530f59cd3,environment,Shona,peri_urban,2024embedding,scenario,symbolic_applied,recorded aata kus ,K wa,} {,setting_faced,"-0.7.36-14.:21.6,-14-1.59,-0.8705,-0..27T.0,-54-1827,-0.-,-1.4,-29_4,0.54.14,17","neural}2.23,-0.952.,0, ",2025-08-11 05:29:00
mostlydf-b199-4a8d-b155-fb9ff9d632d0,healthcare,Igbo,urban,,description,: ,resources_insight,neural_language,neuralsetting vyale,,"N-11ma.{, ",symbolic_embedding,2025-01-01 22:11:00
mostly29-3562-4094-8cc1-f8f3c10e95e4,logistics,Yoruba,urban,description,,", ",Ilogic u kwa.,challenge{,setting,"transferable_life: ya, ",", ",challenge_life,2025-07-12 11:57:00
mostly61-b7f2-4bb1-958c-54a8c4c82064,finance,Shona,peri_urban,} {,Ki_insight,scenario_,_at,neural_transferable u ya_{wa mali na- ,solution_domain,", ",solution_faced,K_at,2025-07-22 02:16:00
mostlyb9-4b23-4fc2-bff0-430827b7b455,finance,Shona,urban,description,M s ya yali.,"Unttizi, m ya nakutataos ku. ",primary_domain,I,neural: ,urban,"2024-.976,-0-.00.28,0.34,-0618T024:09, ",Mae ma nad.,2025-02-15 04:27:00
mostly5c-ebee-4149-9a20-74ca3dc96189,education,Shona,peri_urban,"Mtes,, ",solution_,2024.,"01..49,-0.288-1-08,0.3791,.7,.3,-0.17:1399-0.14, ya, ",}solution,primary_life,symbolic,location:{,challenge_life,2024-07-25 05:48:00
mostly51-4a3f-4176-843f-675a37319d99,healthcare,Oromo,coastal,D_applied,resources nat_ ,: ,outcome:_life,recorded_domain,D,primary_language ,", ",scenario_ ,2024-09-05 23:22:00
mostly2c-0685-4c83-8213-c41329794f39,environment,Oromo,coastal,neural_domain,location,neural,K,scenarioapplied_domain,symbolic_,Maku,challenge_usedapplied,}},2025-01-26 05:42:00
mostly1e-09d0-4a61-a5f0-54b2ae60354f,transportation,Zulu,urban,S ,recorded_used,symbolic_domain,KTlanguagewad,recorded_at: ,symbolic_domain,transferable_life,,M wao ya na a i.ziwa.,2025-01-08 02:07:00
mostlya1-e197-47c3-bc27-7cae26f995a5,healthcare,Amharic,peri_urban,"2025,ka.190,0.7328,0.,1.2,1.--0..37,0.9170,0.17,-1,1.812724,05.",,,Ku,location,A,Mi kur,scenario_embedding,: ,2024-07-05 04:54:00
mostlyb4-278d-4ee8-9ea8-13251f9b5e9e,transportation,Zulu,rural,: ,urban,: {,: ,,"primary, ",description,neural_used,description,2025-08-05 19:53:00
mostly7d-74fc-4a46-962f-a3e8a3899b46,healthcare,Yoruba,peri_urban,transferable_language,symbolic_applied,location,recorded_ila,K_insight,symbolic_logic,:,challenge_applied,: ,2025-09-26 02:57:00
mostlyd4-920b-4463-947d-d4254de0690f,entrepreneurship,Yoruba,inland,"D1Tala kuarisig,wa u",description,: {,: ,urban.,description,challenge_,", {",healthcare{,2025-06-13 11:37:00
mostly67-3f8f-498c-af17-83d29e4ee3e2,education,Shona,urban,solution_,"N, {",solution_at,primary_domain,"U, ",Solis wa wa,B: { ya,"2025-11-02, ",", ",2025-07-28 21:43:00
mostly9b-13bc-43c3-8bc1-b527ca495b6a,finance,Amharic,urban,: ,neural_life,M_applied,M,resources_insight}d,outcome a,_faced,Zulu,Ku wa vyamikaa ma wa na na wa yabat nali yakazizia wa,2025-03-23 16:16:00
mostly19-1d13-41e0-9448-cf2d793ae772,finance,Shona,urban,: ,recorded_urban,primary,",-: ",real_insight,", ",,"Ifp-6.9618-24,0,,1.1,-0.175,0.170047",challenge_ ,2024-09-17 16:05:00
mostly96-dc55-48d8-8e9e-101180edd780,entrepreneurship,Shona,urban,neural_applied,,scenario_i,S,healthcare,outcomet, ,U ,: ,2024-06-01 23:42:00
mostlybb-6608-45af-9786-e21aa94387c7,logistics,Swahili,coastal,,: ,2024-22:00,", ","}, ",: ,location,,setting,2024-06-04 17:57:00
mostly24-c931-442c-a1d7-fe5b46c0617f,logistics,Shona,coastal,: ,,If- ya1.4608:00,Wa{.,S,", ",description,neural_applied,"U, ",2025-07-06 14:13:00
mostly1e-1a41-49cb-be50-d5f7be762d8b,healthcare,Yoruba,rural,A,Ma,primary_life,"transferable-0.5305,0-4 ya.08, ",scenario,urban,Kat_ ,}domain,primary_domainlanguageat,2025-08-27 08:21:00
mostly38-5624-4392-b1d6-2171758e9963,finance,Shona,coastal,financeli ,Ma,coastal: ,resources_logic,setting,: ,", ",real_at,neural,2025-09-03 05:35:00
mostlyac-0fc8-460d-8a3d-fce740fbb630,environment,Zulu,peri_urban,Igbo ,"If att, ",}scenario_at,primary20243,location,outcome_real,Min,symbolic_at,0,2024-12-25 02:14:00
mostlyde-2493-4b22-b4d3-09d3c0e1479a,environment,Oromo,urban,Wa,"If na0.0641,10.4,, ",challenge_,location,If,transferabledescription,real_domain,description,recorded_ ,2025-09-26 02:57:00
mostlyb7-a0d3-43e9-a883-aa73035417fa,education,Amharic,rural,: ,challenge_used a,_logic,description,real_logic,transferable_applied,"urban,}","2024-T13i8 ya:raki a nam e, ",2024_faced,2025-05-08 23:38:00
mostly82-37fe-425e-a444-1648d1f2a0b4,finance,Oromo,urban,: ,real_life,solution_applied,recorded_language,A,_languagelife,location,: ,If,2025-01-12 05:29:00
mostly5a-5950-4e71-b5ec-b25f972f83ae,agriculture,Oromo,urban,",outcome",symbolic,"2025-0.533717,0.8152,-0.176,101.,-,-0.18427,0.-22,1.T,0.4","rural, ","challengeTwaziwa kua,mt ma zakanosada nada",primary_logic,transferableig_e-ili,real_applied,Ma,2025-09-26 02:57:00
mostly98-34e8-46d8-88d3-e4639616502a,finance,Swahili,urban,"challengeI,wa.",location,symbolicurban,: ,Ku,"U, ",primary_ {,A,symbolic_life,2024-12-24 15:37:00
mostly02-7be4-4e34-a0fc-2fdf8a22919d,environment,Shona,urban,Ifo ya m wa.,rural,real_,"A_embeddingili, ",-,_domain{,,Wa,solutionscenario_{,2025-05-10 02:04:00
mostlyf7-9e62-4514-ac8d-4f737a449c6a,education,Shona,peri_urban,real_embedding,,scenario_language,challenge,If_ ,environment-: ,: ,transferable_logic,neural_life,2024-08-09 00:43:00
mostlye6-b3ae-423b-8c18-6d7cad91dad4,transportation,Zulu,inland,finance,,"2025.0618, ",solution_at,Mia,primary_solution,location,description,recorded,2024-06-19 18:37:00
mostlyed-8c85-4730-88e3-beda82238627,education,Zulu,rural,}},", {",}n yaka,K,outcomei a,scenario_logic,recorded_life,Ma_used,Igbo,2025-07-04 21:43:00
mostlyc3-8614-405a-99d1-ea171791fe49,environment,Zulu,peri_urban,", ",}_outcome,", ",,scenario_faced,neural_life,_o ya_at,"}kai zat.,4-T,-0.,0.--370.0.28,,0.3462-2,",}-_logic,2024-01-30 06:30:00
mostly29-9cb1-4b1d-a614-4c4479117c42,education,Igbo,coastal,recorded_life,}solution_life,", ",location,} ,M: ,: ya,urban,description,2024-03-03 04:29:00
mostly86-f0c7-43d0-b1ae-59bbdac32e9c,agriculture,Amharic,coastal,solution_used,Ui wakaka wa zarakii ue i katika., ,: ,transferable_embedding,",.",: ,primary,U: ,2024-11-01 16:52:00
mostlye4-380d-4e6f-923b-73b11fddea43,education,Oromo,coastal,setting,scenario_used,M_ wa kuin.,", Zimbabwe2.08, ",", ",setting,:,",_urban",I,2024-05-25 02:18:00
mostly11-1711-4620-afc1-4062553ccd00,logistics,Amharic,rural,A,"2025-1.7-,0000",Ku,urban,: {,primary- ,: ,A.9,Izi wa kuitasikoko na mada naba wa.,2024-01-24 09:55:00
mostly31-2dc8-411e-be49-feef8139c520,environment,Yoruba,coastal,neural_life,recorded,Ma m uot-.6 ,description,outcome,recorded,: ,B,: ,2024-07-02 18:43:00
mostly84-0b6c-44d5-80a7-7bddeddf1b58,education,Shona,urban,I,I_faced,: ,Mifaced,real ,recorded_0wa,U ya,description,coastal,2025-07-11 00:41:00
mostly40-0f74-414b-8185-779e8e89f480,agriculture,Amharic,urban,M,setting,: ,setting,recorded ,recorded ,location,solution,", ",2025-09-26 02:57:00
mostlyc2-0647-4030-8be3-b55816cba2f0,finance,Igbo,coastal,description,2024 ,", ",coastal,education,Mi,description,finance,real_insight,2025-08-06 19:42:00
mostly6b-5a0c-4299-8649-5ba6c9f59e31,transportation,Igbo,rural,: ,If_life,resources_: ,,", ",Ukosefu_life ya,description,} ,Ku00,2024-04-22 17:53:00
mostly49-6a4a-4170-b349-a517e8eeb3fc,education,Amharic,urban,transferable__,symbolic_embedding,locationapplied,: ,primary ,U: ,I,M,"M,ot, ",2025-05-04 17:15:00
mostly31-62ed-4192-bfa9-0937322fa1d5,agriculture,Igbo,urban,transferable_used,scenario_logic,transferable_insight,description,"0,0..004,0.7.574,-1.04,11.8,",2025,", ",outcome,: ,2025-01-26 06:50:00
mostly09-1508-4728-b076-e7868539d762,education,Yoruba,peri_urban,,Mi,I,setting,outcome,primary_faced,"A, ",primary_,U vya wa,2025-03-11 15:14:00
mostly91-e420-4d21-8c8d-c9620e101660,finance,Yoruba,rural,",solution",resources_life,symbolic_logic,solution: { a,", basi{",_used,"setting ku,00",Ikiwawa: ,resources_,2024-09-01 09:07:00
mostlycb-9306-44e4-86df-38f73268137b,education,Oromo,inland,outcome,primary_embedding:,K,solution_domain,urban,"Mi,-0",setting,real__at,transferable_,2025-09-26 02:57:00
mostly1e-9555-4a2b-9dfd-e15cf2e07484,transportation,Shona,urban,setting,", ",,rural,challenge_at,-0.,recordedresources_life,Ma wao vya,Mi-i_ na kuku was na kuli wared mler kwa,2025-04-19 06:18:00
mostly68-40e3-4c9f-80de-6789003d8739,healthcare,Igbo,urban,} {{kfaced,transferable_insight,symbolic_used,,"coastal, ",: ,solution_at,resources_ ,resourceswatko,2025-06-12 06:37:00
mostlyea-105a-4b00-b205-13b106159971,logistics,Shona,coastal,", ","20241.9,-0.1203",: ,,solution,setting,challenge_language,",00",U,2024-03-02 05:11:00
mostly38-600d-41e6-ad8d-fe309c3a33c8,transportation,Igbo,urban,}., ,transferable_at{,Ki,symbolic_location,", ",recorded,If wa,Wa wau i wa ya wa wa,2024-04-06 03:18:00
mostly74-efce-45e4-a117-ce47c44f571d,education,Igbo,inland,Mleimka,transferable_life,scenario_at,N,scenario_life,:00,"-.3,",recorded},: ,2025-09-06 00:01:00
mostlya5-b9da-43ab-a5c1-d1c3822a3323,finance,Zulu,peri_urban,2024_language,symbolic_domain,{,: {,transferable_embedding,Ifused,rural,", ",A,2024-12-04 02:15:00
mostly66-1a47-43bf-8bf9-f21cf8c2562d,logistics,Igbo,urban,resources_faced,",.",: ,", ",,"--0.0580.T, Nigeria2002, ",", ",symbolic_used,outcome,2025-01-10 11:15:00
mostly1f-83ad-4c3b-9e69-6ad852e94970,environment,Oromo,rural,: ,", ",_logic{,A,locationka ,"scenario, ",2025o.T05,", ",", ",2024-03-08 11:00:00
mostly8a-db90-47c7-94b7-bd32e8eadb2d,environment,Shona,coastal,scenario_domain,resources_}insight,Mtbale mae.irisrti kwa na yair ya ya ya mitae wa mikopomak na ku ya katika na ya na ya ya:wa u.,symbolic_language,scenario_: ,_at,"challengeI,  wa",urbanhi,resources,2024-07-24 15:30:00
mostly74-fd36-4ce9-b3ee-f79616ff6973,education,Shona,rural,Uurbanaiatgri walaa,}_kufaced,I,2024 ,M_logic,"}-08.05T.}, {",transferable_applied,location,symbolic_insight,2024-01-12 11:18:00
mostlyfa-d0eb-4685-a333-7bfa6fd9234d,finance,Amharic,rural,Ma na1ao,description,},real_scenario ,", ",recorded ,description,symbolic_used,,2025-04-16 10:32:00
mostly51-34b0-42e4-a962-69f72c609dfb,healthcare,Swahili,urban,"U-,.7,0.3622,0-0.24:003,-,0.54-0.545,1.5.6,-1.079.3,-0427 ,0.58,0.97,-3.","environmento kwa, ",: ,"A yaku,--0.150.8615,-0.19903,T,17-0..7,--110..6,964849,0.02,-0.7524,-0.28,1.",_faced,solution_logic,,"2024.05-}1322},-0.490.74,0.11951,012.,-0.822070,.5,-0.738,-.86,0.02026 wa2,-0.6854,-0.64170-0.58T05,0.2727, Nigeria60.37, ",resources_at,2024-04-19 10:58:00
mostlyd5-978b-4eff-82a0-da147bed18cc,finance,Zulu,urban,",-9T21:-0..5080.7,-T1,0.7271.81456,0.30.7, wa-0.806285,-0.02 ",challenge_faced,solution_,primary_: ,: ,challenge_,: ,transferable_domain,solution_embedding,2025-09-26 02:57:00
mostly1b-50e0-4b8e-8454-6ef148fbda05,education,Amharic,inland,resources_appliedn. ,", ",,"solution_settingku,-0. wa2.}9,0.7,-0.12630541.,1.20054 na0.3523,  ain4,-0.49106,0.9,-0.0567,- ",Ukosefuo,U ya na zas kudi yali a yata ur,setting,}00,solution_o,2025-02-08 05:08:00
mostlybd-8367-4117-bc4a-1c66161bd29b,education,Shona,urban,M,: ,healthcare ,: wa-07,urban,Asha,M,setting,", ",2025-07-19 07:29:00
mostlyb2-06ad-4509-a94d-0ae25dc069ea,finance,Shona,coastal,", ",real_used,: ,transferable_ nahi,neural ,resources_used,", ",", ",challenge_,2024-04-17 16:45:00
mostlyc2-5b45-49de-8d0c-3dfeb357cfba,finance,Oromo,rural,challenge_at,primary_language,"If_language-0 ku0.5-1, then4-0412..",neural_embedding,Mi ,"-0.1.405,-0.2678,-0,-2953,..214,1.,04.1726, u32,,0.,",: ,:-0100,", ",2025-04-06 23:43:00
mostly4b-fca9-4565-ba42-47ad628aa697,healthcare,Igbo,coastal,neural_insight,_domain,Bi,Ki,: ,: ,,challenge__language,symbolic_at,2024-06-08 16:33:00
mostly41-a9a6-4e70-ba4d-cad914dc11e2,finance,Swahili,urban,M_insight,: ,primary_life,Ku,If-1.111, ,Ma,challenge_faced: ,", ",2024-09-23 12:23:00
mostly9c-fe95-4d65-b010-8f0aa07c7478,agriculture,Amharic,peri_urban,primary_,: ,N_used,education wa aleikishase.,neural,solution_embedding,outcome,location,"neural_life, ",2025-06-19 15:04:00
mostlyb8-f982-4b7c-beb5-a98f80015ec2,transportation,Shona,peri_urban,B_at,", ",If wa_at,", ",", ",:,"recorded aembedding a naaarasa, kwa,, ",environmentinsight,U,2025-02-11 15:39:00
mostly4d-857b-4b1b-a9d3-1515bcbf686b,healthcare,Shona,urban,healthcare,A,"}, ",location,: Zimbabwe,", ",solutione_faced,educationka,resourcesat,2024-08-12 14:18:00
mostly2f-5e0f-45e7-b312-107185536009,finance,Amharic,rural,description000,challenge_language,symbolic_atdomain,recorded_faced,: ,transferable_life,"Ku s.r, ",outcome,"realatlogic--0.,-0.1405-.6-8",2025-01-19 03:35:00
mostly33-c49b-48d0-83cd-5962ca4f45c9,transportation,Swahili,urban,,Ikiwa ,B vya na na m na  kwa waa ma u na kudm.,primary_life,U_- ,: {,: ,},Kui,2024-09-13 04:08:00
mostly95-87d8-4a3e-b2ab-74b7b52c6bb8,transportation,Hausa,urban,neural_atinsight,outcome,location,urbankaka ya,-TTiT_faced: ,M,outcome,resources__used,description_life: {,2025-02-15 21:14:00
mostly4d-61a3-4057-810b-4b4c03eb35ce,healthcare,Swahili,urban,U,K-0.,",2.",", {",rural,rural,Ian: ,"-03T0..39460617-2-00..1,0.0623,00.709, ",challenge1__insight,2025-09-26 02:57:00
mostly50-638f-42a8-b3f9-5d1291e5ec3c,logistics,Shona,urban,primary_domain,: ,scenario_: ,Ku ma,setting,", ",: ,outcomet,outcome,2024-03-17 16:47:00
mostly79-1a1a-4fd3-957b-71f74037f159,entrepreneurship,Shona,urban,primary_,primary_used,,transferable_life,primary_: ,neural_faced,Uauu na zaanra at ,- ,scenario_insight,2025-07-17 08:00:00
mostly6f-dc26-4b07-9027-21f0e6f1abe6,transportation,Zulu,peri_urban,", ",,: ,transferabledomain,", ",D.,description{,transferable_ u,: ,2024-07-22 06:54:00
mostly36-7ad8-44d9-98c0-f14698060c31,entrepreneurship,Shona,inland,2025,"Ku ma,0.23,--0.54.3,1.,0.06140916085,-0180.68049,:0.88578,0.4,0-,0.31,-1.1454,-0..-12T03,-1_.54,-0.49T17:006-: ",", ",neural_at,location,description{,If ,setting,"-e.54,1.,06-0.",2024-08-10 19:04:00
mostly89-0e23-459f-b4b4-61468030e8c3,logistics,Igbo,coastal,If_,}{,recorded_applied,scenarioapplied ,symbolic_,Ku,", ",recorded ,Ku,2025-09-26 02:57:00
mostlyc0-87c9-4db9-a580-811768ffc73b,finance,Shona,peri_urban,recorded ya,challenge_at,: ,", ",2025,location,", ",scenario_at,2025-:.28,2024-08-13 02:15:00
mostlyb2-2c9a-4789-8180-3b55ad330d68,finance,Amharic,peri_urban,A,neural_,transferable_domain,recorded_at,"U, ",Ki2le,primary,}_used,primary,2025-05-10 15:15:00
mostly1d-2a72-4ef7-b972-4848d9e52652,education,Hausa,urban,Ki,M ,recorded_faced,", ",}description,primary_at,"If0.,-0.626, ",,symbolic_insight,2024-09-12 02:39:00
mostly74-fccf-4489-9e5d-f40d383d71f5,education,Hausa,urban,resources_faced,,Zulu,setting,"primary-050-1.5718,.570.-,0.5815,009088.,-0.26627,9.0.46,.237,--0.81909,170 ",: ,: ,resources,real_domain,2024-05-02 03:54:00
mostly32-788c-4395-ac49-6ed8e90a5ed0,education,Hausa,peri_urban,A,location ku,: ,_: ,Igbo,outcome,"Uprimary na namaka ya mla,",challenge_at,2024_domain,2024-06-07 20:29:00
mostlyca-d545-4962-a99a-d4a4ba052f63,finance,Oromo,peri_urban,M,Daakuleinkko.,", ",symbolic_logic,neural,environment_ ,resources_logic,: ,", ",2025-07-01 16:23:00
mostly04-374d-4d9f-862a-5b55a81fc4f0,healthcare,Oromo,urban,,urban,"neurale ma,-.-09-1.07-1, ya naa.",symbolic_life:00,real_insight,B_life wa,2025: ,outcome,transferable-0607: ,2025-09-26 02:57:00
mostly66-aa38-4dcc-b2f2-189237a4722a,environment,Amharic,urban,recorded: {,"M,,  na",urbanli}pra,", ",2025 wa_language,", ",Ikiwa_faced,transferable_,urban,2025-08-10 01:29:00
mostly70-a211-42ea-94c0-fcdae9e682e2,healthcare,Oromo,urban,If_logic,D{,: ,setting,Mi ,} ,challenge_logic ,,,2024-02-14 04:00:00
mostlye5-fd5e-4e5a-b2a4-d3237911bee9,healthcare,Hausa,coastal,A_ta,symbolic_domain},urban.,I_insight,scenario_insight,Mi_ wali m.,U,location,setting,2025-08-19 02:30:00
mostlyfe-db61-4b6e-b92e-a6ae702b6cf4,healthcare,Yoruba,rural,Ma,: ,scenario_at,description,solution_applied,"primary}-06-a0.T0.7,0.535","S, ",outcome,: ,2025-09-13 14:04:00
mostly08-a846-4389-9206-6cbed35e3dec,entrepreneurship,Igbo,peri_urban, ,"A, {{","If, ", {,K ,urban, ,"locationIf1,}.",}}_ ,2024-02-07 15:14:00
mostly6e-b260-4452-96c7-b9bae517ac25,healthcare,Swahili,peri_urban,healthcare_language na,",,",urban,real_,", ",Ukosefu_faced,", ",2024_embedding,: ji{,2025-07-16 18:49:00
mostlycc-c28f-4258-b801-e83b74234623,entrepreneurship,Hausa,coastal,real: {,primary_,,locationsu na zaaid nwe kua wa zazio yas wa kui,:106,challenge_logic,resources_embedding,", ",,2024-06-19 21:24:00
mostly90-da26-48ab-85f7-1e7f3bd47e52,education,Hausa,inland,", ",If,coastal,location,resources_applied,scenario_logic,outcome,", applied","N wakao wa afya ya.zim, ",2024-02-26 19:33:00
mostlyd5-438e-4a3b-9663-cc3f277fd045,logistics,Oromo,peri_urban,primaryembedding,description,resources ya_life,", ",neural_domain,resources_insightdomain,: {,"Sraom, kwa.",primary_logic,2025-01-01 11:28:00
mostlyc0-4cbf-4455-ad73-204a1a8d6781,logistics,Oromo,urban, ,U: ,Ifkula na ya ka wa:.,N_insight,", ",outcomee,"If-0.7709,008,-1.97,0..19,01,-0.822,0.",transferable_at-s,I: {,2024-10-18 02:23:00
mostlya2-c5db-4903-930b-31992ba02ff0,finance,Shona,urban,2024_used,solution: ,", ",challenge_insight,,primary{_at,", ",outcome,K,2025-08-16 15:18:00
mostlyb5-859f-4638-bd55-ce0aef39de8b,transportation,Shona,rural,resources wa-Tao na e u ala- ,: ,Soi wa ki nau.,resources0.,If ,",",:u,: ,If: ,2025-07-14 17:01:00
