id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostly09-cb5a-4d63-a122-5a82c976a339,object_,person,"place-0.3860.47,00.0,,1..191,0.764,0.,191, ","weak_a, {",concept,strong,Yoruba,strong,timeless,Zulu,-2at,2024-04-03 15:16:00
mostlyc5-07a3-4438-b73d-dc786eda7893,Ma,cultural_element,",0.553,-0.5.13,0.18,151170, --.126-0,1.050.29,-0.07,1.3601,1.130, -00.2304,-00.847,048.5,490.153,-237:0.32, predicate:-T",historical,place,", ",Hausa,weak,historical,"moderatee Africa, ",concept,2024-08-02 17:09:00
mostly26-79ca-4bd8-858e-b59faf05b774,concept_aspect,organization,neural_embedding,M,concept,knowledge_n,Zulu,moderate,historical,subject_type,"neural, ",2025-03-28 11:42:00
mostly8e-d796-4c5a-b81b-241aa04849b9,culturalktu,place,subject_,neural_strength,place,: . of ,Hausa,strong,current,knowledgeal {,: ,2024-12-12 22:14:00
mostly1e-bfba-4005-bf23-c73710ef83eb,A,person,2025,: ,object,subject_representation,Swahili,strong,current,", ",", ",2024-10-18 03:59:00
mostly10-617f-4a4b-8a06-592a7df2cabb,object_type,concept,", ",strong,concept,: ,Yoruba,moderate,historical,symbolical,subject_type,2024-05-05 02:21:00
mostly52-b62f-47dd-a73f-92c7e350b614,object,place,subject,relationship_aspect,place,predicate,Amharic,strong,historical,strong,Yoruba,2024-12-11 09:46:00
mostlyf6-01f8-4ae5-8c87-320d13dd4f46,,place,neural,", ",organization,"2024--.30115,-0.60003,-0.07,1.42228,0.02248, ",Igbo,weak,historical,predicateri,"2024-T109-70.470412,1.754,41950770,2.77T,-0.23202,0.49.13,1.055,0.,,0.656,106, ",2025-09-29 17:32:00
mostlyd4-ea0e-4d78-add0-f41faaaabd33,historical,person,symbolic{,: ,concept,C ,Yoruba,weak,historical,_type,historical,2025-04-01 15:36:00
mostly60-149e-4e5f-9446-8c36ee133536,S,place,concept,subject_T,cultural_element,predicateats- carit,Igbo,strong,historical,place,neural_,2024-11-10 18:29:00
mostly57-951b-4c10-88c6-b8170fb74cd2,subject,organization,"M,u",place ,event,Amharic,Amharic,weak,historical,T ,"}relationshipa-0.168,-1.10242,0.428176,--0..48,-1.09,0.57, 1467,0.77,0.81,1.030.071,1..6,1.02,1.64.1506-",2025-04-13 05:50:00
mostlyf5-3325-46d5-92d5-a73ba613d706,predicate,cultural_element,} ,predicate,concept,primary,Swahili,strong,historical,: ,", ",2025-08-26 18:19:00
mostlyf4-053a-40c6-bb6f-d7a35d295347,Zulu,person,Cricicvriug Africamt,: ,cultural_element,"-1-03-1-0.34,90.7604,-1.57-105,-0.06,1.63,0.282-11.909:,30.2800,170.2,-1.029,0.9597,0.08.47,-0.38708,1.24,-0.43,1.874,,--0..0306,-0.762",Swahili,moderate,historical,,strong,2025-05-18 01:04:00
mostlyb8-eb45-410b-9687-38b34c315dc7, ,place,concept,K,place,Zulu_representation,Amharic,strong,historical,Ma,R,2025-05-28 17:46:00
mostlyef-fb7d-4b4f-86a2-0d2c71c8d573,neural_aspect,person,influen, y,concept,,Shona,moderate,historical,historical,Yoruba,2024-06-15 03:57:00
mostly47-9a7e-4a53-8fbb-310a9ba3d042,: ,concept,2025,202400,concept,", ",Igbo,strong,timeless,knowledge}_language,context,2025-05-21 04:07:00
mostly07-2783-4eeb-876c-53ba1fa1ce7c,subject,place,historical,Swahili_at,concept,"2024.13105,-0068-T10.32,0.16,0.23032,1.0642,-0.3,0.871:49,1.33,-0.150.322,-0.9048subject,-0.257,2-0.45-10.176,",Swahili,strong,historical,"2024-12,-:041.197642subject,-1.489,1.6157:.484,010.32,0.27222,-0.761:100,-0.528,49, ",temporal_types_graphce Africa,2025-05-05 19:48:00
mostly23-1081-4649-9f39-b78002ac75de,{,place,context,,organization, ,Amharic,weak,historical,}0s.180,: ,2024-03-19 00:40:00
mostlye2-852c-4af0-be26-e2b4db222100,context,person,timeless,"2025aspectal pe in, ",concept,", s.",Zulu,strong,historical,M,", ",2024-02-09 15:41:00
mostly0d-d323-44cf-823d-740ac2e61f32,object_type,event,strong, ,concept,strongk,Amharic,strong,historical,G,subject,2024-03-23 16:34:00
mostly61-50bc-4033-b9aa-afc903a1096e,temporal,place,place,2024,place,: {,Swahili,strong,current,_type,relationship_representation,2025-06-19 03:54:00
mostly85-b0d1-4387-bfdc-34acac98cbc3,subject,concept,symbolic{,context,concept,temporaleneale,Zulu,weak,current,concept,G_type,2024-05-12 13:58:00
mostly5b-b384-413c-83f9-f029504fbfea,place,place,knowledge,predicate,place,object_type,Oromo,moderate,historical,subject_embedding,:c,2025-09-29 17:32:00
mostlyb0-db62-47ca-99de-2de2e8a83f05,temporal_type,cultural_element,:er morra,place,concept,: ,Swahili,strong,historical,: ,{inm,2024-12-01 19:32:00
mostly57-087e-42bf-9f71-f50c92186846,primary_ ,person,"primary0.279,0.89,0.72,0.15-0.41,-0.243-1.1000.5,-1.25,1.7175-0.818",neural_at,cultural_element,: ,Zulu,strong,historical,is: ,primary_type,2025-05-30 12:08:00
mostlyaf-b0bc-4c1b-8eee-81b463925831,predicate,object,,"2025--081.6205,-1.3642,-0.8713,1.06,-06",organization,concept c,Zulu,strong,historical,2025typeo,predicate,2025-05-04 12:07:00
mostly59-15b9-4fde-830a-f65333bcbbdc,20242o ,organization,primary_at,concept,concept,neural_,Yoruba,moderate,historical,neural,temporal,2025-06-01 18:49:00
mostly03-4982-4c2f-8804-4b01965dfc71,context,concept,: ,subject,concept,: ,Yoruba,strong,timeless,moderate,primary_language,2025-04-23 07:57:00
mostly51-a9dc-4cc0-b530-5db77d1e516c,: ,place,", ",strong,place,predicate,Yoruba,strong,current,", ",concept,2025-04-19 16:33:00
mostly2f-49fe-4c42-8fb4-cd92e876129a,-s.292: ,place,"temporal0.2,-.-04:0.3948T,-0.752, ","A,",place,: ,Shona,strong,historical,moderate,subject,2025-07-15 04:38:00
mostly5f-b54f-44ec-b395-7ce3f3380ab9,recorded-_aspect,concept,: ,,place,object_at,Amharic,strong,historical,: ,", {",2024-08-21 16:49:00
mostly50-9c6f-4333-9be3-1a532555afc7,personsb ,organization,Igbo,moderate,concept,neural,Swahili,moderate,timeless,M,M,2025-02-23 15:55:00
mostlyc8-8a9f-4cf7-ac9b-37f2d3945d74,symbolic_at,organization,C ,context,concept,", _aspect",Amharic,strong,historical,neural_,concept,2024-06-05 17:32:00
mostlya1-879f-419e-8657-5c3f4d660507,relationship_at,cultural_element,temporal_graph,South,cultural_element,", ",Amharic,moderate,historical,context,moderate,2024-09-29 07:56:00
mostlyfb-aa60-494c-8300-bbb0b85d3e67,: ,cultural_element,Marriic Africab ,object_at,concept,",  ",Shona,moderate,timeless,G: ,primary_type,2024-04-17 21:54:00
mostlyda-17a8-4cc1-835d-b33de27cfe9e,historicaleingan and riyation-T1,place,", ","20240.128,:00",place,context,Igbo,weak,historical,", ",: ,2024-04-27 22:45:00
mostlyf1-6c61-443f-b9c5-0376d743f029,subject ,person,object_type,subject_graph,event,concepten,Swahili,moderate,historical,E,temporal_at,2024-07-07 04:32:00
mostly13-6e3f-47f5-a973-08d35eff7baa,relationship_representation,person, {,concept,event,T,Zulu,moderate,historical,"object-200,_0.1618:00",",n",2024-10-07 21:29:00
mostlyf4-c34c-43b1-b056-27b797969992,Ek-alesi-y,concept,: ,concept_aspect,organization,subject_relationship,Yoruba,strong,historical,"2024,-1.66,0.020223,0.57042, ",knowledge,2025-09-29 17:32:00
mostly12-c36c-4f2e-8dc5-192158ce8342,: ,place,predicate,temporal,concept,predicate,Hausa,strong,historical,object,recorded_representation,2025-05-01 15:57:00
mostly0e-a716-4b85-8692-8669a894c026,organization,organization,}_}- T1,", ",concept,South{,Yoruba,strong,historical,place,subject,2024-07-15 19:08:00
mostly54-e65e-49c0-b8ef-003310928145,concepty,object,S,context,concept,subject,Shona,strong,current,subject,subject,2025-04-08 20:28:00
mostly7a-477b-4d67-b8f8-fbc948e98914,object,event,concept,predicate,concept,: ,Swahili,weak,historical,P,Eth,2025-01-05 08:57:00
mostly54-b735-4b0c-aeeb-c9f75cbd64e6,", ",object,knowledge_type,2024-T1-12.23,cultural_element,2025,Shona,weak,timeless,2024-10T116.1608: ,,2025-09-29 17:32:00
mostly62-a000-4b14-99f6-32789fae6b94,", ",place,temporal ,primary_strength,place,: ,Hausa,moderate,historical,primary_type,Mcesriaaodalrike of m,2024-08-27 12:24:00
mostlyd8-9f86-473c-a2a8-4d199178ee26,"-3-0.0338.3616,--0.42,0.168,-}1.08150:03",person,: ,timeless,organization,", ",Swahili,moderate,historical,,,2025-05-26 14:18:00
mostly3b-8a99-48a8-944b-8fcaf3b414e9,: ,cultural_element,place,predicate,cultural_element,historical,Yoruba,strong,timeless,predicate,primarytraesesic}peds,2024-09-25 02:07:00
mostlyfe-8cbd-4042-95f9-53ac817191e0,context,person,:0,recorded_representation,object,2025strength,Shona,weak,historical,,temporal,2025-04-23 15:24:00
mostly55-ccac-4fe3-a67b-631912a9f25e,P ,concept,strong ,2024 ,object,context,Yoruba,strong,historical,",",A ,2024-05-16 17:45:00
mostly66-b63a-4cda-8171-265e168990f4,object_aspect,place,place,2024_aspect,place,2024or,Yoruba,moderate,historical,: ,A,2025-06-12 12:55:00
mostly35-5516-41c1-b01b-bbe0b3e529ed,temporal_type,object,context,place:m m mm,concept,", {",Amharic,moderate,historical,:00,recorded_strength,2024-03-20 19:14:00
mostlyca-7a87-4c1b-b791-7253558e13eb,Yoruba,person,: ,M{,concept,predicate,Igbo,moderate,current,conceptri,: ,2025-07-07 01:49:00
mostly10-7680-4fe7-825f-a49892f2da89,neural_representation,place,subject,concept,concept,historicalth mms_typetiouale of,Swahili,moderate,timeless,temporal,", ",2024-07-19 05:57:00
mostly8b-846c-4a8d-bd30-0d65f00665d9,subject,concept,moderate,primary_aspect,concept,object,Shona,moderate,historical,Nalg and ,", ",2025-09-17 12:35:00
mostly8e-9dc3-4166-a5b8-3a17e38a0953,recorded_at,person,neural_representation,culturallh,concept,objectd_languages,Zulu,moderate,historical,subject,recorded_type,2024-09-20 00:22:00
mostly62-e68b-4a4f-828a-f3dbaa910864,object_type ,place,", ",place,place,A_dembedding,Yoruba,strong,current,concept,S ,2024-05-31 05:05:00
mostly7a-1a51-47dd-b212-d22669a061c2,: ,place,cultural,primary,place,concept,Yoruba,strong,historical,strong,: {,2024-08-13 19:28:00
mostly44-f3a9-4752-a6db-42f090b161b6,Ao oningin,organization,"contextk-1.0.367,0.57.2218:",N,concept,", ",Amharic,moderate,historical,concept,: ,2024-05-20 15:01:00
mostlyf1-6286-4779-8d6b-d79f27430d4d,concept,place,historical,predicate,place, ,Zulu,strong,historical,context,Swahilidan,2024-03-12 02:28:00
mostly5d-0e13-496c-aee6-29878cabd8e1,object,place,M,place,place,N,Shona,strong,historical,}} ,S,2024-03-16 16:59:00
mostlydb-ca1c-4271-8d41-b7b5fe023d96,object,place, {,influen,concept,,Hausa,strong,historical,", ",predicate,2024-06-20 10:08:00
mostlyd9-204f-489a-91de-8f0d9aff96fe,"20250.39,0.5,0.22,-0.487:02:136.",place,symbolic_representation,historical,place,placecsic,Swahili,moderate,historical,: ,} c,2025-05-16 17:39:00
mostlyb4-a093-4413-b917-a42b96c586dc,relationship_type,place,strong,strong,event,"neural0.790,.,0.05,2.0,0_language-03: ",Yoruba,moderate,historical,context,Rg c and n-arrare_strength,2024-03-21 01:56:00
mostly22-3c43-4963-8ed2-5482015b27c6, ,person,subject_type,G_graph,concept,: ,Igbo,moderate,historical,", ",: ,2025-09-01 21:58:00
mostlyf1-f2b5-453f-9f5b-d90028f16bfb,subject_type,cultural_element,", ",2025_uan,place,E,Shona,weak,timeless,object_type,: {,2024-03-10 18:59:00
mostly0a-71cc-497e-b4ee-1a83bfe42ba9,:}-,cultural_element,,,concept,subject_atan ,Amharic,strong,historical,E,{1T,2025-09-29 17:32:00
mostly85-d186-4349-9792-039fed60adff,}} ,place,subject,contexto,place,neural{n_at,Yoruba,weak,historical,2025,: ,2024-11-09 15:03:00
mostlyc3-c5e6-4ca3-98f2-d76037248cde,2025_language,place,knowledge_embedding,strong,concept,2025{,Zulu,strong,timeless,:v,,2025-08-30 02:54:00
mostly6b-eb74-4ca1-ac6e-ffc4028dc54b,strong,place,neural,subject,place,neural_type,Shona,strong,historical,", ",recorded_language,2024-05-01 10:52:00
mostlyfa-57a1-4750-ab9a-3693509df71f,context of,place,South,}_type,place,,Swahili,moderate,historical,concept,: ,2025-05-09 18:48:00
mostlyd7-c815-45c0-845a-dfa0ce6a06ec,concept,person,_temporal,temporalrple,concept,context,Zulu,weak,historical,historicalor,temporal_aspect,2024-06-19 23:49:00
mostly72-d7fe-423c-b78a-5087da665785,", ",cultural_element,context,neural_type,cultural_element,},Yoruba,moderate,historical,symbolic{vc,2025 ,2025-05-08 13:04:00
mostly2c-c7bc-4232-8561-8c9338e995d9,strong,object,}--02,object,event,primary,Swahili,moderate,historical,neural} ,relationship ,2025-03-28 14:36:00
mostly16-4ec7-4a0f-bec4-7065d6d97dbd,primary_representation,place,place,", ",place,place at,Shona,strong,historical,recorded_type,predicate,2025-05-26 18:33:00
mostly81-e8ca-4c35-bced-f56574e700ab,,cultural_element,cultural,person,place,place,Amharic,moderate,historical,temporal_aspect,: ,2024-04-23 13:05:00
mostly22-c904-47b8-9fdd-2eea3b85d221,weak_al,concept, ,subject,concept,primary,Amharic,strong,current,predicate,concept,2024-11-15 03:32:00
mostlyb7-8e66-4003-9764-49c2b41d1954,"recordeds, lib",cultural_element,strong,} ,place,strong,Swahili,moderate,historical,}} ,recorded_at,2024-12-12 22:46:00
mostly0f-5e34-4001-a307-ef53a606417c,"S,0.422,0.16.188,-0.713:,05",object,A,symbolic,cultural_element,subject- ,Amharic,weak,historical,,subject,2025-01-26 13:29:00
mostly0a-2354-44db-b32f-12001e1e6fa6,object_aspect,place,primary_element,2025a ss,cultural_element,object,Swahili,strong,historical,2024m of edsingam,: ,2024-09-16 02:23:00
mostlyf9-18ac-43ea-b3c9-2142c7f650f2,symbolic_type,concept,historical,subjecttype,concept,influendsleys,Oromo,strong,historical,subject_language,C_at ,2025-04-28 12:23:00
mostlyb6-d006-42bf-a0a3-ad381a3e01f7,object,person,relationship_strength,N: ,event,context_type,Igbo,moderate,historical,Grationa-,Etypeth and,2025-07-25 22:54:00
mostly2c-cdb1-43d7-b83e-e7a286e2a0e5,: ,concept,primary_type,N_at,concept,_type,Amharic,strong,timeless,2025_aspect,strong,2025-03-07 13:19:00
mostly97-0509-4198-9ba1-f43803efbcb2,Southear,place,,place,organization,symbolic_language,Swahili,moderate,historical,"predicate, ",historical,2025-06-10 12:33:00
mostly87-abac-42e5-9855-f14837e276da,concept ,event,", ",symbolic: ,cultural_element,"S,-0.06600,0.57,-0.281,1.2506,}-0.943,-0.43946,09.251,-0.778,0.86,-05",Hausa,moderate,historical,object,C,2024-04-05 18:07:00
mostly0c-18e2-4244-afd6-63e60318c1aa,object,organization,Yorubaar,place,concept,"A-2-T.5058,-0.0247,2.04,-0.235704,1.0146,-0.9,0.36387,1.37,-0.230,0.0,02.0300,0.9,-1.468,-.02T15,10.4,0.71.9,0.27,0.94922,2,0.550432,-0.41818-9, {",Yoruba,strong,historical,subject,C,2025-08-28 14:24:00
mostly06-6507-4d8a-b8ed-8261964c84b4,: ,concept,P,South,cultural_element,} {,Hausa,weak,historical,"2025-s.4:00} :-05.160.5051.94242,0.092.0,0.074,-0.46091,-1.04.09,0.05,--0.2569,-0.571,1.09T57,009.92,-0.646,1.,0.3:1,-1.17T70,1.70906,-6,1.06,0.38,--128..96,-0.482,-0.878,.8,2-0.6136,-1.1.15, 0.9,,0.175,-1.4808.53,-0.5,0.08,-0.65,1.0236,.3808,-0.50925,151,--1.5117,-051-0.46154,-1.2208,-1.3,--0.8903,-0.68,1.451,0.8,-1.07136,0.081,,1.29",_INVALID_,2024-07-11 02:11:00
mostly80-f3cd-466e-837c-a91c72b58233,timelessa,organization,subject_type,primary ,concept,primary_aspect,Yoruba,strong,timeless,object,place,2024-11-16 21:48:00
mostly65-4e60-40d3-aa0a-46d531a4ac9b,: v,cultural_element,,", ",concept,", ",Yoruba,weak,historical,Zulu,moderate,2024-02-01 12:10:00
mostly60-5cae-42bf-b123-f619b40ba00f,subject,concept,strong,"2025-1.512,-0.7,-1.264,0.484,1.7,.1303:,0.813,-0.96281,-1.0999,0.167,1.,1.15742,2.6,-T12.12,0.92,1.87074,0.19,0.580145,.008,-1.12-,0.0.46,0.46106,-0.65850,0.30.56:42},-29:195",concept,Igbok_embedding,Amharic,moderate,historical,M,moderate,2024-06-08 14:34:00
mostlydd-5fef-4e14-a3c2-1116920b3aa4,knowledge,organization,2024y,Swahili,concept,G,Amharic,moderate,historical,moderateal,: ,2024-03-22 06:59:00
mostly84-23e1-40d4-896c-d3bec450eeb6,historical,organization,2025 ,strong_c,cultural_element,context,Yoruba,strong,historical,"context-0.0648,-1T1-010.636,-0.12,-08T.69,-02.6,1.94, -0.3,55,0.4909001,0.86,.120,00122, ",  cm ino,2025-02-03 04:52:00
mostly6e-4548-4ff6-8eac-e71751e43fc9,Cicn ,concept,context,moderate,place,: ,Hausa,moderate,historical,context,"2024-0.25.43843,, ",2024-03-05 09:00:00
mostly6d-ace7-4a43-bb4f-5499a52c3dd9,subject,concept,Zulu,_an,cultural_element,,Shona,strong,historical,Ss: {,object,2024-02-25 14:34:00
mostly0b-1801-45f2-9469-0239ba7d97b4,subject_language,person,primaryat ,context,place,place,Hausa,moderate,historical,predicate,{,2025-08-19 09:34:00
mostly5d-4387-4cde-ae38-89eaa02e7f41,"2024--T0442,0.7,-0.3919: ",person,: ,place,event,context,Yoruba,moderate,historical,M_type,_type,2024-11-25 05:50:00
mostlyab-f8c5-44b7-980b-8697d543cac3,", ",concept,subject,: ,concept,object,Amharic,moderate,timeless,", ",historical,2024-06-22 04:09:00
mostly86-b8ac-4321-b2cd-9185c75cfb7c,2025,person,"2024-0.56,1.004,0.3663642,0.02,-1.56,11.579,-0.8088,-.8},0.9067,00..01,-0.91348,19: ",place,place,: {,Amharic,strong,historical,strong_graph,N_embedding,2025-08-05 02:16:00
mostlycc-5392-46cf-bf14-dd5b676cdb5e,}} ,person,organization ,subject,organization,2024,Hausa,moderate,historical,:: ,", ",2025-01-13 08:09:00
mostlyd7-adf0-4dd7-af74-3ee8981a84d3,Igbo,place,predicate,object,organization,: ,Amharic,moderate,timeless,,predicate,2025-03-23 05:11:00
mostlyd7-6609-40c7-9bae-a06cd3560a16,timeless,organization,relationshipa ec,strong,concept,: ,Swahili,strong,historical,N_ c,concept,2024-04-22 03:49:00
mostly29-9909-47fd-99c8-94200b434f9c,Myssis,place,knowledge_aspect,: ,place,object,Shona,moderate,historical,objecta_representation,subject,2024-04-15 16:32:00
mostly3c-548d-4930-809a-aa71be928377,subject,place,knowledge_language,"M_,-y",place,context,Hausa,moderate,current,neural_embedding,", ",2024-04-02 01:49:00
mostly40-edf5-4c4d-bc90-539ad56bb4b1,2024,person,", ",,concept,2024,Igbo,weak,historical,Amharic,subject,2024-03-28 14:30:00
mostlydf-27cd-4f2f-a644-e6af88f4fa1f,Swahili,place,object,", {",cultural_element,primary_type,Amharic,moderate,historical,object,2024 {,2025-06-30 01:53:00
mostly10-3684-4fd9-a5ba-9ceff05b9ac3,organization,place,place,object,place,concept,Yoruba,strong,current,subject,: ,2024-04-12 07:31:00
mostlyf2-3587-4863-9e25-b0edadf956ab,,cultural_element,subject_type,Amharic,cultural_element,", ",Zulu,moderate,historical,is,relationship_embedding,2024-02-04 04:13:00
mostlyff-1916-4637-9f78-61f253048a27,"recorded, ",place,objecttedl ,}_at,place,M,Hausa,strong,historical,:_00_embedding,South,2024-04-30 19:55:00
mostlyb6-a5ed-4fa3-bc99-1d64463dded3,", ",concept,predicate: ,subjectk,place,,Swahili,moderate,current,relationship_type,: ,2024-03-13 17:24:00
mostlyd1-9a68-466a-b116-ec9a47bd0829,predicate,place,symbolic_language,strong_types,place,relationship_c,Yoruba,moderate,current,,recorded ,2024-10-19 05:25:00
mostly27-e5a2-4ab4-a44a-e3e63ccd8fc1,2024an_.42angyao Africaor,concept,", ",2024{s,event,temporal: ,Swahili,strong,historical,{,: ,2025-08-15 04:09:00
mostlyad-48c7-4915-8039-09a49f98f4c0,E,place,place,strong,place,moderate,Igbo,strong,historical,knowledge-T_graph,A ,2025-05-07 12:12:00
mostly21-bbb5-45bd-967d-46a1d1ba672a,subject,concept,,moderate_representation,concept,"strongra,-0.0915,0.05:,-6,0.2,-0861.1943,00",Yoruba,strong,historical,"-1.01227,0.3-061,1.62,-1.22,12-1.44,-0.49T,0.2208,-0.6482,-11.57,10.0115,0.98,00-0.,11.36,.9,-0.12525,-0 ",S Africanra,2024-05-28 13:27:00
mostly3c-fa4d-4694-8cc6-38d2be3ee2a4,K,concept,moderate,: ,concept,: {,Amharic,weak,timeless,strong,predicate,2024-11-11 19:36:00
mostly67-0566-4697-9557-61b2be4383fa,: ,place,: ,",  ",concept,"}}} 0.05,0.7442,-0.,0.61, ",Amharic,strong,timeless, ,object,2024-05-19 23:30:00
mostly46-7a78-4adb-886e-e53f3c0c5fc6,subject_type,cultural_element,object,historical,object,subject,Yoruba,weak,current,strong,", {",2025-02-10 02:23:00
mostly3a-6857-45d4-a851-2ae592129cf9,:{,place,placee ,}.541: ,place,historical,Amharic,moderate,historical,"2024--0.06,116,0.4709-05",strong,2025-04-07 15:59:00
mostlyff-7bd5-4728-8667-393d32eee201,A,cultural_element,historical,object_aspectanarfpasinge mothn eed,concept,:,Zulu,strong,current,predicate,knowledge,2024-02-27 07:49:00
mostly60-c98b-4bc1-8823-61d04f4dcf89,}object,cultural_element,historical,: ,concept,concept,Shona,moderate,historical,Igboat,recorded_at,2025-04-27 21:14:00
mostlyfa-960e-4a31-9d28-fdf8db2d652f, ,place,temporal_language,neural_representationo,organization,"historical,-1.469,19:,1.076,1.09.55,-2.611518-0.61.12,-16T,0.06",Swahili,moderate,current,Amharic,relationship_,2024-05-29 23:32:00
