id,ethical_domain,primary_language,scenario_type,description,stakeholders,ethical_tension,cultural_framework,resolution,principle_demonstrated,location,symbolic_logic,wisdom_teaching,neural_embedding,recorded_at
mostly5c-04ef-4024-bd13-cbef1ed16bad,integrity,Yoruba,modern_ethics,A,primary_embedding,_teaching,,,,: ,symbolic_demonstrated,} ,wisdom_at,2024-08-13 09:39:00
mostly20-2d4e-429a-ba97-65ee6263fb61,empathy,Oromo,community_decision,,"stakeholders mawaaad, {",,principle_,stakeholders,stakeholders,location,"0..54,-0.6909,1.9267,9,-0.7,-0.,0.0617-027,-0.49,-1.17,7,0.0905,.25028,--2730.1704,1.",K_,ethical_logic,2024-09-13 05:35:00
mostlya8-360f-487d-82e1-6db297ad5971,community,Oromo,modern_ethics,: ,symbolic {,scenario_framework,2025type m abanyuanains,,,cultural_domainanaToes atugbf,ethics,: ,"2024-,-0.08159,1.452, stakeholders",2025-09-25 10:59:00
mostly9a-843f-4b8d-ad04-9cf191608747,justice,Amharic,traditional_justice,description,traditional{,"-0.18.190T36,-.0.40,0-26,0.2313-1480.505,,-0.743,-0051,0.84906,-1.3,-0.2,0.606,.1793508,-0.592",resolution,}}: {,descriptioncm_p,_framework,"traditionalan, ",description,recorded_teaching,2024-06-30 19:53:00
mostly23-aece-4db8-ad59-3b64351a8368,respect,Igbo,conflict_resolution,G_at, ,I,location,"principle,resolution-0.1522,0.47T8,0.43.75-1-", ,Tm: ,cultural_: ,scenario ,O,2024-04-24 17:10:00
mostlyd6-988b-495a-b303-9e44103ade88,ubuntu,Shona,community_decision,community,cultural_demonstrated,: ,"E .all, yal mi keb","neuralan0.7_,0.3149,0.922, 02 ya",2025:u,justice,description,: ,"Udemonstrated, ",2025-04-05 01:11:00
mostlyb5-a928-4882-acb8-97a3cced90fb,respect,Swahili,traditional_justice,scenario_at,primary_language,K_at,primary_framework,: ,"I andg’,0. m069",Tethics,Eanu,recorded_tension:logic,Mi ,2025-07-09 15:47:00
mostlyc8-94c7-4e96-b8b8-3120019332b6,integrity,Yoruba,modern_ethics,-,description,locationa,"Kud_ ng, ",recorded_logic:,"neural_domain, ",neural,"-004,-0.5648, ",: ,wisdom,2024-04-27 06:17:00
mostly99-88a1-4b56-ba82-f58a91713776,fairness,Swahili,community_decision,symbolic_language,2024_teaching,", ",justice,_demonstrated,wisdom_teaching,description,wisdom ,N,,2024-01-18 01:16:00
mostly00-8dbd-4fb5-b83a-e61a47743ec8,ubuntu,Hausa,intergenerational,2024--0.05,primary_decision-,intergenerational,202402-1,}} recorded,_teaching,neural_embedding na,S,ethics,ethics,2024-03-31 12:54:00
mostly3d-76d1-4cac-bb38-0ac38162bd06,justice,Amharic,moral_dilemma,,", ","2025-0.3512,4",:_domain,K_logic,scenario_language,W_,,",resolution","ethical_,-.083, ",2025-03-20 11:22:00
mostly66-085b-4ba9-bfe3-118ac6872032,community,Shona,conflict_resolution,"U-004T,-1.05,1",A_,: ,,respect,scenario,stakeholders,recorded,description,", ",2024-05-05 13:28:00
mostly79-f7df-48da-acc7-faad0e9c4b40,ubuntu,Zulu,community_decision,resolution,-,U_,community,neural_type,: ,location ,resolutional}wa ,ethical_demonstrated,: ,2025-05-03 00:13:00
mostlydc-06b4-4823-93eb-e0fcf51f08d6,ubuntu,Shona,moral_dilemma,neural_ ,ethics,: ,communityi,principle__logic,wisdom_embedding,: ,scenario_domain,stakeholders,,2025-07-02 19:30:00
mostly87-ab33-4d06-a25c-20a4ad0d7579,ubuntu,Shona,community_decision,: ,", ",principle_embedding,: ,{,cultural_languageat,primary} ,E__ ,symbolic_domain,symbolic_tension,2024-07-27 23:04:00
mostlybe-8cde-49ef-986e-fa94eab47cc2,respect,Shona,conflict_resolution,Karua,"intergenerational naae, aiwai walunenl n nk yaaamb na sun k,0.1.28,",recordedl.9an,_,modern_embedding,H:i,:00,"M--0.835,.02943,-0.19,-004290.58T,0.2.,0.90148,0.5, ","-.3,-",ethical_language,2024-07-10 00:30:00
mostly45-f10f-443d-9f7e-44a4133d9f89,empathy,Oromo,intergenerational,neural-0,stakeholders,modern_type,: ,: _teaching,", ",intergenerational,ethical_embedding,S nain and ,", {",2024-04-02 03:47:00
mostly29-a96d-4d4b-9fff-184c3fd9a071,community,Igbo,modern_ethics,location,resolutionat kkinywa,cultural_at,ethical_language,recorded_at,", ",stakeholdersla,scenario,principle_demonstrated,ethical_,2024-10-18 21:23:00
mostly87-67e9-4d60-93f2-a119f9acd313,empathy,Zulu,modern_ethics,ethical_at,", ",recorded_type,neural_type,} ,community,: ,cultural_logicethicsi,: ,resolution,2024-02-25 17:27:00
mostly47-347d-43a9-ac68-a1f54c2184b6,community,Zulu,traditional_justice,ethics,"-0.8596,-0.75281}2,0.289,1.4,0.517, 0.,104703",ethics,ethical_framework,symbolican,A_at,cultural_type,", ",principle_: ,recorded_stakeholders,2024-05-28 17:45:00
mostly04-6f41-4dea-bec1-5174a6ef9855,community,Swahili,moral_dilemma,principle,stakeholders,cultural_language,recorded_,primary{,primary_ ,",0.318-0.7, ",: ,"H-1.706:-19,-0.17-",description,2024-04-27 16:11:00
mostlye5-52a5-4ae6-8b72-1d47144fffb3,community,Zulu,traditional_justice,"M,-0.1,-0.9,-0.908618,02.3,-",principle_domain,"2024wisdom_tension1.19006,-0",description,}_framework,neural_e,resolution,: ,,intergenerational ,2025-09-24 06:14:00
mostly33-1802-42f8-bace-810dad07ce45,community,Oromo,conflict_resolution,ethics,,: ,integrity,"description_at0.2854,,1.43,0._3,-1.13729,0.439,-1.,02,0.177, T08,01.0.67,0.4,-,0..972,0.",cultural_framework, {_,N:  na n- mb, ,principle,2024-07-03 17:49:00
mostly3e-f9e4-4374-a57b-9c8c46d259cf,justice,Oromo,conflict_resolution,,Ndon e na hoy s,: ,ethical_framework,", ",K_tension,respect language,primary,}-domain,K,2025-03-13 01:54:00
mostly0d-8f37-4880-8742-04ccba64a348,fairness,Zulu,traditional_justice,symbolic_at,,integrity,empathy-domain,: {,", ",2025 ku,ethical_type,: ,description,2024-02-03 12:39:00
mostlyd3-c9e4-431c-9016-fd211071b6a3,responsibility,Swahili,modern_ethics,: _,ethical_embedding,}ethical_embedding,", ","K ku-T06 ku, ",: ት,primaryrecorded,", ","ethicalwaovsgual nakuob,s",cultural_language,2025-05-25 00:38:00
mostlyc3-bd40-4db3-a70d-a8782b88bc97,integrity,Swahili,intergenerational,ethical_domain,"S0.0112,-10.0.5, ",}}1 ,: ,", ",wisdom_dilemma,neural_in: ,"Adhs wa k u,-",", ",community_at,2025-06-25 03:16:00
mostly2b-a235-447d-a68d-08a09a8c0144,responsibility,Oromo,moral_dilemma,}demonstrated,scenario_type,} ,stakeholders,resolution, ,: ,principle_embedding,neural_framework,S andot and ci ,2024-02-29 01:59:00
mostlya2-3fb9-4ff0-9a82-6268be825098,justice,Yoruba,conflict_resolution,ethical_language,neural_at,-:00,: ,scenario_demonstrated,ethics,recorded_at,"_1,",scenario,stakeholders,2024-04-16 06:11:00
mostlyc5-b538-4d12-bbe2-b34c106749a2,community,Swahili,traditional_justice,modern_domain,Addis,principle_embedding,location,Mm wagk m m,location,neural_at,2024 ,primary_language,principle,2025-09-13 04:32:00
mostlyea-0030-4d41-bab7-22b6117c1bb2,community,Amharic,traditional_justice,principle_demonstrated: ,"traditional na ya e ujenv,atg,0 n,",resolution,Hyat,scenario_framework,,", ","_logic,",},Ndị ,2025-05-16 17:20:00
mostlya1-bc61-4f02-92a4-82a9cd4020f8,community,Swahili,conflict_resolution,Atdaou andv naoanach en,ethicsan ya mbgy ienoj moat,community_embedding,"wisdom 1ar.,00",2024: ,"}gal, ",cultural_domain,W_domain,Ku ,cultural_demonstrated,2025-05-16 23:27:00
mostly4f-95e8-4a1d-9510-d82d29b07a66,justice,Oromo,intergenerational,H,ethics,,"K0.18281,-0.80.0935,-0.2816,0..4730.06,1.9,0.05.43,-0.431T,-.2827,1.6,1.1397.016,0.260.84315,1.9,1.34,1,7-T.121-T,-.0815,161,2",description,"H, ",", ",", ",Ku,ethical_demonstrated00,2024-02-14 16:23:00
mostlyb2-c002-4f7b-8be4-9584bc42afb4,empathy,Swahili,community_decision,A a-,ethical_teaching,"K_-0.5,-0.1814-0, ",description_teaching,: ,resolution,: ,: ,neural_demonstrated,}}} ,2024-08-06 19:47:00
mostly8d-10dd-49d8-82a6-4333fcef7dd5,respect,Igbo,moral_dilemma,neural_domain,: ,: ,_framework,wisdom_ ,A_at,ethics,_type,modern_type,"{--09}-0.223,,-002,021",2024-03-20 03:43:00
mostly8c-d31c-4aab-b4ba-b623d895bebd,justice,Yoruba,moral_dilemma,},: {atamhaa,: ,W,}n,I_framework,"I m mscgs ya namd i,ino yafinar wai, m",2025ana,: ,recorded_typeat,2024-06-24 06:28:00
mostlycc-9dab-4ba7-ada2-3f4f08993bce,empathy,Igbo,community_decision,primary_at,intergenerationalframework_framework,Oromo,Ndị nacamt,: {,neural_embedding,cultural_type,", ",location,neural_,2024-05-09 13:26:00
mostly63-f6fe-411f-b9cf-9fe61ebfa15b,empathy,Oromo,traditional_justice,: {,resolution,", ",location,,,stakeholders,wisdom_framework,Naa wa eenyi_a,neural_language,2025-09-25 10:59:00
mostly89-2afc-4891-aa8d-da4dc651e432,ubuntu,Yoruba,modern_ethics,community,recorded_framework,principle_framework,ubuntu,cultural_language,: ,"-T.9136, ",neural_type,ethical,"-0.71-0.08192936743,1.1912165.5,-0.690.05, ndị0..8-0.448, ",2024-07-27 14:28:00
mostlyd8-7f13-4839-a9e7-cb17f467deeb,ubuntu,Yoruba,traditional_justice,description_:,Soimop ya n amaananati amananuu,ethicaldemonstrated: ,{-: ,,"symbolic, ",principletype_type,modernu,stakeholders,ethical_language,2025-08-01 06:18:00
mostlye6-349b-4845-a852-2c0c25baec92,ubuntu,Zulu,intergenerational,resolution,,", {",: {,ethics,"2025-09..61,1,-0.170.5812,90.8..2627 ",ethics,"2025- .51418,11.04288,",Ndị,wisdom_ and,2025-04-27 08:10:00
mostly1b-6215-4b5f-b840-649da1d7eebd,ubuntu,Zulu,intergenerational,"Mlsf, .{",I,cultural_demonstrated,", ","2025-,- vT-",description1} ,: ,Addis_type,: ,,2025-08-02 06:35:00
mostly5f-3e6c-4e20-90b5-6c6253a37df5,respect,Oromo,conflict_resolution,scenario_type,: ,ethical_teaching,},ethical__tension,stakeholders,"K,scenarioka b,0",Ndị,scenario_logic,", ",2024-12-29 04:58:00
mostly3d-536c-4eaf-8133-4f1220fc4dad,respect,Swahili,community_decision,respect,stakeholders_teaching,}: ,: ,recordedl,,"stakeholders-.03:,0.737",Oromo,location,Oromo_,2024-04-03 08:23:00
mostly85-4ca0-44b5-8409-bea430449818,integrity,Yoruba,traditional_justice,descriptionaoarivf,: ,}{,K,recorded_type,symbolic_justice,:recorded_teaching,location ,intergenerational ,Ku_teaching,2024-05-23 06:40:00
mostly77-290c-4265-bd30-7bd43884c709,responsibility,Igbo,modern_ethics,symbolic and,resolution,primary_tension,primary_,principlear ,ethical_type,stakeholders,ethical_logic,I ,ethical_logic,2024-01-20 05:49:00
mostlyfb-9249-4e3a-9c15-821fa2e54985,community,Igbo,community_decision,{,ethics,,resolutionframework,cultural_embedding,M_at,2024-}02-,} 0,recorded,neural_teaching,2024-12-18 06:47:00
mostlyec-bc4a-4057-b849-ac1bdefa9aaa,empathy,Swahili,modern_ethics,primary,",",primarya,symbolic_logic,", ","symbolicembeddingat ku,a",integrity{-in waTeen,"2024,-0.9T174,-0090.1958.,160.0622,-0.29,9: ","Monp andzi b ku mu, ",ethical_demonstrated,2024-06-12 08:40:00
mostlycf-3b16-41b1-b533-7271b4250b92,integrity,Igbo,traditional_justice,} {,_},"I_, ",ethical_demonstrated,ethics,: ,", ",: {,principle,,2025-08-25 03:26:00
mostly34-543e-4812-94c5-8327b797573f,integrity,Igbo,conflict_resolution,ubuntu ,cultural,}} ,,location,scenario_type ,"intergenerational yaan,, b v,wa1icọ ku m m.",2025-,A na,ethical_at,2024-05-18 19:49:00
mostly96-79b4-41da-a3de-c99c106fdda1,ubuntu,Swahili,community_decision,2024_teaching,cultural,ubuntu,symbolicdomain,"0.232866i00,-0.58,-0.3559,2,.09",primary__teaching,stakeholders_domain,primary{,stakeholders,neural_embedding,2024-03-06 01:47:00
mostlybd-5471-4494-bdcb-8e145b582133,community,Igbo,community_decision,location} ,"H andv mt, ",: ,locationlanguage,recorded_at,ethical_at,wisdom_tensiontension,S,C,,2024-03-18 06:17:00
mostlyee-8890-41ea-9bfd-a5c1af36650f,fairness,Swahili,conflict_resolution,H,",0.80319,1.065,-0.,1.474,1..90.9,2-.23,.47,-1.2,0.2889, ",neuralresolution-T00,wisdomaran nagulagin ,resolution,justice,: ,", {",traditional_ nain waọi,_typep,2024-04-23 00:20:00
mostly3c-93b9-404e-a05e-7615436b8a46,justice,Yoruba,traditional_justice,ethical_logic,T ,: ,-06{ ,2024_framework,: ,{,intergenerational_dilemma,descriptiondomain,W na,2025-08-20 15:20:00
mostly09-b680-4d75-a0cc-819febcd8582,ubuntu,Shona,modern_ethics,_teaching,}} ,: {,C,ubuntu_framework,scenario_at,M,cultural_framework,:: ,M,2024-03-24 07:29:00
mostly9f-f6dc-49e6-a3cd-a5024e8b54a3,integrity,Swahili,traditional_justice,", ",primary_logic,wisdom,} .,ethics,2024_:_-,_embedding,U,: ,"2025-0.0488, ",2025-02-26 02:07:00
mostly88-f753-41c4-9a4f-203ea9cb46ec,community,Igbo,moral_dilemma,empathy,scenario_at,Aataal,ethical_type_logic,"-0.1,-,-1..804470099-0.011.747,-0.8, --109,1.177-900,082.49 na-,-0.603,-1-.3636,-0.1718.271,0,0.7,-0.124,2,-0.,0.66,T:",wisdom_at,2024 ,description,I,A,2025-08-10 17:23:00
mostly9d-0441-4729-a445-88dbbef2d317,integrity,Igbo,intergenerational,scenario_domain,neural,neural_embedding,", ",2025at1 and e m ianae ns,cultural_at,"-0308-08283802,: ",cultural_,N_typelanguage ,"-0601.48,1.43,-0.4,1510..809,0-.T,0.2843.8049,-0.T.T05,-0.4_6.-0.04,0.5606: ",2025-08-09 11:46:00
mostly7f-3249-45d9-a939-e02fd6242b02,ubuntu,Shona,traditional_justice,cultural_at: ,"C,type",_demonstrated,primary_ ,cultural_framework,symbolic: ,stakeholders,community_logic: , ,M..,2024-04-03 09:08:00
mostly96-d4d3-4388-a661-1bae90844730,ubuntu,Zulu,community_decision,"Mnde vs, a",neural,description,: , ,cultural}_-,"U {1.49150.,0817-10, ",principle,empathyds naeniyen.ie waslaupbfme-an ,N_domain,2024-07-09 04:05:00
mostly84-a325-4a84-982e-3fe00cc46331,justice,Shona,modern_ethics,ethical_type,intergenerational,: ,", ",integrity,: ,: ,community,wisdom_demonstrated,:00,2025-02-01 16:24:00
mostly6c-eef8-48e8-8393-090a4ed17770,community,Oromo,community_decision,modern ,resolution,: ,ethical_embedding,primary_tension,: ,ethical_framework,symbolic,principle: ,N_teaching: na,2024-02-18 17:55:00
mostlyce-419e-490b-98ac-d1a0a1231004,justice,Oromo,modern_ethics,,stakeholders,ethical_framework,",0..8,,0.191-017.5,-0.70592, ",intergenerational. ,,location,"I., ya",2025 {,", ",2024-11-16 07:29:00
mostlycf-15f3-4066-8f46-c112506fb0cd,empathy,Yoruba,community_decision,M_language,Eb:-,},2024,: ,"}}-106-0.2623,-0.058,0.080614,0.13,-0.2949-08T068,-0.024,:0.-04,813,0.,050.08-0","Sana,at",neural_type,2024_T,O,2025-06-03 20:05:00
mostlybc-b3a4-4c66-ba5c-1ad36da5925b,community,Yoruba,conflict_resolution,ethical_at,cultural_language,principle,,community,traditional manb- ya,resolution,stakeholders ,: ,"--0.50.-T,06-0.3",2025-06-15 04:25:00
mostlyfc-cd2b-4221-a6ee-b4901c0352fa,responsibility,Shona,community_decision,2025iya,: {,description,: ,symbolic_ ,ubuntu_,}symbolic_T: ,ethics,cultural_at,integrity,2024-08-26 17:44:00
mostly76-dc53-4031-99af-7d6617fb8261,integrity,Zulu,intergenerational,"ethicaloanm-.0509T,0.78,0.49136,-09.6028,-70.7.1909.0853,1.4,0304, ","Ndịs nan.b,-0..1919,,0..T77,-,0.549, a",location ,"}}}vb -ar.8, ",wisdom_framework,stakeholders,resolution,"symbolic,",2024 ,}_teaching,2024-04-30 17:46:00
mostly0b-78b8-4131-8ba3-927a8cc95bcd,justice,Swahili,moral_dilemma,2024,wisdom_tension,"neural1,-0.1305,-047, ",}_framework,2025framework,ethics,", ",", ", ,"-0.1991,-0.60T19,0.58,15",2025-09-03 07:39:00
mostly16-e13c-4821-ae20-d64b89651ea3,fairness,Amharic,community_decision,description,description,neural,description,location,", ",} ,Oromo_language,"2024typecvi,aein ",primary_ ,2025-09-19 13:24:00
mostlye6-09ea-4ba1-b319-b0598deb733c,integrity,Igbo,intergenerational,", ",ethical_: ,: {,N,ethics,neuralprimary_demonstrated,wisdom_framework,neural__embedding,Mo,scenario_type,2024-07-03 19:30:00
mostly9c-070e-423b-bb9a-c510abc8552f,responsibility,Yoruba,conflict_resolution,description,: ,}} ,",",: ,location,neural_tension,stakeholders,,: ,2024-06-20 04:17:00
mostly9d-7429-4b4c-b107-f9c3e44a55d8,justice,Yoruba,modern_ethics,location,- {,recorded_teaching,: ,cultural_domain,M_domain,Moeo,neural,: ,"traditionalim:oe s ya ay mlalọ soalv, ndịin ",2024-09-09 04:52:00
mostly69-1f29-400f-bc40-e7048da29af1,justice,Amharic,moral_dilemma,location ,ethics {,symbolic: ,primary,: ,,A,scenario_domain,description,ethical_language,2025-02-27 20:05:00
mostly69-a4ed-45ae-9e71-74cdc227c0af,empathy,Swahili,traditional_justice,ubuntu: na-,", ",: ,ethics ,recorded,stakeholders,principle_ wacoa,", ",", ",ethics,2025-07-06 18:44:00
mostlyaf-5262-4692-aea0-0b34b7a2f785,respect,Oromo,intergenerational,U-wa,: ,,recorded,", ","-.4.55,-00.15-, n: ",cultural_ ,: ,: ,symbolic_tension,2025-01-01 08:19:00
mostlyaf-0c1f-4b1e-a9b7-1d192a95e0a2,ubuntu,Oromo,intergenerational,"2024-0.0904, ","Kl.o,-0.59,2.17,---.,0.8.80325,-0.19,-0.7849, 01.7115,-0.417,-0.536-17.6085,0.8, ","M, ",A_.13,symbolic:: ,", ",primary_-,stakeholders_teaching,E_embedding,,2025-09-25 10:59:00
mostlyef-b03d-484a-a299-f507c13d2791,empathy,Hausa,intergenerational,A,scenario,description,2024at,wisdom_embedding,recorded_teaching,2024,recorded_embedding,- ,neural_framework,2025-01-08 05:14:00
mostlycb-08de-41b2-b206-e41dba3e912b,justice,Igbo,intergenerational,"M, ",primary_type,2024_,scenario,principle_language,description,ethical_0,stakeholders,I g,,2025-09-25 10:59:00
mostly9a-873b-4c4d-a23c-fe1ea02ee182,respect,Amharic,conflict_resolution,stakeholders,description,scenario_logic-,{,{,E ,: ,},recorded- ,"M na u a, ",2024-07-26 14:24:00
mostlyd2-fc2b-476c-ae07-375f75f2d343,empathy,Swahili,modern_ethics,traditional_-e2,description,"-406TTa2,-0.,0.7,0.7_,11-41.0526,-0528-0.45,-0.450.0372,0.4325-4,0.0560.08.",}K{,empathy-02,}_demonstrated,: ,: ,Ndị,: ,2025-01-31 14:02:00
mostlye4-66e6-44fc-8622-b82a4a8a10a8,integrity,Hausa,traditional_justice,neuralresolution,: ,O and,wisdom_-,locationat,H.04,traditional,neural_domain,scenario_logic,ethical_type,2024-01-09 12:36:00
mostlyfd-4788-4c8a-8d6d-cabda82bac81,respect,Swahili,modern_ethics,resolution,ethical_type,ubuntu,location,"descriptioni naan, ma,0.151319,-1.0923T2.15,0.46,0..0510,",justice,I,principled,: ,recorded_at,2025-07-05 11:39:00
mostly86-f078-4d3e-8694-98e9d55ef270,empathy,Igbo,traditional_justice,: ,: ,K,cultural_tension,: {,wisdom_teaching,", ",ethics,Shona,ethics,2024-08-05 17:24:00
mostly9d-8442-4510-acdc-69b36dbc9460,justice,Zulu,community_decision,scenariom,neural_at,Ku_at,", ",,principle_demonstrated,,scenario_language,K ,neural,2024-11-26 15:26:00
mostly3c-0c67-424f-b13a-ef164aa96753,empathy,Amharic,conflict_resolution,"I}, ",ethicaldemonstrated_,ethical_decision,ethical_tension,"O yaonss ku, ",,"ubuntu, {",empathy_demonstrated,},description,2025-04-12 07:47:00
mostly3d-528c-4f36-99ec-291bd73895d8,empathy,Oromo,moral_dilemma,description,community_framework,"I_ n, ",scenario_language ,wisdom_language,descriptionc,", ",description,wisdom,primaryframework_teaching,2024-02-11 08:10:00
mostly8f-6ce9-4146-bd79-7e7f6e93aeba,integrity,Igbo,conflict_resolution,neural_tension,cultural_framework,scenario_tension,: {{,", ",recorded_decision,",",}} ,}: ,stakeholders,2024-09-01 23:09:00
mostly88-7827-483f-a9cf-607935565a35,justice,Swahili,conflict_resolution,ethical_teaching,ethical ,,recorded,recorded,scenario_tension,"---0.50157,-0.06,0.148-0.7627,1..1,-0..14,,0.43120.17913T","Hethical, {","-1.9.427,",", ",2024-08-24 06:17:00
mostlyae-0133-4d71-b6e0-7e602c8b39c1,fairness,Swahili,intergenerational,resolution{,neural_framework,stakeholders: ,", ",:: ,intergenerational_demonstrated,wisdom_type,"0..28818,,1.2291206, ", ,ethicalethics,2024-08-29 12:20:00
mostlyed-db78-45ae-a84d-543f05a1f96f,fairness,Shona,intergenerational,ethical_teaching,N: {,N_at,: ,scenario_demonstrated}  naziswa,principle_tension,: ,stakeholdersat and ho,ethics,resolution: ar,2024-09-15 06:37:00
mostlyd5-206b-438e-b76a-4f39ce6b966e,community,Zulu,modern_ethics,ethical_language,scenario_teaching,Oala aa,}_teaching,A_domain,", ",integrity,"O0.086 ya.,-0.03",recorded_decision,Tat,2025-02-28 20:11:00
mostlydf-ac67-4eef-bd3d-b739425148ee,fairness,Swahili,intergenerational,: ,resolution_at,resolution,_demonstrated,} ,symbolic_tension,ethics_atframeworki,cultural__tension,scenario,cultural,2025-06-30 21:04:00
mostly18-1320-47bc-beb1-1fcd2cc79912,empathy,Oromo,traditional_justice,ethical_framework,"neural007, ",neural,"traditionalin, ",resolution,},principle_teaching1,"resolutioninav, aits baa nakkmufd, k n wa naaa n am",location,", ",2024-04-23 15:28:00
mostlyf5-b808-46ae-be2c-c533656fdeb9,empathy,Yoruba,conflict_resolution,ethics,Mneural- ,202400,},"-050.174935,0052,,0.09.T09, ",Hit,N_teaching,traditionalkk yas,ethical0: ,symbolic: ,2024-07-06 17:41:00
mostlya1-e81f-4d02-ba81-173d16d06549,integrity,Igbo,intergenerational,"modern0.72,-07.1.470525,,0.433,0.07,0.3,-0.5,-.1.60.059,-00",", ",community_logic,",. ",neural_-1.70548,ethical_language,: ,empathy_framework,2024}_at: ,wisdom_embedding,2024-07-26 21:28:00
mostly06-e85e-4e3b-b0ce-4548e1d513e7,integrity,Swahili,intergenerational,wisdom,,{,:an,stakeholders,modern ,"cultural_-0.3.4,-0.4947, ", {,ethical_tension-,"}, ",2025-07-01 14:16:00
mostlyb2-6d35-4379-aaaa-b7a0f7821fd0,justice,Oromo,conflict_resolution,_type,"}-,-T3,0.629,-1.16.,-0.069,-0.3369,0.09,0.1403,1.82,3,061.26,0.527814,0..9",", ",community,S,"T na na a,-0.26,0.127,0.64894908,-0.4729,0.27,-105.9, ",N_type,T_language,2024-05: ,: ,2024-06-23 19:35:00
mostlyc2-0b6a-495e-b2f8-e4b0abe02dfa,empathy,Amharic,conflict_resolution,2025 ,symbolic_framework,N,"0.490.18,9",principlestakeholders,}framework,symbolic-03T: ,location,ethical_tension,"integrityframework ajyoaaaaub, and",2025-07-08 01:23:00
mostly49-8f6e-4565-a50d-eea8a424b59c,community,Oromo,modern_ethics,wisdom: {,principleethical_domain,location_logic,_tension,resolution,M mkal kue and ,empathy,", ","scenario0.9150.45,0.",:T {,2025-02-21 18:46:00
mostly70-2b63-4964-a42a-3c1e9c28de3b,fairness,Shona,moral_dilemma,Adtọic,"ubuntu m, v",cultural_teaching,location,description,wisdom_at,2025-,empathy,,description,2024-07-09 21:39:00
