id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostlycc-0b5e-45c4-b4c1-cd71ead09438,37,Oromo,healthcare,recorded_demonstrated::00,If,symbolic,expertise_shared,: ,empathy,technology,", ",recorded_language,: ,2025-05-09 10:25:00
mostly78-a335-4cf4-99fe-fd7a5079c83e,39,Amharic,healthcare,location,age_logic,problem_logic,description,impact,strategic_thinking,leadership,", ", ,Worked,2025-05-09 15:54:00
mostly52-7dba-419b-b445-7b22f50f47d0,58,Hausa,leadership,age_Cedes,2024,":}eroredor, andos.",: ,", language",empathy,_logic,U ,:00,R_logicarw.,2025-07-18 14:02:00
mostly53-ebb0-4901-8553-e61d4c247498,41,Oromo,healthcare,symbolic_embedding,symbolic_embeddingp,: ,: {,Ifee in% a,leadership,description,R_demonstrated,", ",collaboration,2025-01-12 10:20:00
mostly59-b1a0-41f4-b59c-55b771ec24ea,65,Oromo,technology,"H, ",C_years,":00 withn-at-g%, and and.",_shared{,collaboration,strategic_thinking,: ,description,:00,2025_,2024-07-26 14:53:00
mostlya6-6da2-4961-945a-ba5f9ee217ff,44,Zulu,agriculture,: ,AA: ,recorded: ,_descriptionlogic,technology,strategic_thinking,: ,problem_e,", ",wisdom_embedding,2025-01-30 10:28:00
mostly46-e7cc-45b9-8db1-2c15b56bba16,47,Swahili,governance,B,S{,recorded_age_language,A,problem} {,innovation,"expertise_embedding, with",expertise ,strategic,:00,2024-08-07 16:12:00
mostly3f-9b24-4e83-aa6d-0d9a0f8da7b2,65,Amharic,governance,expertise,age ,If,symbolic_age{c:} ,R_taken,technical_skill,: ,: ,: ,: ,2024-06-26 07:50:00
mostlyba-8025-4e5b-9d31-90ea7cec8a67,51,Zulu,education,primarylocation:3,: ,2025at_at,location,primary_years,leadership,C_at,recorded: ,",_logic",0.,2025-06-28 17:18:00
mostlyaf-ca65-4848-82e2-dfd8956f44a9,33,Oromo,agriculture,problem_language,H,"Partnered0.8, ",}_taken,",.25, ",vision,: ,expertise,: ,", ",2024-01-05 21:35:00
mostly84-e5e3-40ed-8051-55dabc983f8b,33,Zulu,entrepreneurship,primary_solved,neural_embedding,"S, ",domain_shared,domainat,technical_skill,If,: ,", ",,2024-01-08 07:28:00
mostlybc-b389-4184-807f-c659f73aff4b,45,Igbo,agriculture,2025_logic,domain,", ",symbolic_embeddinglogic,: ,innovation,collaboration,age_years,M,domain,2024-07-23 02:06:00
mostly55-8c2c-440c-a24c-960b3b16ed22,33,Amharic,education,primary_at,description,S int cs; p inal.5e39;00edalit-c;.,:,H_shared,strategic_thinking,impact,expertise_logic,: ,description,2024-02-11 10:17:00
mostly49-7365-4191-a90f-0ea62ad3de8a,65,Hausa,technology,expertise,: ,recorded_atyears,Worked ,neural_solved,leadership,In_years,location,age_logic_years,P ,2024-03-18 01:37:00
mostlyd1-549e-4671-a421-2a9827c3f1f0,49,Shona,education,: ,: {,: ,S ,: ,empathy,2025__solved,: ,collaboration_demonstrated,age_embedding,2025-06-11 14:43:00
mostly1b-93a5-42cd-9ddf-35361b6c8723,29,Zulu,technology,Ct a,age_solved,,neural_logic,impact,leadership,domain,collaboration,impact,recorded_language,2025-04-17 16:36:00
mostly81-0134-41d1-9b32-1af11a5aeed9,34,Swahili,healthcare,", ",location,primary2025_solved,", ","Partnered,-0.,479,0.,-0.",empathy,age_at,age_solved,: {,adulthood,2024-11-30 17:15:00
mostly78-0676-4f9f-8228-5b0cb5e90b2a,41,Amharic,technology,Amharic,M_m,", ",2024at,location,strategic_thinking,approach_taken,Worked,: ,", ",2025-05-11 09:42:00
mostly67-8136-46af-bba6-1e06892f4f8c,60,Yoruba,healthcare,expertise_solved,location,"problem,_demonstrated",: {,technical,innovation,: ,innovation.,"-0.083-09}.0000,1.,5,.",S { foreersin-2.{,2024-01-23 10:24:00
mostly8c-aa76-4fcf-99af-ed2ddc3da2df,54,Shona,healthcare,2025_logic,location,",",recorded_taken,impact,technical_skill,wisdom,", ",recorded_yearsyears,,2024-09-12 05:47:00
mostlyf9-1b52-4579-91b9-c42e056e791e,34,Zulu,agriculture,impact,collaboration,problemdemonstrated,:,Daningees0.,innovation,expertise_embedding,B,recorded_shared,M_taken:8 pyoreesingoral aitsts.,2025-07-28 09:53:00
mostlye7-a6bc-4bf6-98c5-b9f25965781c,62,Hausa,leadership,_logic,C_demonstrated,adulthood,collaboration: ,neural,leadership,approach_demonstratedp ,: ,"If c m-, and2itnleerarers.",wisdom_logic,2025-03-18 18:39:00
mostly8f-2992-4d6f-a00d-c89aec0324ab,60,Shona,governance,", ",", ",If,Swahili,:at,vision,,"As,00 p.04, ",Aeed to as st f formationation.,symbolic_problem,2025-01-24 23:06:00
mostlye9-37e6-4e6c-a490-ba8b7a35bf6a,36,Zulu,education,age ,technology,} ,wisdom,expertise_ ,strategic_thinking,",} ",problem_taken,age_taken,problem,2024-01-04 00:19:00
mostly74-d231-46ab-948c-c034b915d631,51,Igbo,education,neuralembedding,"recorded, ",A}},C_,description,leadership,impact,", {",A,D_embedding,2025-05-31 18:50:00
mostly01-b032-4c13-9ede-a5de0654dee4,31,Zulu,governance,: ,symbolic,"recorded,---1.295035,- and9.5",", ",approach_demonstratedor0.,leadership,domain,location,wisdomS- a f,", ",2024-04-27 22:33:00
mostly41-afc6-418c-92e0-ea262d985f13,59,Hausa,leadership,", ",innovationes_solved,"Averaget0.6,-0.",wisdom__years,expertise_shared,leadership, ,location,: ,"-0.5,.2T92, ",2024-05-30 04:58:00
mostly09-a970-478f-b75a-b77dee7b0ad1,58,Igbo,agriculture,"age_,",neural_demonstrated,collaboration,:__demonstrated,wisdom,vision,2024_solved,problem_demonstrated,recorded ,collaboration,2024-12-26 22:30:00
mostly9a-1604-41aa-aa52-8ab8aa236d2a,43,Shona,innovation,Mar b%ers oed.,F_logic},descriptionsolved,wisdom,collaboration,vision,primary_language,O 3{,}} ,approach ,2025-09-27 12:51:00
mostly83-b5aa-43ca-856b-638436ed7fe0,36,Igbo,healthcare,", ","RTerc, ",: ,"primaryP1,-0.",", ",vision,: ,", ",collaboration,: ,2025-01-17 23:41:00
mostly26-4ff5-438f-b726-070202455c7a,37,Oromo,healthcare,F,", {",neural00,collaborationcan,}__language,leadership, ,age_language,Amharic,"M, ",2025-01-11 02:43:00
mostlyc8-6308-4c1d-9f90-8858aaa04080,27,Amharic,governance,M,"strategic, ",-0.,symbolic,domainlanguage,empathy,", ",: ,neural_takeng,Lre,2025-03-16 14:32:00
mostly47-9720-489f-bede-0f9be59842c2,27,Amharic,governance,: ,problem_problem,location,description-0.,: ,empathy,adulthood,: ,"collaborationat andeyees forer and, ",If_taken,2025-01-04 21:03:00
mostly24-ae3a-4e89-9a7e-7714f6cf20f5,24,Yoruba,governance,approach_at,", ",adulthood,", ",S-9er and.,innovation,ageembedding,M ,approach,P_,2025-05-16 04:08:00
mostly1f-c779-4411-9104-9cb1ebfa7f8f,58,Swahili,innovation,"-_-0.2,0.",primary: ,: {,", ",0: ,innovation,"expertise, ",", ",Average,symbolic_language,2025-07-09 05:52:00
mostlybb-890a-4ee7-94e5-f04fbff97a81,27,Amharic,agriculture,", {",: ,: ,wisdom_language,: ,vision,location,domainat ,", ",: ,2024-03-11 00:03:00
mostly52-5256-4383-bf2d-b3bd9287584a,41,Swahili,entrepreneurship,symbolic_ed-0.,neural_solved,", ",domain,",0.9354,0.30,.",innovation,: {,Average,A ,,2025-04-09 00:54:00
mostly9f-1080-4a86-9a27-14a50f69f44a,50,Amharic,governance,description,expertiseed,location,problem_description,Inshared,strategic_thinking,", ",leadership,", ",age_ed,2025-07-09 10:18:00
mostlya0-7a57-48af-9a11-36b2a9f31209,40,Zulu,entrepreneurship,If,age_skillg,A2 ,"2025, ",", ",innovation,2025_shared,C,P,approach_demonstrated,2024-11-13 12:41:00
mostly78-740a-4ab2-ab17-75cf63f8d449,62,Hausa,entrepreneurship,If.,age_years,: ,"expertise, ",Partnered ,strategic_thinking,: ,2025-0.,adulthood,: ,2025-09-12 12:36:00
mostly21-d7a6-4d59-ac81-1459db3ed9e9,62,Shona,agriculture,B,symbolic{{,domain,", ",neuralredned ber; ais;al m%.,leadership,description,: ,Darita;otss toiterits.,} ,2025-07-11 18:49:00
mostly8e-eefb-447a-8ed7-3ddc190664cb,41,Swahili,entrepreneurship,symbolic ,collaboration,problem_skill ,: ,problem_logic,vision,adulthood,", ",: ,age ,2024-07-05 03:53:00
mostly48-ed12-4c4d-9395-8e9dc0d3d0bb,64,Swahili,agriculture,domain,", ",: ,location,impact,vision,symbolic_shared-0.40-1.,,", ",S withied ced f toa  s and pyingepy andeds f,2024-12-28 03:23:00
mostlyea-2d3f-4d15-81b2-2d22ec8a0d2e,33,Amharic,governance,impact,Ifagei at,collaboration,", ",wisdom_logici,strategic_thinking,impact,description,symbolic,impact,2024-05-03 21:37:00
mostlyb1-74cb-4f96-96e3-d52c4429a36b,63,Amharic,governance,adulthood-0-.: ,,recorded_solved,"approach--0.9,0.",O,innovation,technology,: and,}:t ,", ",2024-08-21 14:45:00
mostlyee-8214-4725-9aa1-4d26b4248213,41,Igbo,entrepreneurship,problem_solved,impact,: ,", ",_demonstrated,strategic_thinking,: ,recorded_solved,A}C cersi s-er inins byerede dorsyre in p.,F,2024-08-05 17:48:00
mostlyb1-7424-4796-a160-58e9159512c2,29,Igbo,agriculture,recorded_solved,--09.,recorded_logic,age_language_: ,neural_,technical_skill,} ,,strategic,expertise_taken,2025-06-25 20:54:00
mostlyea-830e-4a60-a699-24da1e9be3a2,57,Amharic,innovation,", ",", ",C,location,", ",technical_skill,approach_shared,primary_sharedlogic,Ifal fed.,-: ,2024-02-03 18:35:00
mostlyd4-a185-41a8-9cc8-935076053bae,26,Amharic,education,description{,:_years,: ,domain,domain0.,leadership,_logic,: ,age_language,leadership,2025-07-29 23:41:00
mostly27-d18f-4d18-b7fb-077bd9d70ee6,34,Igbo,governance,C_,description,location,:0 ,expertisere ,innovation,"domain fore,0..435,-.6, 0.",collaboration_shared,} ,primary_shared,2024-04-15 11:21:00
mostly50-4ef0-4101-ad44-0d601659bb63,54,Yoruba,entrepreneurship,"2024-0%003,.",entrepreneurship,problem_ and,: ,"-0056-1.,0.6,-1.",innovation,},neural_languageembedding,: ,", ",2024-06-15 21:38:00
mostly58-5a0b-466d-a9ff-d582580b7988,34,Yoruba,entrepreneurship,expertise_taken,neural_demonstrated,,primary_at,collaboration ,vision,age_years,age_,primary_taken,symbolic: ,2024-08-03 14:28:00
mostly63-b313-491f-a1fc-b003cdead274,32,Amharic,technology,",1.448,00.",} ,"Hed, Nigeria",adulthood,", ",empathy,_at,wisdom_years,impact_shared,", ",2025-04-06 08:21:00
mostlyb8-f351-4817-9fad-e9a82cd95d29,56,Igbo,governance,: ,recorded}.,"problem,-0.0039, ",wisdom_.,_language,leadership,: {,neural,2024 ,expertise_shared,2024-06-09 07:07:00
mostly30-f0cc-40c1-90b1-7d5b4dee63f7,42,Shona,education,A0,D,}Cer gs in st for with r withed.,wisdom_.,}.,empathy,: ,age_logic,}}00 ,L,2024-10-04 11:24:00
mostlyac-7dab-492c-9e69-7700204347cc,38,Igbo,technology,: ,O,}},: ,2024,innovation,neural_logic,neural,", ",age_years,2025-01-20 17:07:00
mostly96-a209-48f9-9f85-3d995589fd18,51,Hausa,healthcare,} {,"Fe ands, ",0 ,", ",approach0 ,strategic_thinking,"-e-0.4,-0.",}{,wisdom,S withnwyeded andterss and re.,2025-09-27 12:51:00
mostly26-dc1f-4234-8bb5-338c7b70c3e2,42,Swahili,healthcare,",_: ",age{,expertise_years,2024{,: ,innovation,}: 2,neural_embedding,wisdomlogic_taken,Worked,2024-11-09 13:39:00
mostly13-7248-45d3-be5f-1bbd18a1f0ac,33,Hausa,technology,primary_embedding,neural_taken,_taken,description,"P1.5%8,1.",technical_skill,wisdom_shared,: ,symbolictaken,problem_years,2025-06-09 23:54:00
mostly9d-9afa-4fae-b6b5-a42077105d60,62,Igbo,leadership,domain,: -,M,"Average, ",neural_problem,empathy,: ,Workedat_shared_atv,2024-0 ,-1-02 ,2024-07-14 17:58:00
mostly69-abcc-472a-aa67-60ed123d558f,50,Hausa,technology,symbolic_language,impact,", i{","approach, ",,empathy,", ",M_at,: 0{,":- 40906,ed4.",2024-08-03 23:00:00
mostly56-d8d6-40a4-907b-30e1098ec3a9,43,Amharic,governance,"2025_, ",2025years,R ,: ,adulthood,strategic_thinking,leadership-0.,",: ",", ",A with pes_al to st.,2025-09-08 01:06:00
mostly7f-ad23-46fc-9421-ac91b169c1bc,34,Swahili,technology,: ,}_demonstrated,: ,"impact, ",:,strategic_thinking,", ",strategic{,A with_logic,: ,2025-08-09 08:54:00
mostly7a-b1fb-4efa-92ce-c23e0bdc586e,39,Zulu,education,: ,collaboration,"S-,0.4,1376,-0. ",_embedding,wisdom_years,strategic_thinking,"neural__,",M,primary_shared,location,2025-09-27 12:51:00
mostly4b-c538-4f70-8958-baeaac50d3c7,23,Igbo,governance,U: ,L_ ,}: ,,domain,technical_skill,recorded_shared,: ,expertise ,symbolic_atsolved,2025-04-04 10:13:00
mostlydf-66e6-47aa-9333-74c5a3d1dc43,47,Amharic,technology,,: ,: ,symbolic_at,recorded_demonstratedo ,innovation,symbolic_demonstrated,location,domain,: ,2024-05-10 00:10:00
mostly30-2f59-44a7-920f-b4399597eec4,22,Zulu,healthcare,"M, ",M_embedding,"recorded_shared: foris,--2--T,.",: ,adulthood_demonstrated,leadership,"Rsa,",", ",A,recorded 3_embedding,2025-05-31 18:36:00
mostly82-1abd-49f8-bef8-3beb512ca6a4,27,Yoruba,entrepreneurship,age_language,neural_shared,domain,impact,A,empathy,impact_demonstratedei,", ",} {,", ",2025-05-13 19:36:00
mostly27-2952-4abf-a6f2-22da4605467b,51,Hausa,technology,problem,neural_demonstrated,domain_years,: {,Fsolvedars iniursyal.,strategic_thinking,C_embedding,domain,expertise_: ,expertise ,2025-09-10 08:36:00
mostly6b-eb6c-43fa-8469-a1de458fcafb,31,Yoruba,technology,: ,age_demonstrated.,approach,} ,recorded,technical_skill,age__logic,: {,", ",domain,2025-04-15 16:13:00
mostly27-89bb-451c-b1fe-a9d3eefe4fb1,22,Swahili,leadership,collaboration:00,technical_years,", ",Per,wisdomdemonstrated,strategic_thinking,", ",domain,approach_language,A.5,2024-07-21 00:51:00
mostly03-8fe1-4afb-97bb-cc40450709c6,43,Igbo,healthcare,A,A,domain,neural: {,"wisdom, - wither",empathy,,age_language,: ,Iferu tot s andc sbed,2025-01-24 10:12:00
mostly6f-d4b1-482d-b22c-efa44e7bfe54,38,Amharic,healthcare,primary_taken,", ",collaboration_shared,: ,: ,strategic_thinking,Inor,C and,description,C ,2025-05-03 07:35:00
mostly7b-8f6c-4928-b311-5c8cb50d8c4f,58,Swahili,education,recorded8-0.,:_m,adulthood, ,-,empathy,}_shared.,- with5 toa,: ,primary_logic,2025-02-26 01:49:00
mostlyf3-4394-4934-8958-c74cf43c93f3,23,Swahili,innovation,: ,",_logic ",", ",Aor.,D,leadership,S_years,expertise_logic,expertisei ,} ,2024-01-04 00:19:00
mostly31-0a30-43dc-a8bb-92847dfa6174,57,Zulu,leadership,neuraldomain},problem_demonstrated, ,problem_demonstrated,", ",innovation,"P andi, {",domain,2024-09 fed,approach ,2025-04-20 19:28:00
mostly6f-7809-4c7e-af2b-a63b8cbf7e9a,62,Amharic,healthcare,description,wisdom ,impact,Partnered,symbolic_logic,strategic_thinking,collaboration{,: ,approach,age and,2025-05-01 13:47:00
mostly11-00fc-447e-969b-8ccbbe4d7094,60,Hausa,entrepreneurship,: ,location,problem:00,problem_at,", ",resilience,description_embedding,adulthood,: ,strategic_years,2024-09-08 07:07:00
mostlya7-92c8-4ec6-85da-f7cd5d6e3dff,40,Yoruba,education,collaboration,_demonstrated,domain,symbolic_logic,S,technical_skill,Worked,age_taken,Ifageorat,", ",2025-01-06 23:34:00
mostlyc4-56d7-481c-9be8-82958b5ff9ac,31,Zulu,agriculture,: ,recorded}age n with_taken,expertise,: ,P,technical_skill,recorded_years,symbolicshared,wisdom,neural_language,2025-07-18 06:06:00
mostlyc9-9b98-46bb-aa53-a19261730b41,47,Zulu,entrepreneurship,,If_years,: ,collaboration,adulthood,strategic_thinking,: ,: ,: {,R,2025-01-24 03:37:00
mostly6c-1aaf-4e51-87a6-6cfe6fb5e399,52,Yoruba,innovation,adulthood.,:1 ,approach_taken,recorded1 ,", ",innovation,recorded_edesar b and per fer.,If_logic,", ",} ,2024-02-17 09:58:00
mostly01-a7e3-49f6-b646-3eca295898df,60,Shona,technology,Worked_language,: ,S,wisdom__,F,leadership,O,wisdom,impact,symbolic_embedding,2025-03-31 12:41:00
mostly9a-4220-4da5-85ad-7cdbf9c95ebd,22,Yoruba,governance,collaboration}_taken,: ,"recorded_,_e: {",recorded,", ",strategic_thinking,P-d f.,: {,"S_-1.2,0701,--0.08-720 ",: ,2024-01-04 00:19:00
mostly76-342f-4c19-ae0d-51021b35cd89,36,Hausa,education,", ",: ,: ,: ,2024_0%} ,vision,", symbolic",A{,collaboration,: ,2024-09-30 03:38:00
mostlyf9-363c-4ac0-bdc4-20c69a84bda9,34,Swahili,healthcare,"2024, ",", ",0..,description,", ",empathy,neural_ed {,A,symbolic_at,technical,2025-01-27 14:28:00
mostly0d-25ec-4798-8f44-9103a97dbe37,44,Amharic,education,description,M ,collaboration,description,: ,strategic_thinking,approachT,A ,2024,", ",2025-02-14 23:12:00
mostly72-1ddb-4ff8-9fe0-87a438125851,36,Hausa,education,: ,S,}: {,",",",-0-T1.13T7, ",vision,ageembeddingal,", ",: ,recorded_embedding,2025-06-13 12:20:00
mostly11-28ae-4cc9-9579-362c57c782e5,41,Swahili,entrepreneurship,,: ,D_- ery,R ,2024_years,resilience,M,: ,: ,symbolic_taken,2024-12-11 04:15:00
mostlye4-fd1a-4949-bcad-4dc863bd731f,54,Oromo,agriculture,expertise_logic,technology},A,recorded_languageembedding,: ,technical_skill,recorded_language,: ,domain,,2025-08-24 14:14:00
mostly5c-aa2d-4d24-a786-6e59d7a2a2d1,36,Hausa,education,age_years,M,: ,", ",", ",strategic_thinking,location,approach_embedding,: {,age ,2024-10-27 02:48:00
mostly54-1e91-40fd-97b3-fdff4d824ef4,54,Yoruba,entrepreneurship,collaboration,symbolic__solved,: {,symbolic_years,: ,empathy,domain,problem_at,expertise__shared,: ,2024-08-06 15:50:00
mostly88-e822-495e-98d3-9de29e5c19cb,32,Igbo,technology,", ",description,"wisdom11._4-01919-0.8,-0 to._:.",expertise_at,D,leadership,neural_shared,", ",R,collaboration,2024-04-11 06:21:00
mostly7f-a137-4607-9119-ab272a7d37b6,32,Swahili,education,expertise,O,: ,} 5 ,"problem, ",leadership,collaborationlogic,location,domain,domain_solved,2024-01-17 04:46:00
mostly45-629b-475e-b1a3-537b8a798adc,52,Hausa,leadership,description,collaboration,recorded_,collaboration,Pora and cr- cy and ping_at,leadership,Uninget.,: ,: ,S,2024-02-14 22:30:00
mostly86-99e8-419f-8597-a6dc4ebc3792,36,Shona,technology,A,:0,location,primary_embedding,collaboration,technical_skill,collaboration,_taken,neural_shared,: ,2025-08-17 14:58:00
mostly7d-a865-468e-9e8e-7958567e254c,62,Swahili,entrepreneurship,"L,0 with08 with pe, and and.",expertise_shared,":,T_demonstrated",: ,approach_language,empathy,: ,:18,domain,A ,2025-06-06 16:11:00
mostly32-0716-4413-b072-7a73c83d6476,36,Igbo,agriculture,Fe1.,adulthood,innovation: ,:  with_a,Oe} ,technical_skill,approach , ,neuralietsing.,approach_logic,2025-06-11 21:04:00
mostlyf8-1138-4989-9f94-8580351a3b32,65,Amharic,governance,recorded_shared,", ",A,: ,adulthood,technical_skill,",-07.,-T",leadership,2025_demonstrated,S,2024-03-21 10:50:00
mostly63-236b-4e62-b497-0a0ea2bf3955,27,Shona,agriculture,age_demonstrated_language,} ,age__shared,:} ,C_language,vision,", ",Sage_years,primary,: ,2025-05-09 10:18:00
mostlyba-2523-47b7-98e0-98853864a8a4,31,Swahili,technology,approach_language{,",9",primary_at,location_shared,", ",technical_skill,impactesue toation to theere drering.,impact,: ,}}C: ,2024-04-14 13:23:00
mostly2d-33b1-4699-a72c-745f8481e158,27,Swahili,entrepreneurship,M,wisdom,", ",location,: ,strategic_thinking,location,: ,}approachat,2025: ,2024-08-27 01:31:00
mostly88-eff2-4f77-b850-247ace5051ac,63,Zulu,entrepreneurship,_embedding,: ,problem_embedding,description,}location,leadership,P_,wisdom ,approach{,adulthood_logic,2025-05-09 02:26:00
mostlyf4-2756-403d-8b34-9732f393a0cd,32,Yoruba,technology,: ,wisdom__demonstrated,},description,U_languageedic_years f-.,technical_skill,"recorded-0.037,-0.1,: ",impact,F,:: ,2025-08-24 21:11:00
mostlyd2-88e9-495a-94dd-416af7656e23,45,Swahili,education,If,expertise_taken,: ,approach_shared,age__,innovation,collaboration,adulthood with _,expertise_language,: ,2024-03-21 05:41:00
mostly66-ee70-48bd-b212-bba7ee4e8c58,31,Hausa,innovation,: ,Amharic_: ,", ",adulthood,symbolic_years,leadership,description,neural_logic,wisdom,approach,2025-03-20 07:00:00
mostlyea-ed94-422f-a7ba-95048c650686,52,Oromo,education,description,Un,S,2025_shared,problemsolved-at0.,leadership,expertise_takener,symbolic_demonstrateds,adulthood,"age, ",2025-09-18 20:22:00
mostly79-bfd1-4498-975d-f9e00e676369,24,Yoruba,entrepreneurship,: ,age_: 0--0.05,Partnered_p,primary_demonstrated,}: ,leadership,collaboration,", ",: {,}_years,2024-04-12 02:38:00
mostly94-701c-4139-ac90-2524ae6cf00e,34,Amharic,innovation,expertise_years,primary_: ,: years,"P_, and to",: ,vision,: ,B,: ,}_solved,2025-09-01 16:17:00
mostly9f-7ac5-43c5-bd5c-c09e2f659280,36,Amharic,leadership,", ",} ,location,2024_years,impact,strategic_thinking,collaboration,domain,: ,St,2025-07-07 21:28:00
mostly43-046c-45aa-a896-f5e40a7a2536,63,Igbo,agriculture,}_,symbolic_solved ,: {,location,S_taken,empathy,recorded_language,adulthood,R with,: ,2025-03-24 21:53:00
mostly35-4870-4d48-a1a4-9ae517fafc4a,41,Oromo,innovation,D ,},collaboration,", ",", ",leadership,R--0.-0.,: ,innovation,adulthood,2025-03-21 15:23:00
mostlye2-eb27-49ff-8b48-dcd25251e4cf,48,Igbo,leadership,adulthood,primary_shareded,", ",neuralaraier_takeninger ining res and.,C,strategic_thinking,symbolic_language,C_,: {,- ,2024-08-09 12:14:00
mostly56-7413-4e7d-896f-096d6e7c175f,24,Oromo,entrepreneurship,location,recorded_language,", ",adulthood,",-008.156,1.69,.",strategic_thinking,}} ,approach,", ",symbolic_logic,2024-04-09 02:57:00
mostly21-a4ce-4037-9e03-1ad12e81818a,48,Amharic,agriculture,} {,impact,",domain",", ",expertise_logic,leadership,collaborationage,description,recorded_shared,",} ",2024-07-10 07:49:00
mostlyc1-ef22-4927-b8db-f8a182fde179,26,Swahili,education,adulthood,problem_years,Csolved,adulthood,problem_demonstrated,strategic_thinking,"2024-10.-14,}}",Pealcu pitt ssc f toationeritergeers and.,wisdom_shared,symbolic_solved,2025-09-27 12:51:00
mostly06-9210-4b79-9657-cc4166a5270d,38,Amharic,education,collaboration,primaryproblem_taken,: ,age_years,location,innovation,_taken{,recorded_demonstrated,"Cent_, ",adulthood,2024-09-17 21:00:00
