id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostly48-98ee-464c-af96-54e053bd243d,6,Hausa,physical,learning,age_language,location_logic,lesson_at,curiosity,Cal anda h tdbed;taa-1 m p; andin)tbe.,sociali the ( isesing(ses: ,agelanguage,,2024-08-18 09:03:00
mostlycd-540b-4bff-be93-2a5dc28f29d3,5,Zulu,creative,: ,P ,recorded_development,", ",resilience,respect1 s).,", ",Es,}_at,2025-08-26 02:33:00
mostly4c-e6ff-4fa3-a7a8-e09a2a7730b8,7,Amharic,game,",0.5309,0.40.","---074T60421, then.701,-030.7237,05,0.5,,0.17,-6,0.78907:1,-1.08191.351.8, and4-1.8,0.4-,0.02-.027T000909,1.12, {",recordedor_at,If,resilience,", ",social_context,cultural,age_language,2025-09-06 09:54:00
mostly19-7ef2-4158-8565-d02c3b3487f0,4,Amharic,cultural,Hausa_logic,,confidence,emotional_context,respect,P_at,primary_developmental,lesson_or_wisdom,primary0,2025-05-11 07:19:00
mostly23-98dc-40ce-ae27-831942bbcc6e,11,Amharic,storytelling,,_: ,developmental_logic,If,confidence,",_ the",age_logic,social_context,neural__learned,2024-08-25 16:49:00
mostlyf3-03b4-4052-97dc-d72a4f9ef51a,3,Swahili,creative,Rprimary.,E,: ,,cooperation,: ,":, ","M-09.04,0.07,,0.",: ,2025-05-05 06:24:00
mostly03-076d-47f2-be07-c3c11b057690,11,Igbo,creative,", {",location,primary_years,2024,confidence,social_at,Amharic,H.,", ",2024-08-25 02:25:00
mostlye0-4ed1-454c-83ba-690f194c30a5,9,Igbo,cultural,"If thews c es, then toaor,0.12",proverb_wisdom,If, {,confidence,lessonactivity_wisdom,", ",If_orys andgal he st ps cesal a and.,neural__at,2024-12-26 16:29:00
mostly21-b081-4467-98f3-eef2df55aa8a,11,Yoruba,creative,If the,developmental:: {,M}} {,", ",curiosity,K,,lesson_,social_learned,2024-09-14 17:47:00
mostlyb7-eb63-4ff8-b423-2b71efea380b,9,Oromo,storytelling,}} ,E_or {,", ",activity_milestone,confidence,", ",}n-281.,agedevelopment,P ,2024-04-02 09:22:00
mostly77-dd97-4008-8eef-6c26be9f9d2d,11,Swahili,game,neural_logic,neural_language,",--004.5.,1.709,",neuralor_or,curiosity,recordeddescription,emotional_learned and,Sm.,social_context,2024-09-09 19:02:00
mostlydf-fe30-4152-b1c8-aebfba572dfa,8,Igbo,creative,social_years,",-1or.120217,12T-70,60.19404, ",Cs fs sp k pes with masa and,symbolic_embedding,respect,2024_emotional,"Zulu-:00--020518.3091,-60.",", ",,2024-06-27 13:59:00
mostly57-a32a-43b5-8b43-b991c4953ba3,10,Amharic,physical,: ,If,",_., ",", ",curiosity,Iad,C,description,"lesson_at,",2025-09-12 22:01:00
mostly09-c89f-4456-be66-035ab64cf810,8,Igbo,creative,location,P_aty,age_or_at,: ,cooperation,", ",E_at ,Ifrear a;alen,}_development,2024-03-26 01:07:00
mostly12-63d3-47f0-af73-7b630c0de3bf,4,Amharic,cultural,proverb_context,location,"neural, ",symbolic_context,respect,", ",social_development,"symbolic_,1",Amharic,2025-04-22 08:56:00
mostly87-724b-44f0-8713-d68d8dd02d5c,8,Hausa,play,"developmental_at, ",,primary_wisdom,symbolic_language,creativity,developmental_development,: ,: ,C_embedding,2025-05-20 00:08:00
mostlycd-318e-44d1-a855-31e746578d2c,5,Zulu,cultural,} (,: ,} ,: ,creativity,neural_years,location,", ",symbolic_embedding,2025-02-25 09:40:00
mostlyf9-a85b-4c5f-b92b-f64dc8b1addd,12,Zulu,creative,social_context,recorded,", ",neural_logic,confidence,: ,P_wisdom(p a with..,emotional-_Tmilestone,P,2024-08-26 06:38:00
mostly75-c084-4077-8cc7-9684deb2f9d7,4,Swahili,play,lesson ,proverb_or_},If1tss tu.,If,respect,If.,},If the{{.,B: ,2024-02-04 02:59:00
mostly76-9bd6-479f-9aee-0b124c7174c4,8,Igbo,physical,H_logiclearned,P ,", ",", ",cooperation,age__logic,If ,lesson,recorded}.,2024-05-04 00:54:00
mostly74-db0c-44b6-bd75-65a89b8387c1,5,Zulu,game,lesson_or_wisdom,I,P,"20240.913,0.57",cooperation,", ",2025 ,lesson_logic,proverblanguagenl hseing py atsewae ,2024-02-24 04:14:00
mostly98-2b37-4f24-938b-2c8804599963,4,Yoruba,game,descriptions,C ,,lesson_years,cooperation,Amilestone,social_at,2024-26_.,", ",2025-08-09 06:06:00
mostlyc0-b553-474a-be44-3fd72c797d84,11,Shona,storytelling,Tmilestone_development,If,Swahilipugrd f,Pkspginga andal s seni.,cooperation,proverb_years,: ,activity,activity_development,2024-07-10 03:43:00
mostly93-ead8-4520-b911-24b411602f48,6,Oromo,game,social_context,,social_context,recorded,curiosity,,neural_type,S_embedding,confidence,2025-03-31 15:21:00
mostlyf9-00b2-4449-b324-e3653529a4db,3,Igbo,creative,social,location,,"}-0.15, 2",resilience,: ,If,recorded_context:,U_at,2025-09-28 19:43:00
mostlya3-ba25-4a92-847e-03dd26f3d094,11,Swahili,learning,primary,lesson_languageat1,confidence ,R: ,cooperation,,lesson_wisdom,S_development,"2025-0.1938,0.07",2024-09-11 23:32:00
mostlyde-64d6-483c-8838-54ececdf4a39,9,Oromo,physical,activityneural_language,activity ,P,symbolic_type,creativity,Mdevelopment,Prr ,"Rs0.631-0.25,1.050,-1..",recorded_development,2025-05-30 08:18:00
mostly4b-ffb3-48ed-9f84-03831b7d3aea,11,Yoruba,play,social_embeddingor: ,", ",", ",", ",cooperation,emotional_years,C_-9 the_-1,_embedding,neural_milestoneor,2025-07-05 15:16:00
mostly4f-5f8b-4ac5-be3f-984e28806eca,11,Yoruba,game,recorded_type,proverba_logic,neural_-or- ,O_wisdom,respect,,S_type,lesson_logic,recorded,2024-06-06 12:55:00
mostly90-b136-48ae-9bbd-d697d5667850,5,Igbo,learning,,", ",description,_type,resilience,symbolic_years,activity_learned ,,M,2024-02-25 07:05:00
mostlyaa-906a-4098-97dd-d988339edd34,5,Zulu,game,proverb_or_at,", ",emotional,,confidence,-00,"Ifrin,", ,emotional_,2024-01-02 21:55:00
mostly4e-8ab5-436b-9da2-7296caa07169,5,Zulu,play,lesson_or_wisdom,R ,"ageesore,0. ",_language,cooperation,social_type,: ,age_wisdom,emotional__embedding,2025-09-28 19:43:00
mostly62-6a2c-4d5e-856d-f99daa40ff90,4,Yoruba,cultural,C_type,Amharic,E_or_ ,lesson_type,confidence,neural_context,proverb_type,primary_logic,emotional_years,2025-03-31 03:26:00
mostlye5-abac-42ba-ad3e-010c360c585e,3,Oromo,play,C_wisdom,proverb_learned,age_milestone,: ,respect,respect,learningT_i00,developmental_milestone,developmental_context,2024-11-28 15:37:00
mostlyb4-9075-4a79-9497-97c89dca8a53,3,Amharic,play,: ,developmental_type,Swahili_,proverb_or_development:,empathy,recorded_learned_learned,developmental,If: 4 ,O,2025-06-28 09:28:00
mostly08-4506-47cf-8429-1b7d33a5f49a,11,Swahili,storytelling,lesson_logic,social_development,social_or_language,,confidence,R ,age_development,location ,} ,2024-07-08 17:43:00
mostly14-4b45-41b7-9bac-1da46197f6bb,11,Amharic,social,", ",Zulu_language,developmental__wisdom,M,respect,activity_logic,respect,C_language,B_at,2025-05-30 16:45:00
mostly47-7b95-49cd-8d29-77ec6ef9e090,7,Shona,social,,emotional_at,", ",cultural,curiosity,neural_childhood,:.,neural_language,M,2024-05-07 16:20:00
mostly07-b36b-4186-878d-17b132f2b029,7,Igbo,creative,proverb_embedding,learning,activity_wisdom,primary_development,empathy,", ",}} ,If0.,age_type,2025-05-08 17:21:00
mostly4d-6851-4d6a-91b8-7b1f8b99a7ed,6,Hausa,learning,childhood,Hausa the,", ","2025-03,-70",confidence,", ",,",-17_embedding",social,2025-01-26 02:19:00
mostly15-bfda-478f-a288-8fa9b5186b43,7,Swahili,social,P ,description,social_logic,: ,confidence,"symbolicksal, and; h ptiena m by btsh s)kwar st",age,"Sd f toiipy t and too andaa;aal ed bar-p withu,-0.4482,0.69,-0.0.58,-1.5892929,-0.712257,, ","}, ",2024-08-26 13:35:00
mostly6f-c1ba-43b4-88f2-786c802dca37,6,Hausa,learning,primary,P,}} ,description,respect,C {,-,F,B ,2024-09-17 00:38:00
mostlyf8-d044-46e5-ab5d-ddf33df7f7a3,3,Zulu,physical,lesson {,", ",H.,If,confidence,description,C ,Amharic,childhood_,2024-08-19 16:11:00
mostly7a-1a8d-4126-a00d-25f50b6ce196,8,Shona,social,neural_type,social_type,}_embeddinge {,emotional_logic,respect,If the,symbolic_context,If,description,2025-04-15 23:16:00
mostly63-4cc8-478b-8d44-7f3fd255f19d,4,Oromo,physical,", ",developmental_wisdom,childhood,} ,cooperation,:,location,A_, ,2024-05-10 21:10:00
mostly94-5fbe-4b71-b178-b9dbda58d6e0,7,Zulu,cultural,2025_language,2025 ,: ,learning,respect,: {,emotional} {,"lesson_,: ",_emotional: {,2024-12-26 06:55:00
mostly93-c132-4ab1-b482-a321515da721,5,Zulu,social,", ","If cs., theningor,-0.6-8-07,80.298,0.1548,0238,,03181109-,-0.411,0,2.0060,1.381,0.2304957",lesson_ore: ,proverb_years,cooperation,age_context,activity_,respecti,description,2024-02-18 08:07:00
mostlyd9-4a75-4072-8ab0-ca91867e16ae,7,Amharic,game,Eaninuanorshm bpo ws and ae sstedal t.,: ,neural_or: ,recorded_logic,respect,neural_at,"confidence, ",age_milestone,If_ork,2025-09-28 19:43:00
mostlye0-1cc6-4de0-b0a5-af6bc9cb4219,12,Yoruba,cultural,lesson_,,age_years,description,respect,P ,If,activity_at,social,2024-06-30 03:45:00
mostlyad-90fb-41af-baff-ca13f37337f0,8,Igbo,game,2024,socialactivityk.,emotional{,proverb_embedding,empathy,emotional_learned,developmentalsymbolic_wisdom,primary__,M,2024-07-04 02:37:00
mostly9a-375c-4ec4-b621-5828e30637f2,6,Hausa,cultural,primary_or_embedding,}symbolic_context,I,_,resilience,emotionaltype,location}in.02,"B_,-0.23.188,11.82,-0.T1501, ",ageTat,2025-03-24 02:31:00
mostly71-98be-4b96-b193-0c1974a357c9,5,Zulu,game,: ,M and_at ,", ",respect.,creativity,emotional_embedding,If a o,C_at,I.,2024-01-27 19:08:00
mostly97-ec40-4739-853f-b486b939781b,7,Amharic,learning,description,proverb0.,activityactivity thee,N:s,respect,description,age,If the theg andedat,neural_wisdom,2025-03-23 05:10:00
mostly9b-8ac9-4883-ab49-516de9c41272,3,Shona,game,}eg,"emotional,_wisdom",,neuraltype,resilience,,R ,emotional_at,_context,2024-05-11 05:37:00
mostlyc1-3fee-4754-9b9e-8832c78c6629,8,Hausa,creative,"social, ",: ,age_at,age---0.031.,respect,social_milestone,", ",childhood,2025,2024-09-28 14:49:00
mostlye4-3ba7-4402-8982-6c3847386a14,6,Oromo,social,S ,social0,", ",: ,respect,_context,",00",C_.,childhood ,2025-03-15 19:22:00
mostly90-fd9a-4829-b76f-074a711614aa,10,Zulu,play,"P, ",C_learned: ,2024: ,K.,curiosity,age_language(,:},Amharicars theuebp;ets; thesan.,,2025-04-27 22:55:00
mostly13-93d5-451d-90c6-146580454da7,10,Amharic,social,",","Sem in),.","Ifan{ c aa atr k, aoa",M,respect,social_language,", ",recorded_at,", ",2025-03-10 19:19:00
mostly92-b1a3-4b33-9a7b-69a0fdb27297,4,Swahili,storytelling,lesson ,lesson_at,A_language:,emotional_wisdom,resilience,location_years,lessonorging aenerin andy thell;o to mal,lessonor_at,R ,2024-04-30 13:38:00
mostly50-3c58-4ccb-bb75-1ff7232d1ee7,8,Swahili,social,primary_development,: ,{,-1.3954,curiosity,,respectk,: ,Zulu ,2025-02-28 19:51:00
mostlye0-df0f-40f2-83c2-afd7ec072ac0,10,Igbo,physical,symbolic_logic,"Fs-0.2,1.26309,-0..4,051.15177,0.",", ",A ,empathy,neural_learned,location,recorded_logic,{,2024-11-19 01:47:00
mostly48-3000-4676-aba8-123afc6e5d0f,6,Zulu,cultural,", ",neural_learned,If thes.,2024- {,respect,"2025 a-907,0.",primary_learned,,: ,2024-01-03 04:02:00
mostlya1-7c1a-4c91-af12-4d3e270195ae,7,Yoruba,cultural,age_or,: ,proverb_milestone,If f a withara ,cooperation,lesson_at,symbolic_development.,recorded__wisdom,symbolic_atyears,2024-01-28 18:30:00
mostly24-710e-4d4d-a313-03e548837363,5,Igbo,physical,recorded,symbolic,"20242 to, ",primary_at,respect, ,: ,symbolic_learned{,", ",2024-08-10 17:50:00
mostly8f-7575-482b-8e81-5bad2083c9f1,5,Zulu,play,description,,location,Ifes with.,cooperation,}_learned,"},",neural_,description,2024-02-21 06:05:00
mostly9c-8889-4d33-ac02-6f33e2d5edb9,3,Zulu,play,emotional_type,,neural_type,Zulu,empathy,: ,proverb_},}: ,20256.,2024-06-01 15:42:00
mostly0b-3eca-44db-a367-63d8585ed1c9,5,Igbo,social,socialandit a mane,lesson_at,social_language,",-0.3082471,,1.2709-1.60204,0.316,0.",cooperation,"2025--,-0.1980223757}, then.9.0927.",C}and ,"neurale, ",primary_language,2024-08-30 03:08:00
mostlyf3-8bcd-4ba7-a41d-fcf09c35b4af,9,Hausa,learning,location,respect1.,recorded_learned,location,curiosity,learning,P-mar;ales p hu thes.,Ifd thek ,2025,2025-04-21 14:57:00
mostlyb2-1425-43e4-9df8-34c24630b6c8,3,Oromo,social,Ioresing {,childhoodesat {,symbolic,R,cooperation,202502,developmental_embedding,}_learned,respect,2025-09-09 17:01:00
mostlyfb-ecb9-4889-866f-e268c31bb43f,8,Shona,play,"2024--0T21, ",,2025 {,: ,resilience,", ",developmental,,proverb_logic,2024-03-30 06:19:00
mostlyce-a079-4c41-9e2f-d73126e0bcd4,5,Zulu,play,learning,description,}_wisdom,{,cooperation,", ",If thepa anda ,C_wisdom,N,2025-04-07 02:58:00
mostlydb-798f-4031-940a-72765ad60d2e,10,Amharic,physical,", ",: ,"emotionaland r) c,m thesyas, thenc.t4-5,-0.14,.059-1,.63,-, ",cultural,resilience,social_context,Amharic,:e_,}: {,2025-04-19 15:03:00
mostly7e-bce4-4bbf-8fbc-57cbeea20bc7,12,Yoruba,cultural,{,O_wisdom,recorded,social_embedding,respect,activity_at,", ",description,Aaork)(oinking ai ,2025-05-05 10:40:00
mostlyab-446d-4691-bde1-2c6e27624159,7,Hausa,storytelling,: ,proverb_development,respect,primary_wisdom,respect,proverb_years,respect,"Cas,l agy.","A, ",2024-09-16 23:37:00
mostlyc8-6387-4ac1-aad6-a1dec97b898c,11,Zulu,play,activity0.,: ,"proverb_u,-0.","P a the andcttinginger; inp and, andts the wo in ",confidence,age__embedding,play,2024_wisdom,proverb__wisdom,2024-08-27 23:05:00
mostlyf6-2734-4250-8949-1be7b2e22f90,12,Zulu,storytelling,P,", ",location,B ,creativity,R,play_context,T_neural_logic: ,location,2025-08-28 05:06:00
mostly7d-fdd2-4920-9687-76131a4853a0,8,Igbo,creative,Moror,developmental_embedding_wisdom,"--0.7699,0.,-0.6,0.0407",: ,creativity,: ,M ,R ,primary_learned: ,2024-01-26 14:29:00
mostly47-08ea-4324-82b4-2269193156b4,6,Yoruba,learning,age_learned,If_logic(Tal sesing ,F,social_context,curiosity,"age_-0.099-7,0.26455, ",2024 ,If ,: ,2025-08-16 13:15:00
mostlyba-0224-4727-893c-6cbeb1c47766,4,Hausa,learning,Hausa,E,", ",", ",curiosity,primary_at,childhood0).,", ",: ,2025-05-20 17:29:00
mostly51-6d68-4963-b572-8fbe58a652e9,7,Oromo,cultural,activity_logic,"lessonar, ",,: {,cooperation,location,Nlanguage,social,description,2025-06-30 23:11:00
mostly2e-0974-4caf-89d3-32ca03a58c73,7,Amharic,play,S ,", ",respectt heses).,location,cooperation,C ,social,primary_at,:,2025-06-01 01:42:00
mostlya2-ff65-43d4-8184-a1ed5330f9b6,6,Igbo,storytelling,: ,Amharic,,description,cooperation,", ",social_at,primary_at,neural_or,2024-08-17 16:26:00
mostlyea-4950-476f-a4bb-de8c2b9bd86b,10,Swahili,play,", ",} ,respect,,respect,primary_milestone,If ,primary_ ,Is.,2024-03-05 18:09:00
mostly75-39b5-4d65-a5da-c3a88803f820,3,Hausa,game,social_milestone,description,Ringa ser ap,E_at,confidence,respect,symbolic_years,", ",_logic,2024-12-01 06:35:00
mostlydb-a0da-4194-997b-23b9a57f065f,7,Amharic,cultural,activity_years,Amharic,recorded_or,", ",resilience,neural_language,: ,description_oror,neural_at,2025-08-10 19:02:00
mostly5f-50b2-468d-bc7b-7171a7e92a30,9,Zulu,learning,location,proverb_learned,lesson_milestone,R,confidence,U,"lesson_learned., ",lesson_learned,learning.,2024-06-07 09:35:00
mostlyca-769c-40bb-b882-fc63fc7efc1d,6,Yoruba,storytelling,social,,"2024,--1.","Mlporaak,.51, ",confidence,P_,proverb,", ",2025,2024-08-27 07:07:00
mostly7a-2c74-4b33-8800-0a06e1bcff39,3,Hausa,game,N_logic,respect,Moreda,social_logic,empathy,", ",description,: 0,Hausa,2025-04-12 03:33:00
mostly55-4138-49c1-9522-d4143d5d3426,3,Swahili,play,recorded_learned,,social_context,,cooperation,social,_context,If,,2025-06-16 21:35:00
mostlydc-2bc4-4245-8d04-20fd2a15aee5,6,Hausa,cultural,primary_years,",0.-01",K: ,,resilience,: ,2024_development-,If theyed.,activitys,2025-08-20 06:16:00
mostlyc8-3d89-4a4c-b296-3354dd6638a0,8,Zulu,social,activity_ ,"2025-08,1.07078T9,-1.",neural_at,lesson_logic,respect,age,", ",learning ,confidence1eu.,2024-08-16 02:32:00
mostly5d-1c86-420f-938f-931b4e0adf59,7,Amharic,cultural,"T},1.",}l,neural: ,", ",respect,: ,: ,activity_logic,respect,2025-02-13 17:00:00
mostly29-f59d-417d-9534-69f23420478c,8,Oromo,creative,social_at,Hs {,neural_at,"2024, ",curiosity,: ,", ",lesson thear sed t a f tti withan and m c; in(es a-yyhw-.,N,2025-04-18 13:49:00
mostlycb-6571-468a-b20f-e5ed077d2c5b,4,Zulu,play,If_context,location,}}ti_development,location,cooperation,proverbactivity_at,"symbolic, ",S_wisdom,description,2025-06-04 14:34:00
mostly25-8cd1-4b2b-a4c5-2df99a1325f3,11,Shona,social,age_development,2025,neural_at,symbolic_years,respect,age_wisdom,Amharicen.,primary_years,activity ,2024-06-24 18:01:00
mostly45-285a-434e-8c66-807be58558a9,12,Yoruba,cultural,proverb_or_wisdom,age_language,respect,primary_language,confidence,R,confidence,}}{,lesson_learned,2025-01-08 12:38:00
mostly14-7dac-4a37-a0e3-1a506b65ac45,12,Yoruba,cultural,}{,cultural_context,location,primary_learned,respect,social_ ,primary_embedding,,"Zulu-_milestone: 8, ",2024-07-14 12:19:00
mostly2c-b88c-4e75-b666-5545c9d811fc,6,Hausa,learning,{,S_years,social_embedding,", ",curiosity,", ",location,", ",{_language,2024-09-09 02:16:00
mostly87-2b33-4edd-acb5-464f82309ea2,11,Igbo,learning,respect: ,symbolicmsk atsuk-al,2024-05-T03: ,Ifinu thetyesu.,curiosity,Hor and,If ,C_at,symbolic_embedding,2024-01-21 01:42:00
mostlyfa-6e19-471e-b3b5-d75646f85038,5,Zulu,game,social_wisdom,", ",: ,"Batppo ks) withsinar ws andoerk fu tots,-00ic.",confidence,F_or_years,P,Amharic,description,2024-05-02 19:15:00
mostly17-f9c9-498b-a064-e9ee0d293e97,9,Amharic,social,If ssara fings.,: ,If , {,respect,location: {,} ,developmental1,"Ps and (edoan(;ensb, and",2025-09-21 05:21:00
mostly1b-72c5-48a2-8e9e-f915f6d94686,7,Zulu,creative,S ,If youleserinen h fingyeruing ca.,recorded,activityembedding.,cooperation,N ses,Swahili,age_or: ,neural__context,2025-01-10 22:21:00
mostlycb-6dd3-45da-a8de-c4bec34d72a7,3,Hausa,game,B{,developmental__context,If_language,2024,cooperation,2024type.,"lessonkruo, or",_wisdom, ,2024-10-23 22:38:00
mostlyc1-7a26-47ca-8679-432a6c952f1e,7,Amharic,play,proverb_wisdom,", {",C.,age_embedding,curiosity,Hausa,: ,S-_years,activity_ ,2025-09-02 16:53:00
mostlyd5-d118-4a1f-846a-55a754008878,12,Yoruba,social,2024,primary_learned,_.,proverb_years,respect,proverb_logic,primary_development,Amharic,description0,2024-09-05 13:32:00
mostly85-0bed-4330-aecc-6fc00c584bde,8,Igbo,social,proverb ,_type,developmental_milestone,: ,respect,,age_language,proverb_learned,activityas,2025-02-12 03:45:00
mostly30-c054-4557-bfa8-5ec05bd84e4f,12,Hausa,play,activity ,: ,H,neuraland and teso a.,creativity,", ",primary_language,lessonerie and m; andes in m.,P_languageas:;aed then toalaors and aies and ck,2024-08-21 10:32:00
mostly84-8ca5-4f4f-9dbc-0fbadad6d05f,5,Swahili,cultural,location,B_.,Amharic_learned,lesson_wisdom,cooperation,: ,", ",,Adevelopment,2024-02-28 12:24:00
mostlyf4-2b3d-4f99-b85e-e7814155de1e,4,Zulu,play,,activity,R,"If,--0.577T,0",creativity,: ,primary_type, {a,}_learned,2025-02-16 04:55:00
mostly48-d9bc-447c-83cc-a8833e2629ee,8,Hausa,learning,age_type,"location,_language",", ",recorded_learned: ,curiosity,"Ifw in m b- to in bae,s the then in a s hsess med sc andc h,-02w-1.137,1.-0700.,-0..0.9903,-.26291,0.",P_language,2024,age_or_context,2024-03-16 20:55:00
mostly97-54e7-4b73-a231-a6717600a4d8,9,Igbo,storytelling,location ,primary_wisdom,", ",proverb_milestone,creativity,social_development,play (,symbolic_,activity_logic,2024-08-05 14:50:00
mostlybd-f52b-4dce-8812-3ce136f72ec6,6,Oromo,physical,,location,Bi tes andsalt stkyso haing ,E_type,resilience,neural_type,neural_embedding_or,"neurales, ",", ",2025-06-30 19:51:00
mostlye6-3aea-47c0-a6b3-a9f578c5ae38,12,Hausa,cultural,recordedchildhood;),S_embedding,", ",: ,respect,age_development,2024_at,", {",primary_learned,2024-05-30 01:11:00
mostly56-6b68-4412-8148-8120447a203f,7,Amharic,cultural,2024_development,proverb_at,{,T_language,respect,activity_,description,neural_embedding,"Py aesa b byr the, ",2024-08-02 00:47:00
mostlyfb-e802-4d7b-a8d9-b1cbfb4cb8f5,10,Amharic,cultural,: (t,P,developmental_learned,",-0.291.1,-0.",empathy,respect ,proverb_language,"-1.010707,2.26565, then0.7,0.847,-0.-,0-47,-0.86,52 and,-015.7,-094T.80605,-50.230.473",primary_years,2025-01-10 14:40:00
mostly28-1c36-4c46-9987-c64d04211faf,4,Zulu,play,developmental_milestone,activity_learned,,activity_years,empathy,F,",",M ,: ,2025-01-01 19:54:00
mostly87-b761-4679-aa87-7570e7cf7770,12,Yoruba,creative,social_embedding:00,I,neural_embedding,", {",confidence,proverb_milestone,,developmental_language,activity_type,2024-08-20 02:29:00
mostly05-7ab9-4a1e-b0b5-f150df31723f,7,Amharic,cultural,}} {,C_wisdom,"K.5:,--009,.","If, ",respect,childhood00,",1.",childhood}s: {,} {{,2024-03-26 16:14:00
mostly0c-d6d7-4b29-9bce-631672870907,9,Igbo,game,social__embedding,recordedor to theed,", ",description,curiosity,Fales,: ,P thee bsy h and.,{,2024-09-05 04:28:00
mostly1b-6b44-4b29-be31-6f04195bca70,8,Igbo,learning,", ",symbolic_logic,developmentalage_embedding_or,2024 1_.,resilience,developmental_language, ,U,respectmer (,2025-09-28 19:43:00
mostly3c-e8d8-42c1-abf7-309ecd3403e7,7,Swahili,cultural,"-0.63,0.6 ","lesson_learned,es h",} {,primary_developmental,cooperation,age_,,Ppm tois.,: ,2025-08-26 23:44:00
mostlybf-39c9-4c17-9951-19903df61840,11,Yoruba,physical,", ",: {,Amharicorues ay p ,Hausa,confidence,M_development,If,recorded_logic,"childhood, ",2025-04-20 07:40:00
