id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostly3d-fe07-4e4f-8c88-f5a1226bb990,Amharic,proverb,", ",P,B c-10.,Igbo,neural_,: ,culture,wisdom_relevance.,meanings,2024-02-15 07:38:00
mostly8f-c836-4fdb-8289-3f34cd43e5f4,Igbo,ceremony,recorded_,"festival,-0.8.23,0.05-029-290.-0T,.0.1418568:30,0015","Zulue.14,",cultural_}{,,: ,"2024-0.02,08,-1.","Hausa-speaking, ",-{,2025-03-27 18:59:00
mostly3a-3d59-42db-9f98-fe38790576ba,Amharic,festival,", ",Ine.,symbolic_element,description,neural_,"Aalp too ands,",recorded_embedding,culture,historicalrepresentation,2025-01-31 07:10:00
mostly5d-0a36-4a1e-a302-f2d1a0f398a2,Igbo,music,region,G,transmission,Amharic,"In intned communityingm,slees, and and.",: ,2025t.,meaning_at,dance anding_encoded,2024-11-22 06:18:00
mostly74-893a-44dc-bfa9-181fc375fb8a,Zulu,music,: ,"culturalo c,- b0,",,meaning_or_,Southwest_method,:00,A,E_encoded,", ",2024-11-28 15:08:00
mostlyba-0232-4259-91a4-0fde40dc602b,Oromo,folklore,P,modernencoded,: ,description and of .,Swahili,-1.-speaking05 ,modern_purpose,Gs  of,S,2025-01-01 05:34:00
mostly2a-b85f-4194-8335-d62e84b3a6e2,Amharic,festival,description,modern and-af medes andu.,music,primary.,symbolic_a, ,cultural_element,transmission_method,modern_purpose,2024-04-09 14:43:00
mostlyb9-0d9a-4d8d-8e5f-00dfc7d5a818,Oromo,music,Swahili,symbolic_or,-3speaking-,"transmissionsore, toes.al","transmission-0.29,0-02T18,.,-6}27,-0.103,117.43,0.,2.466,-,0.33",historical_encoded,meaning_or,primaryes,"Won, schools.",2025-02-28 05:27:00
mostly94-43c2-4c52-9454-bc0f0459cc52,Yoruba,ceremony,historicall, ,cultural_ats,description,G ,modern_embedding,"-0.,.71123,1.03,0.16939",historical_,} ,2024-09-16 14:59:00
mostly0c-5457-48b2-95cb-501ec6f88311,Shona,music,historical,2024 ,"Hausa and byyalle:s a, and",transmission_context,neuralcontext.,meaninge_context,C(,: ,cultural,2024-03-10 05:08:00
mostlye6-34ed-4400-883c-ee23271a3941,Amharic,music,: ,recorded_context-,Oromoes ceds.,modern , ,cultural Africa_context,neural_embedding ,Rede and cering cm p  in,: ,2024-03-28 07:59:00
mostly06-64ef-49ff-8552-7a6150a3cbeb,Igbo,proverb,wisdom,Igbo , ,cultural,symbolic_method,E_at ,: ,culture,,2025-06-13 20:11:00
mostly30-a5d5-4a57-b9dd-4e937f722c2d,Oromo,dance,description,To,primary_language,,Shona3,"Rm,-1.9240800,0.",", ",,transmission_method,2024-02-26 23:13:00
mostly43-7159-458e-8c89-80cec8f8b1b4,Swahili,ceremony,", ",_representation,", ",recorded ,", ","2024-0T.-30.38speaking,0.3,11.",-,description,dance,2024-04-03 02:06:00
mostlyc8-14ab-4e72-97dc-6356a6051324,Shona,craft,G,recorded{,modern,transmission,wisdom_representation,"Southwest in, int",regionin,region,To,2025-05-27 02:47:00
mostlyd0-4aca-429c-b305-dccd51d67af7,Yoruba,art,neural_,recorded_context,: {,neural_-,symbolic_language,2024recorded_encoded-,wisdom_s,"meaning,-1.90.061980.",neural_purpose,2024-10-01 20:34:00
mostlyce-b8c5-4859-b0cb-0ced7cb8aa17,Hausa,ceremony,: ,description,To.,Oral,P_relevance, ,recorded_element,"--0.3199,--0166, and.8.207,-speaking1.05,0.567,,.4,-0.91520.181052.",historicalcultural_purpose,2025-02-13 03:24:00
mostly4a-cb59-41f7-9347-4e07ff1a122d,Shona,music,R,Zulu,", ",recorded_at,"-212-2-19,-0..8.3,1.",Swahili in0.77.,-,neural_relevance,: ,2024-02-27 18:48:00
mostly70-08aa-4b18-98bb-6be063fe9948,Shona,art,East,transmission_,", (primary.",", ","M, and schools, ",S,,: ,Igboa {,2024-07-04 08:59:00
mostly52-82a0-4d68-bb6e-fe80af5bda0c,Swahili,proverb,recorded,: {,wisdom,culture,-or4-speaking,culturalb,,historical_element,,2025-01-23 20:59:00
mostlye9-29d0-425d-bde1-d844f1838bff,Amharic,ceremony,} ,} 1.{,recorded_.,S in:.,recorded_relevance,description,culture,festival,G-d,2024-11-07 23:44:00
mostlyd7-63b0-47e1-bf63-1eeb9c28eef4,Swahili,music,meaning_ and in p. ,description: ,M_cmethod,C,,"culturalregionsal,a and p community",: ,symbolic_purpose,}  ,2024-09-05 04:41:00
mostly8d-9129-4e43-9678-8142b402f1e0,Swahili,music,primary_language,"Iny, ", _method,M_encodede ,modern_relevance,description,A,"-,-0.57,1.0249,70.16,2-,0.3,0.898,-0.40217,-14003,0.3515T14,-23815,6,0.0307T, ",2025-07,2024-02-23 20:37:00
mostly41-0e6a-44a3-9fc2-c7f726d20298,Yoruba,craft,primary_o and,East_embedding,description,", ",2025,historicaldescription,transmission_encoded,description,modern_representation,2025-06-26 18:16:00
mostly54-f0ab-4a3b-9490-75cc27a1a745,Swahili,festival,2024 ,culture,symbolic_element,{,S_.1.599,"2025,",cultural_language,neural,description,2025-01-08 12:27:00
mostly17-4190-4bcb-b828-8c2f54dfa3f5,Amharic,art,description,Emeaning00ee.,Toal to,transmission_,2024 in,moderns.,"Au,f ealing and.",recorded_context,music,2025-09-20 19:39:00
mostly96-250a-4bd5-9108-6bd0712c1a74,Amharic,festival,modern_embedding,region,cultural_purpose,", ",} {,neural_element,C{,neural ,primary_purpose,2024-01-27 14:53:00
mostly9b-0b44-4fe6-bb05-84abb8451184,Igbo,ceremony,"modernes_s, f, and in.",D,Inat,"culturallanguagee, ",", ",-0.,_context,"primary and, ",: ,2025-09-20 19:39:00
mostlyab-d3fb-47cd-b36e-741e0ad12bd6,Swahili,art,: ,"symbolic, ando",neural_method,wisdom_encoded,cultural_: , ,-311,,: ,2024-08-10 20:52:00
mostly9a-6bf5-40d6-9049-4d295da81ac8,Igbo,proverb,2025encoded,A: {,:historical , {,"M000,.","See sg oftsle, tser a ins in-les, and familys, ",recorded} ,}} e,E ,2025-06-26 10:08:00
mostlyac-a52e-4f13-84c5-e5d83a428ecf,Yoruba,ceremony,M_encoded,2024 ,"-1.3,-,0.70521,-1.18-0.836,-0.8,0..5-1.113,0,-0.94.86,-0.629,-0.60307.01,09-1029,,06.95.56284-70319,",transmission,Yoruba,S ,wisdom, ,meaning_language,2025-01-14 04:49:00
mostly77-6e02-4b1f-9928-3a917842f254,Igbo,proverb,primaryer_at,",-31300, ",-1.-.,modern__embedding,} e,transmission_relevance,Aindst.,historical_al,}}} {,2024-03-30 22:26:00
mostlyf2-891d-4b92-a343-1fc28c4b4207,Amharic,folklore,region,wisdom_encoded,", ",To ,primary_context,symbolic,}}},meaning_element,,2024-03-01 05:54:00
mostlyd2-7916-46f6-867e-41a1a0459434,Oromo,art,modern_or,,Amharic,: ,neural_element,description{,neural_purpose,wisdom,recorded_ ,2025-05-01 20:54:00
mostlyb9-4171-4b11-85f2-045f93db67a0,Zulu,craft,", ",neural ,"2024--05-0.5.3803,12.713",meaning_language,"description Africa, ",Eregion,Igbo in,--_: ,primary ,2025-07-08 23:25:00
mostly16-6bea-4eb0-9b5d-209799fd0e9e,Igbo,ceremony,region,recorded.,recorded,B ,transmission,symbolicrepresentation,region,M with mu ,historical ,2025-04-29 23:46:00
mostly6f-669d-465a-b56c-8020475f45b4,Oromo,proverb,cultural_element,meaning_embedding,description,cultural_at,cultural.,cultural_-.,: ,primary,symbolic_:00,2024-09-17 06:25:00
mostly5c-c717-4a14-b01a-9f280fa271b6,Yoruba,music,region,,", ",: ,historical,", ",W,meaning,Amharic,2024-03-30 16:50:00
mostly0d-8e0a-488e-bf22-5e9ae01cbebe,Shona,ceremony,B,: ,Pl {,wisdom_language,Oromo in a,East_or_at,"transmission_encoded-025, and.77,00.12,-103,0.3,1,13,-1.6,-0.0012,-1815298,-0.608,-202051.",meaning_context,-speaking: {,2025-09-20 19:39:00
mostly67-8f24-4cec-a521-cdba812c15b5,Yoruba,craft,wisdom,Toeed andt and of.,", and ",,neural_languageencoded,E in with-.,wisdom Africa,: , ,2024-10-05 14:50:00
mostly73-aa20-47de-8726-cfa86b89fce3,Yoruba,festival,neuralarn_es s,R in ,modern,transmission in san andening ofiy,Sa ,description00,Min,P,cultural_element,2024-04-30 15:52:00
mostly17-7657-4103-82ae-91829a2b83e1,Hausa,art,: ,historical_element,symbolicembedding, ,culture,meaning_purpose,R,primary_method,transmission_element,2024-03-01 10:16:00
mostly98-acfb-4dc4-ab7d-ea81f53683db,Yoruba,dance,"20240.336,-0.2.0018004.03,-0.064,0,008TT,2510.72,11,-1.6,109,1.14230.6,00,-123-0.0801,10.14946,--1.064902,,0.0.0506.,-1.7248,11.",historical_representation,wisdoms.,"--0.17,,-0.17",2024-speaking.,symbolic_relevance,D,neural_language_language,P and community ,2024-10-21 15:58:00
mostly76-fdd3-4cfb-a686-53a2ada59dbb,Amharic,art,",-0.2549,1.",symbolic_purpose,B ,regionaledc.-ei,modern_relevance,moderng p.,primary_context,", ",S.,2025-07-05 08:52:00
mostly70-4faa-4270-a6ae-a4b6a90d46ec,Yoruba,art,Mbicyy.,{representation,"2024-0.,0.",", ","2025-0.9489,-02speaking2,0.0T, and0,-0.627,-0.",cultural_ ,"Oromo,",primary_0.,recorded_language{,2024-06-22 15:30:00
mostly36-2917-464d-945e-bf7978cd7213,Amharic,art,Yoruba anden,cultural,,description,Oralcre_context,",-1.4-02781,08-, ",historicalb,primary and community,cultural_element:,2024-09-09 13:23:00
mostlyaa-3e21-4dc4-aed8-fd6c2ea85f30,Yoruba,dance,transmission_method,neural_at,historical.,S,"-s_, ",region,Ms.,"Toingu and, andal re",recordedrecorded_purpose,2025-05-30 18:43:00
mostlya5-33a0-4c0e-b356-ab74afceaa9a,Swahili,ceremony,transmission_or00: ,region,festival_method,", ",neural_at,2024 ,"modern-0T,-speaking27, ",Oral,C,2025-03-20 09:01:00
mostlyff-f032-472b-a226-55ea8b3db4ff,Shona,art,modern_language,Igbo,"Southwest_Tka,aer.",transmission_at,recorded: ,culture,: ,symbolic of,2025at,2024-02-15 08:47:00
mostly23-53e7-4d94-9eed-def64cdf4f6e,Amharic,folklore,music,,,modernlanguage: ,"Erecorded:-01..89.59,0.040.,-00.5427,-0.41,10.",description{,wisdom.,primary_encoded,Rca and and mer,2025-07-06 05:35:00
mostlyc4-5a97-4b6e-821b-0f0447bc75e4,Yoruba,music,2024sing ofg and community with da and the s ril.,"Oromo andueda m pto m,.",Yoruba ,Inregion,C,region,meaning_context,2025 ,culture,2025-09-20 19:39:00
mostlyb4-2327-4b32-8b3a-c936d19cc00c,Igbo,folklore,P_language,", ",recorded_method,meaning_relevance,region, ,:00,} ,,2024-04-30 03:10:00
mostly3c-c943-43e6-b64f-4244502b0cc8,Hausa,craft,"To, ",: {,"D00.,660.51146,0.19,1,02150.11239102,0.390,07,1.142,-0.02203:00 and,T,-1-0228,116.18:0T.22,.3859160.39T,-1.82,0.","EastT,1.39,9.0.16,.6042,0.3120040317T0256,0 ",20240. {,wisdom_method,meaning_language,", ",Igboo,2024-03-18 15:31:00
mostly99-ee58-4211-9f09-a9a5bc48027a,Hausa,music,: ,neural_language{,music,region,regionu,culture,cultural_language,culture,", ",2025-07-30 18:51:00
mostly78-b9fc-47b0-8554-2eee52dc735f,Yoruba,proverb,modern_element-T50502:,R s{,: ,recordedb,Pa ,", ",culture,In,culturecontext,2024-09-30 06:09:00
mostly59-7cb0-4b9e-9095-2380aa85f588,Amharic,craft,symbolicat ,neural_ 1.,: ,neural_meaninguembedding,Shona Africa and b.,} ,cultural-a3e.,,symbolic_encoded{,2024-01-23 18:38:00
mostly87-b9cb-411f-b0df-bbcfe88c6e18,Igbo,proverb,,", ",R, ,To_ ,transmission_embedding,,primary,M,2025-02-19 04:02:00
mostly86-de0f-4cc1-89c4-23a54870133c,Hausa,festival,modern_purpose,primary_purpose,"East:-speaking,-speaking ",culture,Igbo_,"wisdomas,ac ands sauertt in- p, re, s, anders peringeritys,d,s.",cultural,"neural_-11,0.680307, and.70.",transmission ,2025-02-28 07:21:00
mostlyb2-9218-4d10-ad95-44e4346b08b5,Zulu,dance,} ,"2024.00,00",R,"Oromoae, ands: ","Ss, and religious p withe witheingpe.",: ,culture,Oromo,description,2024-10-18 16:05:00
mostlyb7-f2cd-40ac-a8b0-d2d51f259b26,Amharic,ceremony,: ,modernes c,", ",", ",-T07: {,: {,"P-0.312,0.19,-2.07}06,-1..6814,.8",modern_purpose00,Min,2024-02-06 05:20:00
mostly0c-a11c-40e2-b45f-8a690dbfde28,Amharic,dance,"2024-07}-0.56-0901,-0..93,-0,.27280.0839,,-0.327,00-speaking2050.05800,:-0.6,",G_imethod,music{,cultural_context,"wisdomer-040 to andc.2,,-2.507,0.9,61.",-: ,wisdom_encoded,2025-0.,description,2025-09-20 19:39:00
mostly85-151c-45cf-a6f7-338c9dfb86a5,Igbo,music,wisdom_relevancea(arer: and s.,:_representation ,S,,symbolic_representationcontext,S_purpose,S,cultural, ,2025-05-17 04:21:00
mostly00-c837-40c0-8340-5bc2ff78bba3,Amharic,dance,"East{, { and.",primary0.911,"meaning, ",: {,neuralencodedsm in and cultural s of and. ,- ,wisdomes,neural andating,:00,2024-01-30 02:15:00
mostlye6-65dd-42bf-ae1e-5a12a5c6017f,Igbo,craft,Oral,culture,2024relevance,"-0.802,0.02361,-0.-,01519.76,-",", ","To1.12.,1-0.9",", ","recordeda m mer and,",recorded_method,2024-01-19 18:57:00
mostly01-4fe7-40e5-a56e-3cae158b7cf9,Igbo,festival,"primary1.8,-90.948-5 and9.07,-101, and00.",M {,,2024-- ,A iniing in in andaed.,description andal.,Amharic,region,2025,2024-02-23 13:31:00
mostly5e-e933-4636-835a-80be26ff783d,Shona,festival,"neural_ in-10.,00",culture,culture,", ",M,"Amharic,-115.67",-0.,Southwest,description_or ,2024-01-27 11:36:00
mostly0c-c875-46d8-87db-f93989a3242e,Hausa,festival,transmission_language,: {,P,", {",primary_orat,transmission,"Shona,--03-0.704-0601.140.636-speaking,-0.9,1.0.3,-00.11,1.4187.05-0T1.30323,",: ,"description-speakingspeaking, and culturale, ",2025-02-11 02:05:00
mostly9f-b665-4c6b-b839-be8492335d2b,Oromo,ceremony,meaning,Shona.,}}} ,primary,"culturals, and the.",wisdom,,,modern,2024-01-30 10:13:00
mostly6e-97b3-4052-bb32-16aeb94ac11c,Amharic,music,", ",culture,Southwest,,transmission,description,M {,2025,"P_context,_encoded,",2024-06-09 22:46:00
mostly24-be13-422a-80bf-c92d749bf80a,Igbo,music,E ,: ,,In,primary_context,wisdom_-language{,: ,R,transmission_method,2024-01-02 09:06:00
mostly5b-c7b0-4d97-90b6-4cafcc4676ed,Oromo,ceremony,transmissionb_00,"-0.1.175,-0.2.65525 and,0.104, ","2024-0.48.80911,-0.9,",neural,modern,historical__,historical,wisdom_{,culturalo_relevance,2024-02-18 20:38:00
mostly19-5e59-425f-8d20-244f90677754,Swahili,dance,neuralat ,"To Africa,-0.157,:1716,-speaking--,0.53",Igbo Africa and.y.,cultural_element in-T:,,moderna,"Amharice-speakings,00",Southwest,-_method,2025-01-22 18:19:00
mostlyb8-dfb0-4433-b9fa-9931207f4185,Hausa,music,region,symbolic_k,-speaking0909:00,: ,primary-ing.,Shona_representation,recorded_relevance,: ,"wisdomot,.",2024-01-13 12:41:00
mostly0b-8a5c-49ab-9087-1384b3955675,Hausa,dance,symbolic_context,} ,: ,"2024-108, and.9",2024 ,neural_element,"modern,",Zulu ,festival,2024-08-13 22:14:00
mostly7a-0fde-4de3-92f4-ede6287ce9bb,Swahili,folklore,"historical_context, ",festival,"meaningingingt, and communal social, c ",,primary_purpose,description,Hausa Africa regions,recorded_or_context,wisdom_embedding,2024-09-22 01:28:00
mostly2d-1ad4-432b-857a-2667c6966fe0,Shona,dance,recorded_relevance,2024 and cultural f.,,_language: {,description Africa--0800 _,P,wisdom_atpurpose,dance},,2024-09-11 18:50:00
mostly90-c0c7-4c75-ade9-0238595af2a3,Swahili,festival,",symbolic",": and m-aring,es",D,P,wisdom inTu andi ding_,", ","Zuluaeingu,.",moderngserg ,modern_a,2024-01-08 04:51:00
mostly4d-66fe-4a2c-bb02-896df3d1e2fc,Oromo,festival,cultural_element,"meaning, ","To and community in and the d, social ",meaning,region,historical,historical_relevance,", ",: ,2025-06-18 15:41:00
mostly11-cae6-4f8f-b39c-fd4194d5b1fe,Hausa,craft,: ,: {,: {,"historical_contexta, ",region,wisdom_element,meaning_,wisdom: ,To.,2025-08-18 16:37:00
mostly83-3627-41f2-ad1a-d6e07d4e87cc,Zulu,festival,_region,,: ,"cultural,1.",description,modern_relevance,P_context_encoded,"2025-17.040.15..596T3,-T90.1542.",symbolic_embedding,2024-11-29 04:14:00
mostly22-0360-4c85-bb69-c98fcfbc00a1,Hausa,music,: ,,: ,: ,,Yoruba ,E_at,"transmission_purpose(, ",region,2024-08-27 07:16:00
mostly18-923e-4795-999c-70963c3cdbcf,Igbo,folklore,: ,", ",description,recorded_.,"Igboa a- d and sb to,",: ,region,}-0.25,transmission{,2025-06-26 01:09:00
mostly20-90e8-4e18-9736-4850fdacdf4c,Amharic,folklore,symbolic,transmission_or,culture,primary_language,: ,Igbo,cultural_meaninge,R,cultural_00,2025-01-25 01:02:00
mostlyd8-ad8d-4794-81d2-4d1649f5ffa0,Amharic,ceremony,", ",wisdom_: ,"B, ",", ",cultural_purposeembedding,culturales_representation_or ,culture,region,description,2024-06-06 13:22:00
mostly6b-ca3a-4614-8d57-7c7f91fcb277,Yoruba,dance,To,"2025-0.15008.,-0.48360.5199,1.9,",cultural,festival_,AS ,modern_or: ,", ",neural_language,symbolic_element,2025-03-14 16:12:00
mostlyf2-e6a7-4023-8236-a707a8ef14e3,Shona,folklore,", ",transmission_purpose,M_at,culture,C,: ,W,R ,modern_language,2024-01-03 05:47:00
mostly58-87e9-4a83-8d54-3644ba76c1a0,Swahili,ceremony,Eeru,Swahili_encoded,modern_encoded,A_: ,culture,primary_embedding,: ,-041018.,transmission_method,2024-07-19 19:14:00
mostlya3-3f3d-4812-a035-d1b92d627964,Hausa,art,historical_context,", ",symbolic_at,"20250007,0.040,080.","neural-e,6.",musicingd community,", ","-13-090.0351.,1.9-1859. ","Cs andss.y, ",2025-03-27 06:06:00
mostly60-ba27-4467-a2bf-9b7e6d9b37ca,Yoruba,dance,G ,region,,C,wisdom_purpose,Mb c.,description,"symbolic, ",: ,2024-11-29 10:51:00
mostlycb-a19a-4e2a-bb33-00bfe76849c9,Hausa,ceremony,Amharic ,: ,primary_-06-.03,symbolicat{,symbolic_at,G ,: ,meaning_purpose,,2025-01-11 20:02:00
mostlye0-b4f5-466e-91dc-7fbaec5f3aba,Oromo,festival,recorded_language,modern_relevance_,E0.,_relevance,S.,recorded__representation,transmission_relevance,cultural_at,To ,2024-03-29 04:36:00
mostlyde-6fe2-4dce-80fe-e6cfe6f0393f,Oromo,folklore,Zulu,cultural,description,modernencoded ofed fmstsa and the p ,symbolicrelevance,description,} ,symbolic_embedding,symbolic ,2025-09-20 19:39:00
mostly7f-4b5e-4fe3-8650-5849fe0dbef6,Swahili,craft,P inu.,: ,, ,Igboembedding,historicalt ,: ,,"Cer,",2025-06-16 07:49:00
mostlyba-8ccc-4ea4-9ca0-b811ca77e294,Yoruba,craft,wisdom_encoded_context,region{,To Nigeria,,Byes ,region,culture,"modern-eed.38es-, andTing.08, ",recorded_at,2025-09-11 22:37:00
mostlya7-850d-4cb2-b454-eb8280de974b,Yoruba,festival,C_context,,primary_context,"2024-1.8617,",cultural_element,modern_at-speaking,region,C ,Rlea {,2025-01-10 13:58:00
mostly2b-48cc-4abd-91e4-d08782ff4da2,Igbo,craft,culture,2025,C}a,historical_embedding,neurales-0.49-00,C,} {,recorded_element,Amharic,2024-08-07 08:53:00
mostly13-328d-4b16-96b4-1c5566925e1a,Shona,proverb,", ","2024-1.2, ","Zulu as aity and d, c re with s of",modern: ,cultural_language,Igbo,"-T,-07--04007.",symbolic_at.,2024,2025-06-28 04:56:00
mostly69-b798-4b40-b368-3dbb6229c822,Oromo,ceremony,"20242-006,-0_encoded",modern: ,To_on,M_embedding,: ,:k,E.,_,primary,2024-03-29 04:09:00
mostly50-6f9a-4329-aa40-c3b900c33dfa,Yoruba,music,wisdom Africa_method,To_relevance,: ,modern,,meaning_embeddingpurpose,neural_ in_,,Amharic_encoded,2025-09-19 12:05:00
mostly57-f74a-4425-9502-a15241ae4842,Swahili,folklore,symbolic_context,",meaning","Toe ofiingeds and,.",,Swahili_method,neural,: ,music,W in{,2024-04-06 06:08:00
mostly74-1595-4c94-a316-b2efc9ab550b,Oromo,dance,", ",recorded_encodedat,cultural_element,symbolic_representation,transmission,symbolic_element,culture,"-0T-190.917,-0.656,0.","cultural ew with s and, and withi and community,sa, and in and cultural -10.",2025-01-03 23:31:00
mostly98-7193-47c6-be96-ac9101a0e74c,Igbo,dance,Hausa ,cultural_ inrepresentation,"Per, and",neural_relevance, ,meaning_method,"Igboin and sing, and culturaltoom.",2025-e07,C_es,2025-04-02 04:03:00
mostlyb9-01c6-4704-a883-6d0df2f4fa9e,Igbo,music,: ,region,region,2025-13_purpose of,Yoruba,wisdommodernb{,symbolic_,"-1163,0.,001.8,0.70.329:29,0.,0.",wisdom_encoded,2024-07-22 05:10:00
mostly14-84e1-4525-9834-096b417f6782,Hausa,music,"Aentant and family and in to p p, ms com andes.",wisdom Africa,description,modern_or,region,recorded_encoded ,cultural_element-, ,: ,2025-07-06 05:31:00
mostlyc7-2ad7-4a82-bd26-5379502720c6,Yoruba,dance,"In, ",: ,A,primary inat ,"-1.604,0.8701,1.90.010143.T,1823_0.",,:_embedding,Igbo ,"2025.2,-0.6,11,104160.85,-382,-29or_0.1202,-019,-051.075616,0.1389,0.41-0.05,0-,-1.020709,0.23,--013.57,11.7,1,1.1,-1.059,",2024-07-26 14:20:00
mostly4d-afe4-494c-8f07-aca9c8e833f1,Oromo,festival,:00,cultural_representation,transmissionar intse community p in socialle inyed-al.,", ",region,region,: ,Swahili ,,2024-05-21 07:02:00
mostly3f-5c6c-4c0f-ade9-f14cc1b41489,Hausa,festival,{,neural ,meaning,2024,modern_encoded,"recorded, ",,:{,primary_at,2025-01-25 11:16:00
mostly38-5351-4910-b270-7cab8c3422f3,Amharic,ceremony,: ,"culturald-0.43859-speaking,-0.549113, and",}e ,: ,-_elementpurpose,- ,Re and with the,cultural_purpose,", ",2024-05-13 16:03:00
mostly50-cb9d-4267-9086-bc07160f3d09,Igbo,dance,"-T50T.05327,",W,P_: ,description,: ,primary ,{,culture,East,2025-05-13 05:50:00
mostlycc-8259-48e6-a1a2-d43f55880679,Zulu,ceremony,}ing_relevance,"-1.229,12,-0..4592,,0-00:00{7,,-0.9130, and904,7,0.28, ",meaning_relevance,2025,}- ,meaning_encoded,Eastsymbolic_.,,modern_: ,2024-02-26 05:10:00
mostlyd5-0b3e-4e3b-b833-5b05d79ebdec,Shona,music, ,"modern_, ",neural_encoded,:00,} {,L,In_representation, ,primary_.,2024-11-11 17:37:00
mostlyf7-8ea5-436a-9ff8-6430e4db7394,Swahili,music,symbolic}.,meaning,"cultural_element- and andss, aer, and community c family, and m, dgo p in singationo anding d withers.",W:,transmission__or ,region,", ",transmission_-speakinged and e,transmission_.,2025-09-20 19:39:00
mostlya9-4d4f-4d8f-9b7b-7eaf3ae220ab,Swahili,music,", ",transmission06.,: ,cultural} {,To-speaking regions ofor,2025context,neural ,Tote inin.d,"2025-1.6,.38",2024-07-10 03:28:00
mostlyd4-a143-45b1-be48-ee9118774a15,Amharic,craft,} ,modernTo,culture,wisdomTos in of to.,", ",: ,meaning_relevance,D_,R,2025-03-01 18:24:00
mostly63-dc81-4bec-964a-9db19e05633d,Igbo,festival,P,,"M, {",: ,historical,description,description,Ainge,", {",2025-05-10 07:01:00
mostly8a-15b4-48ab-a18d-6dec723aa832,Amharic,dance,Oromo_encoded_representation,neural in: icy,transmission_method,Drecorded,Igbo,neural_embedding,", ",To in.,symbolic_,2025-04-18 08:25:00
mostlyb7-da6d-461b-98f9-77d5b725d7a6,Swahili,folklore,transmission_method,: ,P.,Belementor-speakinga,", ",: ,culture,", ",symbolic_-speaking,2024-01-30 11:42:00
mostlyb3-2939-4d49-bf60-19d17a532c45,Amharic,craft,"P--0.1904,06,_0.",2024-03T-T:00_ ,", ",: ,Igbo,W,: ,culture,symbolic_encoded,2024-08-23 06:41:00
